date,open,high,low,close,adjclose
2024-07-01,83.76000213623047,85.72000122070312,82.9800033569336,84.8499984741211,84.8499984741211
2024-07-02,84.8499984741211,85.61000061035156,84.04000091552734,84.79000091552734,84.79000091552734
2024-07-03,84.9000015258789,84.9000015258789,82.22000122070312,82.69999694824219,82.69999694824219
2024-07-05,82.86000061035156,84.52999877929688,81.73999786376953,84.37000274658203,84.37000274658203
2024-07-08,85.88999938964844,92.9000015258789,85.18000030517578,86.87999725341797,86.87999725341797
2024-07-09,87.77999877929688,91.91000366210938,87.27999877929688,91.70999908447266,91.70999908447266
2024-07-10,92.0,97.80000305175781,91.61000061035156,96.30000305175781,96.30000305175781
2024-07-11,97.30000305175781,99.0999984741211,95.54000091552734,98.0,98.0
2024-07-12,99.20999908447266,100.69000244140625,96.9000015258789,99.41000366210938,99.41000366210938
2024-07-15,100.0,100.0,95.88999938964844,96.66999816894531,96.66999816894531
2024-07-16,97.94000244140625,99.9800033569336,95.61000061035156,98.94999694824219,98.94999694824219
2024-07-17,97.66000366210938,101.91999816894531,97.66000366210938,101.06999969482422,101.06999969482422
2024-07-18,100.5,101.51000213623047,98.75,98.95999908447266,98.95999908447266
2024-07-19,99.19000244140625,101.69999694824219,98.33000183105469,99.76000213623047,99.76000213623047
2024-07-22,100.33000183105469,102.5,98.04000091552734,101.44999694824219,101.44999694824219
2024-07-23,100.91999816894531,104.0,100.91999816894531,102.37000274658203,102.37000274658203
2024-07-24,102.0,105.3499984741211,101.5,102.94999694824219,102.94999694824219
2024-07-25,104.12999725341797,108.91000366210938,101.55999755859375,106.01000213623047,106.01000213623047
2024-07-26,106.98999786376953,108.41999816894531,105.75,107.13999938964844,107.13999938964844
2024-07-29,107.29000091552734,108.93000030517578,105.75,108.75,108.75
2024-07-30,109.80000305175781,111.05999755859375,106.54000091552734,110.11000061035156,110.11000061035156
2024-07-31,110.31999969482422,112.12999725341797,106.41999816894531,108.98999786376953,108.98999786376953
2024-08-01,108.41999816894531,108.9800033569336,103.66999816894531,104.30000305175781,104.30000305175781
2024-08-02,101.01000213623047,103.4800033569336,98.94000244140625,100.19000244140625,100.19000244140625
2024-08-05,90.29000091552734,98.44000244140625,90.29000091552734,98.12999725341797,98.12999725341797
2024-08-06,97.94000244140625,100.37000274658203,97.5,99.04000091552734,99.04000091552734
2024-08-07,100.0,102.04000091552734,93.0199966430664,93.31999969482422,93.31999969482422
2024-08-08,93.58999633789062,97.76000213623047,92.04000091552734,96.91999816894531,96.91999816894531
2024-08-09,97.33000183105469,100.76000213623047,95.2699966430664,100.16000366210938,100.16000366210938
2024-08-12,103.27999877929688,103.27999877929688,98.70999908447266,99.5999984741211,99.5999984741211
2024-08-13,100.0999984741211,103.04000091552734,99.1500015258789,103.0199966430664,103.0199966430664
2024-08-14,102.62000274658203,103.87999725341797,101.0,101.0199966430664,101.0199966430664
2024-08-15,102.93000030517578,106.75,102.69000244140625,103.12999725341797,103.12999725341797
2024-08-16,103.2699966430664,104.27999877929688,102.19999694824219,102.20999908447266,102.20999908447266
2024-08-19,102.0,103.75,101.11000061035156,103.58999633789062,103.58999633789062
2024-08-20,103.0,104.7300033569336,101.87999725341797,104.33999633789062,104.33999633789062
2024-08-21,105.0,106.83999633789062,102.87000274658203,106.08000183105469,106.08000183105469
2024-08-22,106.25,106.25,103.20999908447266,103.62000274658203,103.62000274658203
2024-08-23,103.80999755859375,105.5,103.38999938964844,103.81999969482422,103.81999969482422
2024-08-26,104.06999969482422,106.98999786376953,103.94000244140625,105.19999694824219,105.19999694824219
2024-08-27,104.58000183105469,106.4800033569336,104.5,106.33000183105469,106.33000183105469
2024-08-28,105.98999786376953,107.6500015258789,103.5,106.54000091552734,106.54000091552734
2024-08-29,106.75,108.83000183105469,105.55000305175781,105.86000061035156,105.86000061035156
2024-08-30,106.0,106.16000366210938,102.5999984741211,105.80000305175781,105.80000305175781
2024-09-03,105.08000183105469,106.41999816894531,100.18000030517578,100.94999694824219,100.94999694824219
2024-09-04,100.44000244140625,103.04000091552734,98.88999938964844,102.55999755859375,102.55999755859375
2024-09-05,101.9800033569336,103.93000030517578,101.80000305175781,103.1500015258789,103.1500015258789
2024-09-06,103.58000183105469,104.88999938964844,99.08000183105469,101.13999938964844,101.13999938964844
2024-09-09,101.54000091552734,103.80999755859375,101.41999816894531,102.77999877929688,102.77999877929688
2024-09-10,103.0999984741211,104.27999877929688,101.7300033569336,102.2300033569336,102.2300033569336
2024-09-11,101.83999633789062,103.54000091552734,101.01000213623047,103.08999633789062,103.08999633789062
2024-09-12,103.16000366210938,104.11000061035156,101.9800033569336,102.0999984741211,102.0999984741211
2024-09-13,102.62000274658203,105.4000015258789,102.62000274658203,104.7699966430664,104.7699966430664
2024-09-16,104.7699966430664,106.6500015258789,104.41000366210938,105.0,105.0
2024-09-17,105.5,106.31999969482422,104.01000213623047,104.26000213623047,104.26000213623047
2024-09-18,104.0199966430664,105.91000366210938,103.1500015258789,103.68000030517578,103.68000030517578
2024-09-19,105.41000366210938,106.19999694824219,104.3499984741211,105.01000213623047,105.01000213623047
2024-09-20,104.41000366210938,105.2300033569336,102.7699966430664,102.80000305175781,102.80000305175781
2024-09-23,103.29000091552734,103.29000091552734,99.2699966430664,99.66000366210938,99.66000366210938
2024-09-24,99.86000061035156,100.38999938964844,97.4800033569336,99.54000091552734,99.54000091552734
2024-09-25,99.16000366210938,99.79000091552734,97.91999816894531,98.77999877929688,98.77999877929688
2024-09-26,99.7300033569336,101.01000213623047,98.4000015258789,99.37999725341797,99.37999725341797
2024-09-27,100.37999725341797,100.69000244140625,96.95999908447266,97.37000274658203,97.37000274658203
2024-09-30,97.05999755859375,100.33000183105469,97.05999755859375,100.08999633789062,100.08999633789062
2024-10-01,100.0999984741211,102.1500015258789,97.77999877929688,101.3499984741211,101.3499984741211
2024-10-02,101.08000183105469,101.08000183105469,99.70999908447266,99.94999694824219,99.94999694824219
2024-10-03,101.04000091552734,105.88999938964844,100.0,102.23999786376953,102.23999786376953
2024-10-04,103.63999938964844,105.73999786376953,102.19999694824219,104.77999877929688,104.77999877929688
2024-10-07,104.77999877929688,104.77999877929688,102.16000366210938,102.62000274658203,102.62000274658203
2024-10-08,102.94999694824219,105.5,102.27999877929688,102.97000122070312,102.97000122070312
2024-10-09,102.06999969482422,104.4800033569336,101.7699966430664,103.23999786376953,103.23999786376953
2024-10-10,102.05000305175781,102.41999816894531,98.9000015258789,100.31999969482422,100.31999969482422
2024-10-11,100.0199966430664,103.02999877929688,100.0199966430664,102.94000244140625,102.94000244140625
2024-10-14,103.05999755859375,103.58999633789062,101.98999786376953,103.45999908447266,103.45999908447266
2024-10-15,102.98999786376953,105.66999816894531,102.88999938964844,104.38999938964844,104.38999938964844
2024-10-16,105.26000213623047,107.76000213623047,104.3499984741211,107.16000366210938,107.16000366210938
2024-10-17,107.5,108.19000244140625,105.16999816894531,105.88999938964844,105.88999938964844
2024-10-18,106.08000183105469,106.56999969482422,104.25,106.38999938964844,106.38999938964844
2024-10-21,106.83000183105469,109.41000366210938,106.55000305175781,106.77999877929688,106.77999877929688
2024-10-22,106.19000244140625,106.51000213623047,104.29000091552734,106.5,106.5
