ticker,pdufa_date,outcome,confidence,cohort,year,entry_date,exit_date,entry_px,ret,excess,beat_xbi,rs_21,rs_63,rs_126,mom_126,beta_xbi,atr14,dnvol_60,review_priority,prior_fda_approvals,adv_usd,premom_60_30,prevol_60_30,xbi_above_200d,xbi_ret_63d,vix,tnx,tnx_chg_63d,split
NVS,2025-06-18,Approved,price-only,P,2025,2025-05-19,2025-06-11,107.4399,0.06648,0.008151,1,-0.051268,0.204163,0.308419,0.105611,0.3256,0.02184,0.01186,STANDARD,87,216779287.0,-0.001353,0.014771,0,-0.127071,18.14,4.475,-0.0152,IS
XNCR,2025-06-18,Approved,price-only,P,2025,2025-05-19,2025-06-11,8.06,0.181141,0.122812,1,-0.218987,-0.376011,-0.455811,-0.658619,1.5877,0.10308,0.04496,,0,9316663.0,-0.169072,0.063266,0,-0.127071,18.14,4.475,-0.0152,IS
INCY,2025-06-18,Approved,price-only,P,2025,2025-05-19,2025-06-11,63.81,0.078984,0.020655,1,0.046289,0.022399,-0.004324,-0.207132,0.6247,0.03021,0.01988,,0,112576073.0,0.096203,0.017128,0,-0.127071,18.14,4.475,-0.0152,IS
CSLLY,2025-06-17,Approved,price-only,P,2025,2025-05-16,2025-06-10,38.3192,0.026801,-0.05242,0,-0.04464,0.104304,0.056051,-0.157687,0.4643,0.03558,0.01587,,0,7235033.0,0.011337,0.016019,0,-0.135494,17.24,4.441,-0.0069,IS
LYEL,2025-06-17,CRL,price-only,P,2025,2025-05-16,2025-06-10,8.3,0.301205,0.221984,1,-0.106447,-0.184179,-0.430038,-0.643777,1.2562,0.10499,0.04259,,0,289154.0,-0.043779,0.041809,0,-0.135494,17.24,4.441,-0.0069,IS
LTRN,2025-06-16,CRL,price-only,P,2025,2025-05-16,2025-06-09,3.32,0.01506,-0.051379,0,-0.100488,-0.201832,0.141113,-0.072626,1.2063,0.11908,0.03885,,0,185283.0,-0.02924,0.06681,0,-0.135494,17.24,4.441,-0.0069,IS
JSPR,2025-06-16,CRL,price-only,P,2025,2025-05-16,2025-06-09,4.93,0.204868,0.138429,1,0.205876,-0.053651,-0.579726,-0.793465,1.3368,0.08676,0.03309,,0,801039.0,0.241814,0.050737,0,-0.135494,17.24,4.441,-0.0069,IS
INCY,2025-06-15,CRL,price-only,P,2025,2025-05-16,2025-06-06,63.31,0.086242,0.01993,1,0.04488,0.034528,-0.000583,-0.214321,0.6232,0.03183,0.01988,,0,114831421.0,0.096657,0.017132,0,-0.135494,17.24,4.441,-0.0069,IS
GMAB,2025-06-15,CRL,price-only,P,2025,2025-05-16,2025-06-06,19.88,0.1167,0.050388,1,-0.034897,0.068827,0.098474,-0.115265,0.5333,0.03334,0.02265,,0,29671545.0,0.01688,0.023372,0,-0.135494,17.24,4.441,-0.0069,IS
JNJ,2025-06-13,CRL,price-only,P,2025,2025-05-14,2025-06-06,141.5784,0.068318,-0.034995,0,-0.049606,0.101335,0.223429,-0.043447,0.188,0.02071,0.01378,,0,1222659100.0,-0.051827,0.012289,0,-0.151113,18.62,4.528,-0.0235,IS
MRK,2025-06-13,Approved,price-only,P,2025,2025-05-14,2025-06-06,70.3885,0.074861,-0.028452,0,-0.069776,0.016115,-0.007338,-0.274214,0.3837,0.0415,0.01798,,58,1324233182.0,-0.071997,0.025686,0,-0.151113,18.62,4.528,-0.0235,IS
AMRX,2025-06-12,Approved,price-only,P,2025,2025-05-13,2025-06-05,7.5,-0.044,-0.108603,0,0.031178,0.071302,0.118173,-0.12892,0.5908,0.04357,0.01932,STANDARD,91,15615881.0,0.074499,0.023974,0,-0.129091,18.22,4.499,-0.0084,IS
MRNA,2025-06-12,Approved,price-only,P,2025,2025-05-13,2025-06-05,25.49,0.024716,-0.039888,0,-0.07042,-0.04679,-0.245946,-0.493039,1.3657,0.05787,0.03381,,0,224071287.0,-0.027099,0.037251,0,-0.129091,18.22,4.499,-0.0084,IS
URGN,2025-06-12,Approved,price-only,P,2025,2025-05-13,2025-06-05,10.14,-0.493097,-0.5577,0,-0.041344,0.119325,0.085109,-0.161983,1.1721,0.10147,0.03062,,0,7487824.0,0.001976,0.05954,0,-0.129091,18.22,4.499,-0.0084,IS
BMY,2025-06-12,CRL,price-only,P,2025,2025-05-13,2025-06-05,43.8775,0.02683,-0.037774,0,-0.124567,-0.029025,0.117406,-0.129687,0.4017,0.03461,0.01672,,21,833330435.0,-0.081246,0.020322,0,-0.129091,18.22,4.499,-0.0084,IS
NRIX,2025-06-12,CRL,price-only,P,2025,2025-05-13,2025-06-05,9.73,0.284687,0.220083,1,0.021231,-0.302568,-0.395712,-0.642805,1.3818,0.0624,0.04039,,0,9884770.0,0.064551,0.044911,0,-0.129091,18.22,4.499,-0.0084,IS
ADCT,2025-06-12,CRL,price-only,P,2025,2025-05-13,2025-06-05,1.32,1.606061,1.541457,1,0.038647,0.078731,-0.302396,-0.549488,1.7526,0.07029,0.03284,,0,319615.0,0.081967,0.038969,0,-0.129091,18.22,4.499,-0.0084,IS
NUVB,2025-06-11,Approved,price-only,P,2025,2025-05-12,2025-06-04,2.15,0.139535,0.101398,1,0.11909,0.063477,0.070811,-0.153543,1.2927,0.07558,0.03162,PRIORITY,0,6696634.0,0.080402,0.042297,0,-0.120494,18.39,4.457,-0.008,IS
ABBV,2025-06-11,Approved,price-only,P,2025,2025-05-12,2025-06-04,184.0733,-0.014363,-0.052501,0,-0.008296,0.128304,0.186757,-0.037597,0.4476,0.03447,0.01637,PRIORITY,96,1485322648.0,0.095839,0.020928,0,-0.120494,18.39,4.457,-0.008,IS
ENTA,2025-06-11,Approved,price-only,P,2025,2025-05-12,2025-06-04,5.55,0.281081,0.242944,1,0.193335,0.253147,-0.293875,-0.518229,0.8976,0.0619,0.03121,,0,958932.0,0.183369,0.039933,0,-0.120494,18.39,4.457,-0.008,IS
MRK,2025-06-09,Approved,price-only,P,2025,2025-05-09,2025-06-02,72.7836,0.003686,-0.059804,0,-0.092684,0.040646,0.000597,-0.240141,0.3138,0.03432,0.01631,,58,1249624546.0,-0.020374,0.01887,0,-0.162709,21.9,4.375,-0.025,IS
AXSM,2025-06-09,CRL,price-only,P,2025,2025-05-09,2025-06-02,107.76,-0.000928,-0.064418,0,0.039734,0.18162,0.448269,0.20753,0.7308,0.03375,0.021,,2,71588306.0,0.126607,0.020087,0,-0.162709,21.9,4.375,-0.025,IS
TRAW,2025-06-03,CRL,source-verified,P,2025,2025-05-02,2025-05-27,1.42,-0.014084,0.036215,1,-0.42404,-0.706044,-0.566088,-0.718812,1.3357,0.15996,0.06686,,0,100552.0,-0.27551,0.061343,0,-0.098902,22.68,4.322,-0.0541,IS
IMMX,2025-06-03,CRL,price-only,P,2025,2025-05-02,2025-05-27,2.095,-0.059666,-0.009366,0,0.233588,0.178798,0.37787,0.225146,1.1243,0.07354,0.03138,,0,114147.0,0.396667,0.054014,0,-0.098902,22.68,4.322,-0.0541,IS
REGN,2025-06-02,Approved,price-only,P,2025,2025-05-02,2025-05-23,601.4208,-0.027081,0.026332,1,-0.068062,-4.9e-05,-0.193369,-0.346092,0.642,0.03969,0.01984,,0,734982127.0,-0.008237,0.03311,0,-0.098902,22.68,4.322,-0.0541,IS
SNY,2025-06-02,Approved,price-only,P,2025,2025-05-02,2025-05-23,50.2972,-0.020863,0.032551,1,-0.008491,0.119144,0.182633,0.029909,0.3533,0.02383,0.01178,STANDARD,5,183256346.0,0.015013,0.022467,0,-0.098902,22.68,4.322,-0.0541,IS
GMAB,2025-06-02,CRL,price-only,P,2025,2025-05-02,2025-05-23,21.48,-0.031192,0.022221,1,0.10523,0.19092,0.08179,-0.070934,0.5133,0.02142,0.02011,,0,29334055.0,0.116424,0.023274,0,-0.098902,22.68,4.322,-0.0541,IS
MRNA,2025-05-31,Approved,price-only,P,2025,2025-05-01,2025-05-23,27.03,-0.028487,0.013453,1,-0.060314,-0.223401,-0.344476,-0.506752,1.278,0.0541,0.03088,,0,234789736.0,-0.004786,0.041334,0,-0.117974,24.6,4.231,-0.0623,IS
ETON,2025-05-29,Approved,price-only,P,2025,2025-04-29,2025-05-22,16.49,0.228017,0.260137,1,0.296371,0.056028,1.171401,1.013431,1.1244,0.06229,0.03063,STANDARD,6,3468210.0,0.266513,0.042738,0,-0.12122,24.17,4.173,-0.0831,IS
ALC,2025-05-28,Approved,price-only,P,2025,2025-04-28,2025-05-21,94.5244,-0.078402,-0.053331,0,0.033349,0.164778,0.166765,0.008571,0.5486,0.0279,0.01428,,23,166688508.0,-0.004699,0.028582,0,-0.121319,25.15,4.216,-0.0689,IS
SVRA,2025-05-27,CRL,source-verified,P,2025,2025-04-25,2025-05-20,3.18,-0.014151,-0.028481,0,0.234548,0.288371,0.102374,-0.080925,1.0,0.05912,0.02146,,0,2329282.0,0.092783,0.040994,0,-0.132007,24.84,4.266,-0.0778,IS
BMY,2025-05-23,CRL,price-only,P,2025,2025-04-23,2025-05-16,45.7045,-0.036678,-0.035667,0,-0.087027,-0.008004,0.139515,-0.068067,0.2816,0.05262,0.01683,STANDARD,21,774663284.0,-0.196461,0.021156,0,-0.132721,28.45,4.387,-0.0461,IS
REGN,2025-05-23,CRL,price-only,P,2025,2025-04-23,2025-05-16,583.7837,0.011006,0.012018,1,-0.001231,-0.001721,-0.198276,-0.405857,0.6333,0.04895,0.0178,,0,639092816.0,-0.110666,0.027323,0,-0.132721,28.45,4.387,-0.0461,IS
BCTX,2025-05-23,Approved,price-only,P,2025,2025-04-23,2025-05-16,54.3,-0.458564,-0.457552,0,0.326924,12.376623,5.671867,5.464286,-0.5093,0.11813,0.05258,,0,5118965.0,0.217489,0.093144,0,-0.132721,28.45,4.387,-0.0461,IS
LQDA,2025-05-23,Approved,price-only,P,2025,2025-04-23,2025-05-16,13.55,0.393358,0.394369,1,-0.025303,0.104047,0.423919,0.216338,0.9715,0.06805,0.0214,,0,15157895.0,-0.134738,0.036999,0,-0.132721,28.45,4.387,-0.0461,IS
RHHBY,2025-05-22,Approved,price-only,P,2025,2025-04-22,2025-05-15,37.7843,-0.014879,-0.014107,0,0.030418,0.217326,0.248403,0.030347,0.3128,0.03898,0.01347,STANDARD,19,100440546.0,-0.078347,0.023159,0,-0.142145,30.57,4.389,-0.0404,IS
ARQT,2025-05-22,Approved,price-only,P,2025,2025-04-22,2025-05-15,13.83,-0.014461,-0.013689,0,-0.078185,0.199485,0.67538,0.457324,1.5545,0.10911,0.03083,STANDARD,2,37904496.0,-0.186949,0.049758,0,-0.142145,30.57,4.389,-0.0404,IS
GSK,2025-05-22,Approved,price-only,P,2025,2025-04-22,2025-05-15,34.9042,0.025662,0.026435,1,0.04225,0.238409,0.179439,-0.038618,0.3317,0.03931,0.014,,0,226638979.0,-0.066514,0.023322,0,-0.142145,30.57,4.389,-0.0404,IS
NVAX,2025-05-19,Approved,price-only,P,2025,2025-04-17,2025-05-12,6.0,0.056667,0.010308,1,-0.109685,-0.160571,-0.288454,-0.52381,1.1555,0.11798,0.03837,,0,37511094.0,-0.222798,0.068078,0,-0.13603,29.65,4.333,-0.0593,IS
AMRX,2025-05-15,Approved,price-only,P,2025,2025-04-15,2025-05-08,7.17,0.040446,0.020849,1,-0.035179,0.030103,0.060931,-0.163361,0.5645,0.05763,0.01807,STANDARD,89,15585141.0,-0.180571,0.030192,0,-0.116728,30.12,4.323,-0.0971,IS
INCY,2025-05-15,Approved,price-only,P,2025,2025-04-15,2025-05-08,58.46,0.021724,0.002127,1,0.075786,-0.070538,0.108442,-0.11585,0.6187,0.04654,0.02186,,0,144105762.0,-0.138521,0.030997,0,-0.116728,30.12,4.323,-0.0971,IS
MRK,2025-05-14,Approved,price-only,P,2025,2025-04-14,2025-05-07,75.8494,-0.000631,-0.011214,0,-0.034118,-0.068005,-0.059771,-0.264231,0.2694,0.04413,0.01915,,58,1623477204.0,-0.15561,0.023579,0,-0.141205,30.89,4.364,-0.0914,IS
ABBV,2025-05-14,Approved,price-only,P,2025,2025-04-14,2025-05-07,171.8611,0.059901,0.049318,1,-0.032779,0.164114,0.142111,-0.062348,0.3767,0.05404,0.01488,STANDARD,96,1870516236.0,-0.154271,0.024417,0,-0.141205,30.89,4.364,-0.0914,IS
CING,2025-05-14,Approved,price-only,P,2025,2025-04-14,2025-05-07,4.02,-0.0199,-0.030483,0,0.241269,0.009456,0.10783,-0.096629,0.3006,0.07424,0.02361,,0,340791.0,0.119777,0.035784,0,-0.141205,30.89,4.364,-0.0914,IS
OGEN,2025-05-13,Approved,price-only,P,2025,2025-04-11,2025-05-06,5.7,-0.052632,-0.090839,0,-0.209481,-0.272284,-0.271848,-0.5,0.6526,0.10902,0.03767,,0,95861.0,-0.321429,0.049206,0,-0.168892,37.56,4.493,-0.0593,IS
VSTM,2025-05-08,Approved,price-only,P,2025,2025-04-08,2025-05-01,4.64,0.601293,0.419345,1,-0.15773,-0.066535,0.900836,0.616725,1.4542,0.121,0.03105,,0,5145572.0,-0.337143,0.04344,0,-0.242989,52.33,4.262,-0.0771,IS
PHIO,2025-05-07,CRL,price-only,P,2025,2025-04-07,2025-04-30,1.03,0.864078,0.727621,1,-0.043823,-0.267052,-0.429396,-0.674051,1.0285,0.0681,0.07841,,0,111951.0,-0.207692,0.030196,0,-0.210105,46.98,4.155,-0.096,IS
TEVA,2025-05-05,Approved,price-only,P,2025,2025-04-04,2025-04-28,13.8,0.088406,-0.016264,0,0.052891,-0.156922,0.039367,-0.209622,0.3077,0.0411,0.0253,,84,175361343.0,-0.100977,0.031353,0,-0.19519,45.31,3.985,-0.129,IS
ALVO,2025-05-05,Approved,price-only,P,2025,2025-04-04,2025-04-28,8.5,-0.045882,-0.150553,0,-0.08243,-0.158913,-0.059954,-0.308943,0.0782,0.05389,0.02566,,0,1344176.0,-0.236298,0.036732,0,-0.19519,45.31,3.985,-0.129,IS
JNJ,2025-04-30,Approved,price-only,P,2025,2025-03-31,2025-04-23,160.422,-0.063073,-0.038412,0,0.090702,0.272899,0.218085,0.044109,0.0056,0.01383,0.0068,,0,1460125542.0,0.004969,0.008364,0,-0.124613,22.28,4.246,-0.0727,IS
XRTX,2025-04-30,Approved,price-only,P,2025,2025-03-31,2025-04-23,4.8,0.15625,0.180911,1,0.065325,-0.019009,-0.194445,-0.368421,0.3038,0.08638,0.03804,,0,16898.0,-0.020408,0.044695,0,-0.124613,22.28,4.246,-0.0727,IS
ABEO,2025-04-29,Approved,price-only,P,2025,2025-03-28,2025-04-22,4.97,0.062374,0.142469,1,-0.002131,-0.042644,-0.025394,-0.161889,0.8632,0.0503,0.02134,,0,2325752.0,-0.051527,0.02811,0,-0.082356,21.65,4.255,-0.0732,IS
ABBV,2025-04-29,Approved,price-only,P,2025,2025-03-28,2025-04-22,196.9925,-0.145667,-0.065572,0,0.03226,0.233611,0.228625,0.09213,0.2294,0.02261,0.00787,STANDARD,96,1440343793.0,-0.017892,0.013006,0,-0.082356,21.65,4.255,-0.0732,IS
TLX,2025-04-28,CRL,price-only,P,2025,2025-03-28,2025-04-21,17.24,-0.059745,0.045587,1,-0.056888,0.167999,,,,0.04239,0.01967,,1,584617.0,-0.087831,0.025444,0,-0.082356,21.65,4.255,-0.0732,IS
CLDI,2025-04-28,CRL,price-only,P,2025,2025-03-28,2025-04-21,7.8,-0.323077,-0.217745,0,-0.188745,-0.469368,-0.298288,-0.434783,1.9627,0.09901,0.06788,,0,355637.0,-0.219688,0.059451,0,-0.082356,21.65,4.255,-0.0732,IS
URGN,2025-04-27,CRL,price-only,P,2025,2025-03-28,2025-04-17,11.2,-0.136607,-0.036252,0,0.23654,0.117477,0.007412,-0.129082,1.0453,0.05776,0.02011,,0,4543248.0,0.196581,0.029426,0,-0.082356,21.65,4.255,-0.0732,IS
TARA,2025-04-26,CRL,price-only,P,2025,2025-03-27,2025-04-17,4.54,-0.140969,-0.028728,0,0.327909,-0.049287,1.655666,1.522222,0.9295,0.06248,0.03116,,0,949725.0,0.289773,0.051589,0,-0.06916,18.69,4.369,-0.05,IS
ALXO,2025-04-25,CRL,price-only,P,2025,2025-03-26,2025-04-17,0.68,-0.191176,-0.083631,0,-0.311732,-0.512408,-0.516117,-0.658291,0.6315,0.14569,0.05314,,0,1547171.0,-0.364486,0.08851,0,-0.067839,18.33,4.338,-0.0411,IS
JNJ,2025-04-24,CRL,price-only,P,2025,2025-03-25,2025-04-17,155.7595,-0.022047,0.105996,1,0.016958,0.160752,0.139451,-0.003343,0.0278,0.01556,0.00698,,0,1533592536.0,-0.007887,0.009251,0,-0.03031,17.15,4.307,-0.0575,IS
EQ,2025-04-24,Approved,price-only,P,2025,2025-03-25,2025-04-17,0.8,-0.4125,-0.284457,0,0.03357,0.363643,0.08397,-0.058824,0.7213,0.07946,0.03075,,0,41253.0,-0.090909,0.041459,0,-0.03031,17.15,4.307,-0.0575,IS
REGN,2025-04-20,CRL,price-only,P,2025,2025-03-21,2025-04-11,653.9251,-0.158395,-0.011635,0,0.006462,-0.030088,-0.285395,-0.421039,0.5887,0.03582,0.01493,,0,672618887.0,-0.038406,0.021326,0,-0.078942,19.28,4.252,-0.0303,IS
REGN,2025-04-18,Approved,price-only,P,2025,2025-03-19,2025-04-11,667.7092,-0.175769,-0.025692,0,0.032409,-0.015848,-0.279854,-0.416151,0.5922,0.03636,0.01488,,0,636423418.0,-0.000558,0.021286,0,-0.063567,19.9,4.256,-0.0325,IS
SNY,2025-04-18,Approved,price-only,P,2025,2025-03-19,2025-04-11,53.1641,-0.12116,0.028917,1,0.128565,0.315703,0.15845,0.022152,0.207,0.01997,0.00621,,5,164967844.0,0.075229,0.014041,0,-0.063567,19.9,4.256,-0.0325,IS
MIRM,2025-04-14,Approved,price-only,P,2025,2025-03-14,2025-04-07,44.28,-0.074074,0.088164,1,-0.095405,0.109678,0.1754,0.05655,0.7813,0.04788,0.01566,STANDARD,4,28493748.0,-0.126627,0.025382,0,-0.105596,21.77,4.308,0.0206,IS
IRWD,2025-04-14,Approved,price-only,P,2025,2025-03-14,2025-04-07,1.49,-0.147651,0.014587,1,-0.200393,-0.493866,-0.538621,-0.657471,1.1987,0.0954,0.06084,,0,4118264.0,-0.258706,0.030293,0,-0.105596,21.77,4.308,0.0206,IS
BMY,2025-04-11,Approved,price-only,P,2025,2025-03-12,2025-04-04,55.7238,-0.065384,0.089358,1,0.112387,0.139271,0.370319,0.260765,0.1505,0.03158,0.01148,PRIORITY,20,734481508.0,0.077076,0.018048,0,-0.120911,24.23,4.318,0.0402,IS
HALO,2025-04-10,Approved,price-only,P,2025,2025-03-11,2025-04-03,61.45,0.007648,0.100784,1,0.13175,0.393243,0.144902,0.037831,0.9731,0.02882,0.00821,,0,80916466.0,0.076182,0.010659,0,-0.114632,26.92,4.288,0.0258,IS
ARGX,2025-04-10,Approved,price-only,P,2025,2025-03-11,2025-04-03,580.43,0.016591,0.109727,1,-0.046823,0.041659,0.177975,0.070904,0.4454,0.03272,0.01175,,0,182034375.0,-0.102391,0.017198,0,-0.114632,26.92,4.288,0.0258,IS
BMY,2025-04-08,Approved,price-only,P,2025,2025-03-07,2025-04-01,56.9164,-0.025209,0.079436,1,0.101253,0.15871,0.36384,0.250114,0.193,0.0264,0.01108,PRIORITY,20,704496292.0,0.074582,0.016019,0,-0.106327,23.37,4.317,0.0223,IS
ALDX,2025-04-03,CRL,source-verified,P,2025,2025-03-04,2025-03-27,6.17,0.014587,0.021496,1,0.248054,0.38766,0.29422,0.147907,0.9,0.0851,0.03198,,0,3269836.0,0.177481,0.064917,0,-0.138672,23.51,4.21,-0.0075,IS
AMGN,2025-04-03,Approved,price-only,P,2025,2025-03-04,2025-03-27,300.4251,-0.020564,-0.013655,0,0.173201,0.262363,0.10468,-0.041634,0.4386,0.02206,0.00863,STANDARD,9,983933946.0,0.102628,0.019249,0,-0.138672,23.51,4.21,-0.0075,IS
NVS,2025-04-03,Approved,price-only,P,2025,2025-03-04,2025-03-27,104.2504,0.037017,0.043926,1,0.134553,0.20113,0.071575,-0.074738,0.157,0.01687,0.00812,STANDARD,87,241923807.0,0.06398,0.013748,0,-0.138672,23.51,4.21,-0.0075,IS
ABBV,2025-04-02,Approved,price-only,P,2025,2025-03-03,2025-03-26,202.9323,-0.048137,-0.042119,0,0.288869,0.312517,0.249667,0.101223,0.2336,0.01885,0.00707,STANDARD,96,1180699163.0,0.149973,0.00998,0,-0.134013,22.78,4.18,-0.0284,IS
CMPX,2025-04-01,CRL,price-only,P,2025,2025-02-28,2025-03-25,2.9,-0.253448,-0.23513,0,-0.025722,1.024669,1.42372,1.301587,1.8045,0.11938,0.03939,,0,3471496.0,-0.099379,0.056251,0,-0.091335,19.63,4.231,-0.008,IS
AZN,2025-03-31,Approved,price-only,P,2025,2025-02-28,2025-03-24,149.8056,-0.027818,-0.029115,0,0.142137,0.25547,0.008483,-0.11365,0.1996,0.01593,0.00787,,58,471715789.0,0.085044,0.012012,0,-0.091335,19.63,4.231,-0.008,IS
MIST,2025-03-28,CRL,source-verified,P,2025,2025-02-26,2025-03-21,1.75,0.085714,0.098519,1,-0.086584,0.010072,0.320947,0.190476,0.8732,0.08371,0.02628,,0,2000707.0,-0.133663,0.031445,0,-0.064126,19.1,4.249,-0.0413,IS
ALNY,2025-03-28,Approved,price-only,P,2025,2025-02-26,2025-03-21,243.86,0.161896,0.174701,1,-0.071701,0.052214,0.02491,-0.10556,0.965,0.03486,0.01413,,0,183779404.0,-0.11878,0.013038,0,-0.064126,19.1,4.249,-0.0413,IS
INTE,2025-03-28,Approved,price-only,P,2025,2025-02-26,2025-03-21,11.1,-0.009009,0.003796,1,0.049789,0.081541,0.128672,-0.001799,0.0015,0.00019,0.00483,,0,3330.0,0.00271,0.000577,0,-0.064126,19.1,4.249,-0.0413,IS
SNY,2025-03-28,Approved,price-only,P,2025,2025-02-26,2025-03-21,49.8527,0.035487,0.048291,1,0.077263,0.209395,0.108055,-0.022416,0.2759,0.01582,0.00835,,5,125074883.0,0.030184,0.013219,0,-0.064126,19.1,4.249,-0.0413,IS
NVS,2025-03-28,Approved,price-only,P,2025,2025-02-26,2025-03-21,101.0692,0.076667,0.089472,1,0.091659,0.10428,0.04157,-0.0889,0.1921,0.01782,0.00821,STANDARD,87,252468228.0,0.04458,0.014462,0,-0.064126,19.1,4.249,-0.0413,IS
EQ,2025-03-27,CRL,source-verified,P,2025,2025-02-25,2025-03-20,0.79,0.012658,0.036336,1,0.202539,0.153781,-0.045394,-0.159574,0.7988,0.13653,0.03307,,0,2024980.0,0.161765,0.090382,0,-0.056559,19.43,4.298,-0.0245,IS
WVE,2025-03-26,Approved,price-only,P,2025,2025-02-24,2025-03-19,10.48,-0.041985,-0.012576,0,-0.091411,-0.22968,0.9063,0.791453,1.982,0.06638,0.03012,,0,8664053.0,-0.127394,0.030324,0,-0.032812,18.98,4.393,0.0032,IS
IPSEY,2025-03-26,Approved,price-only,P,2025,2025-02-24,2025-03-19,27.5832,0.08,0.109408,1,-0.081884,0.029355,0.06077,-0.054077,-0.058,0.01694,0.01506,STANDARD,4,29256.0,-0.087238,0.019395,0,-0.032812,18.98,4.393,0.0032,IS
EXEL,2025-03-26,Approved,price-only,P,2025,2025-02-24,2025-03-19,37.13,-0.001885,0.027523,1,0.118766,0.111858,0.525026,0.410179,0.418,0.03188,0.01757,,1,86931953.0,0.146695,0.018283,0,-0.032812,18.98,4.393,0.0032,IS
GSK,2025-03-25,Approved,price-only,P,2025,2025-02-21,2025-03-18,34.9137,0.102347,0.162652,1,0.102671,0.102287,-0.008998,-0.099383,0.3339,0.02478,0.0091,,0,189621506.0,0.080884,0.023053,0,-0.002795,18.21,4.42,0.0014,IS
CGON,2025-03-24,CRL,price-only,P,2025,2025-02-21,2025-03-17,27.85,-0.006463,0.030723,1,-0.083492,-0.158602,-0.124445,-0.214829,1.1903,0.04197,0.02299,,0,12605078.0,-0.094309,0.018193,0,-0.002795,18.21,4.42,0.0014,IS
AURA,2025-03-24,CRL,price-only,P,2025,2025-02-21,2025-03-17,7.51,0.003995,0.041181,1,-0.058335,-0.175542,0.077893,-0.012492,1.1483,0.04211,0.01728,,0,1128730.0,-0.07284,0.019458,0,-0.002795,18.21,4.42,0.0014,IS
TLX,2025-03-21,Approved,price-only,P,2025,2025-02-19,2025-03-14,17.19,0.006399,0.064759,1,-0.027402,0.180311,,,,0.04882,0.01586,,1,325143.0,0.024434,0.020879,0,-0.045658,15.27,4.535,0.0265,IS
NVS,2025-03-20,Approved,price-only,P,2025,2025-02-18,2025-03-13,99.75,0.061526,0.120214,1,0.050274,0.113239,0.005997,-0.05913,0.2187,0.01918,0.00804,STANDARD,87,227104337.0,0.0931,0.016962,0,-0.086761,15.35,4.544,0.0209,IS
ALNY,2025-03-20,Approved,price-only,P,2025,2025-02-18,2025-03-13,250.0,-0.033,0.025688,1,-0.035769,0.031584,0.016782,-0.048344,0.9658,0.03539,0.01403,,0,188804002.0,0.015146,0.023576,0,-0.086761,15.35,4.544,0.0209,IS
JNJ,2025-03-20,Approved,price-only,P,2025,2025-02-18,2025-03-13,149.9265,0.051616,0.110305,1,0.018115,0.114457,0.062546,-0.00258,0.0895,0.01407,0.00732,,0,1414387433.0,0.062576,0.012609,0,-0.086761,15.35,4.544,0.0209,IS
XERS,2025-03-17,Approved,price-only,P,2025,2025-02-14,2025-03-10,3.59,0.278552,0.33511,1,0.075727,0.230191,0.456376,0.407843,1.0231,0.04059,0.01616,STANDARD,2,5150015.0,0.114907,0.017692,0,-0.090508,14.77,4.472,0.009,IS
GLSI,2025-03-17,Approved,price-only,P,2025,2025-02-14,2025-03-10,12.38,-0.062197,-0.005639,0,-0.039515,0.002815,0.001573,-0.046959,1.0522,0.04574,0.02139,,0,374536.0,-0.015115,0.021819,0,-0.090508,14.77,4.472,0.009,IS
ANIP,2025-03-14,Approved,price-only,P,2025,2025-02-12,2025-03-07,59.68,0.015751,0.045427,1,0.097195,0.107724,0.060784,0.0,0.6094,0.02797,0.01309,,0,10760006.0,0.10662,0.015184,0,-0.13637,15.89,4.637,0.0769,IS
RNAZ,2025-03-13,Approved,price-only,P,2025,2025-02-11,2025-03-06,303.24,-0.843952,-0.821605,0,2.30619,-0.166248,0.325163,0.257402,1.6658,0.35668,0.07842,,0,43652146.0,2.301829,0.208031,0,-0.135492,16.02,4.537,0.0452,IS
PHIO,2025-03-10,CRL,price-only,P,2025,2025-02-07,2025-03-03,1.89,-0.301587,-0.239772,0,0.06175,-0.327053,-0.298271,-0.310219,1.063,0.14471,0.09032,,0,105880580.0,0.118343,0.658199,0,-0.093192,16.54,4.487,0.0462,IS
SPRY,2025-03-05,Approved,price-only,P,2025,2025-02-03,2025-02-26,12.31,-0.168968,-0.134293,0,0.151724,-0.066258,0.246809,0.173499,1.3242,0.0787,0.03251,,0,18190847.0,0.100089,0.036205,0,-0.071093,18.62,4.543,0.0649,IS
RHHBY,2025-03-03,Approved,price-only,P,2025,2025-01-31,2025-02-24,36.8215,0.05758,0.085205,1,0.085399,0.044673,0.033234,-0.031103,0.2461,0.01721,0.0086,,19,72180785.0,0.123354,0.012869,0,-0.05973,16.43,4.569,0.069,IS
INDV,2025-02-24,Approved,price-only,P,2025,2025-01-24,2025-02-14,11.99,-0.18015,-0.168794,0,0.015341,0.435671,0.168291,0.102022,0.6459,0.03473,0.0145,PRIORITY,7,13142627.0,-0.026786,0.023925,0,-0.059092,14.85,4.626,0.1004,IS
MIRM,2025-02-24,Approved,price-only,P,2025,2025-01-24,2025-02-14,47.53,0.052809,0.064165,1,0.132065,0.256925,0.282804,0.216534,0.7112,0.03965,0.01565,PRIORITY,3,18431718.0,0.130859,0.028051,0,-0.059092,14.85,4.626,0.1004,IS
