ticker,pdufa_date,outcome,confidence,cohort,year,entry_date,exit_date,entry_px,ret,excess,beat_xbi,mae,adv_usd,premom_60_30,prevol_60_30,xbi_above_200d,xbi_ret_63d,vix,tnx,tnx_chg_63d,split
ANIK,2025-07-30,Approved,price-only,P,2025,2025-06-30,2025-07-23,10.58,0.086957,0.023168,1,-0.009452,736296.0,-0.051121,0.021742,0,-0.017334,16.73,4.23,-0.0059,IS
ASND,2025-07-28,Approved,price-only,P,2025,2025-06-27,2025-07-21,172.22,-0.024387,-0.058841,0,-0.02732,77109921.0,0.052883,0.025259,0,-0.029381,16.32,4.283,-0.0197,IS
PTCT,2025-07-28,Approved,price-only,P,2025,2025-06-27,2025-07-21,49.84,-0.039727,-0.074181,0,-0.053571,56998216.0,0.019431,0.01308,0,-0.029381,16.32,4.283,-0.0197,IS
PHIO,2025-07-28,CRL,price-only,P,2025,2025-06-27,2025-07-21,2.17,0.101382,0.066929,1,-0.009217,1749397.0,0.063726,0.074362,0,-0.029381,16.32,4.283,-0.0197,IS
REPL,2025-07-22,CRL,source-verified,P,2025,2025-06-20,2025-07-15,9.27,0.337648,0.294709,1,-0.037756,12622972.0,0.11018,0.037683,0,-0.048565,20.62,4.375,0.0335,IS
RHHBY,2025-07-18,CRL,price-only,P,2025,2025-06-18,2025-07-11,38.4046,0.021959,-0.030877,0,0.010295,45282604.0,0.008913,0.012644,0,-0.054828,20.14,4.397,0.0331,IS
GSK,2025-07-17,Approved,price-only,P,2025,2025-06-17,2025-07-10,38.2858,-0.003525,-0.080108,0,-0.012949,181063301.0,0.05526,0.016283,0,-0.047178,21.6,4.393,0.0262,IS
CUE,2025-07-16,CRL,price-only,P,2025,2025-06-16,2025-07-09,17.7,0.327119,0.273053,1,-0.083051,109404.0,-0.186207,0.053142,0,-0.055671,19.11,4.452,0.0339,IS
CAPR,2025-07-11,CRL,source-verified,P,2025,2025-06-11,2025-07-03,13.14,-0.219939,-0.230337,0,-0.538052,26947810.0,0.848101,0.070292,0,-0.031843,17.26,4.412,0.0218,IS
ABEO,2025-07-11,CRL,price-only,P,2025,2025-06-11,2025-07-03,6.22,-0.053055,-0.063452,0,-0.117363,7561169.0,0.110714,0.031195,0,-0.031843,17.26,4.412,0.0218,IS
RARE,2025-07-11,CRL,price-only,P,2025,2025-06-11,2025-07-03,37.51,0.063983,0.053586,1,-0.053319,36131473.0,0.039346,0.023176,0,-0.031843,17.26,4.412,0.0218,IS
JSPR,2025-07-07,CRL,source-verified,P,2025,2025-06-06,2025-06-30,6.01,-0.076539,-0.060838,0,-0.207987,1161473.0,0.356659,0.040011,0,-0.034767,16.77,4.51,0.0447,IS
CMND,2025-07-03,Approved,price-only,P,2025,2025-06-03,2025-06-26,377.6,-0.065678,-0.082038,0,-0.152542,61616.0,-0.06442,0.02153,0,-0.043948,17.69,4.46,0.0594,IS
REGN,2025-07-02,Approved,price-only,P,2025,2025-06-02,2025-06-25,488.135,0.060064,0.034989,1,-0.023856,861022702.0,-0.188364,0.052122,0,-0.05088,18.36,4.462,0.0675,IS
EXEL,2025-07-02,Approved,price-only,P,2025,2025-06-02,2025-06-25,42.88,0.015159,-0.009916,0,-0.070662,169507726.0,0.082828,0.051235,0,-0.05088,18.36,4.462,0.0675,IS
UNCY,2025-06-30,CRL,source-verified,P,2025,2025-05-30,2025-06-23,5.86,0.213311,0.174329,1,-0.197952,518719.0,-0.098462,0.050578,0,-0.107265,18.57,4.416,0.0437,IS
ABBV,2025-06-30,Approved,price-only,P,2025,2025-05-30,2025-06-23,180.2382,-0.012627,-0.051609,0,0.011439,1353422910.0,-0.037395,0.021181,0,-0.107265,18.57,4.416,0.0437,IS
TAK,2025-06-30,Approved,price-only,P,2025,2025-05-30,2025-06-23,15.03,-0.020625,-0.059607,0,-0.031271,32207444.0,0.0,0.017242,0,-0.107265,18.57,4.416,0.0437,IS
INTS,2025-06-30,CRL,price-only,P,2025,2025-05-30,2025-06-23,11.875,-0.372632,-0.411614,0,-0.418947,410919.0,-0.150268,0.09307,0,-0.107265,18.57,4.416,0.0437,IS
BMY,2025-06-27,Approved,price-only,P,2025,2025-05-28,2025-06-20,44.2354,-0.002342,-0.048172,0,0.042153,749739076.0,-0.030747,0.023747,0,-0.107371,19.31,4.477,0.0537,IS
GSK,2025-06-24,Approved,price-only,P,2025,2025-05-23,2025-06-17,37.2641,0.027419,-0.011296,0,0.036119,207383249.0,0.044792,0.018194,0,-0.1228,22.29,4.509,0.0264,IS
AVBP,2025-06-23,Approved,price-only,P,2025,2025-05-23,2025-06-16,20.4,0.246078,0.191296,1,-0.038235,3861713.0,-0.036372,0.026125,0,-0.1228,22.29,4.509,0.0264,IS
AZN,2025-06-23,Approved,price-only,P,2025,2025-05-23,2025-06-16,138.4046,0.044596,-0.010187,0,0.010227,365427166.0,0.012365,0.017304,0,-0.1228,22.29,4.509,0.0264,IS
DSNKY,2025-06-23,Approved,price-only,P,2025,2025-05-23,2025-06-16,26.34,-0.080866,-0.135648,0,-0.083523,6551216.0,0.120851,0.027318,0,-0.1228,22.29,4.509,0.0264,IS
GHRS,2025-06-20,CRL,price-only,P,2025,2025-05-21,2025-06-13,11.79,0.082273,0.028447,1,-0.095844,1575302.0,0.285714,0.049824,0,-0.144364,20.87,4.596,0.0213,IS
GILD,2025-06-18,Approved,price-only,P,2025,2025-05-19,2025-06-11,102.7352,0.029578,-0.028751,0,0.00102,963610668.0,0.015496,0.026845,0,-0.127071,18.14,4.475,-0.0152,IS
NVS,2025-06-18,Approved,price-only,P,2025,2025-05-19,2025-06-11,107.4399,0.06648,0.008151,1,0.01722,216779287.0,-0.001353,0.014771,0,-0.127071,18.14,4.475,-0.0152,IS
XNCR,2025-06-18,Approved,price-only,P,2025,2025-05-19,2025-06-11,8.06,0.181141,0.122812,1,-0.099256,9316663.0,-0.169072,0.063266,0,-0.127071,18.14,4.475,-0.0152,IS
INCY,2025-06-18,Approved,price-only,P,2025,2025-05-19,2025-06-11,63.81,0.078984,0.020655,1,-0.015201,112576073.0,0.096203,0.017128,0,-0.127071,18.14,4.475,-0.0152,IS
CSLLY,2025-06-17,Approved,price-only,P,2025,2025-05-16,2025-06-10,38.3192,0.026801,-0.05242,0,-0.017203,7235033.0,0.011337,0.016019,0,-0.135494,17.24,4.441,-0.0069,IS
LYEL,2025-06-17,CRL,price-only,P,2025,2025-05-16,2025-06-10,8.3,0.301205,0.221984,1,-0.078313,289154.0,-0.043779,0.041809,0,-0.135494,17.24,4.441,-0.0069,IS
LTRN,2025-06-16,CRL,price-only,P,2025,2025-05-16,2025-06-09,3.32,0.01506,-0.051379,0,-0.141566,185283.0,-0.02924,0.06681,0,-0.135494,17.24,4.441,-0.0069,IS
JSPR,2025-06-16,CRL,price-only,P,2025,2025-05-16,2025-06-09,4.93,0.204868,0.138429,1,-0.073022,801039.0,0.241814,0.050737,0,-0.135494,17.24,4.441,-0.0069,IS
INCY,2025-06-15,CRL,price-only,P,2025,2025-05-16,2025-06-06,63.31,0.086242,0.01993,1,-0.009161,114831421.0,0.096657,0.017132,0,-0.135494,17.24,4.441,-0.0069,IS
GMAB,2025-06-15,CRL,price-only,P,2025,2025-05-16,2025-06-06,19.88,0.1167,0.050388,1,-0.014587,29671545.0,0.01688,0.023372,0,-0.135494,17.24,4.441,-0.0069,IS
JNJ,2025-06-13,CRL,price-only,P,2025,2025-05-14,2025-06-06,141.5784,0.068318,-0.034995,0,0.032078,1222659100.0,-0.051827,0.012289,0,-0.151113,18.62,4.528,-0.0235,IS
MRK,2025-06-13,Approved,price-only,P,2025,2025-05-14,2025-06-06,70.3885,0.074861,-0.028452,0,0.041506,1324233182.0,-0.071997,0.025686,0,-0.151113,18.62,4.528,-0.0235,IS
AMRX,2025-06-12,Approved,price-only,P,2025,2025-05-13,2025-06-05,7.5,-0.044,-0.108603,0,-0.064,15615881.0,0.074499,0.023974,0,-0.129091,18.22,4.499,-0.0084,IS
MRNA,2025-06-12,Approved,price-only,P,2025,2025-05-13,2025-06-05,25.49,0.024716,-0.039888,0,-0.091605,224071287.0,-0.027099,0.037251,0,-0.129091,18.22,4.499,-0.0084,IS
URGN,2025-06-12,Approved,price-only,P,2025,2025-05-13,2025-06-05,10.14,-0.493097,-0.5577,0,-0.662722,7487824.0,0.001976,0.05954,0,-0.129091,18.22,4.499,-0.0084,IS
BMY,2025-06-12,CRL,price-only,P,2025,2025-05-13,2025-06-05,43.8775,0.02683,-0.037774,0,0.002792,833330435.0,-0.081246,0.020322,0,-0.129091,18.22,4.499,-0.0084,IS
NRIX,2025-06-12,CRL,price-only,P,2025,2025-05-13,2025-06-05,9.73,0.284687,0.220083,1,-0.049332,9884770.0,0.064551,0.044911,0,-0.129091,18.22,4.499,-0.0084,IS
ADCT,2025-06-12,CRL,price-only,P,2025,2025-05-13,2025-06-05,1.32,1.606061,1.541457,1,-0.05,319615.0,0.081967,0.038969,0,-0.129091,18.22,4.499,-0.0084,IS
NUVB,2025-06-11,Approved,price-only,P,2025,2025-05-12,2025-06-04,2.15,0.139535,0.101398,1,-0.069767,6696634.0,0.080402,0.042297,0,-0.120494,18.39,4.457,-0.008,IS
ABBV,2025-06-11,Approved,price-only,P,2025,2025-05-12,2025-06-04,184.0733,-0.014363,-0.052501,0,-0.040762,1485322648.0,0.095839,0.020928,0,-0.120494,18.39,4.457,-0.008,IS
ENTA,2025-06-11,Approved,price-only,P,2025,2025-05-12,2025-06-04,5.55,0.281081,0.242944,1,-0.093694,958932.0,0.183369,0.039933,0,-0.120494,18.39,4.457,-0.008,IS
MRK,2025-06-09,Approved,price-only,P,2025,2025-05-09,2025-06-02,72.7836,0.003686,-0.059804,0,0.007232,1249624546.0,-0.020374,0.01887,0,-0.162709,21.9,4.375,-0.025,IS
AXSM,2025-06-09,CRL,price-only,P,2025,2025-05-09,2025-06-02,107.76,-0.000928,-0.064418,0,-0.058974,71588306.0,0.126607,0.020087,0,-0.162709,21.9,4.375,-0.025,IS
TRAW,2025-06-03,CRL,source-verified,P,2025,2025-05-02,2025-05-27,1.42,-0.014084,0.036215,1,-0.316901,100552.0,-0.27551,0.061343,0,-0.098902,22.68,4.322,-0.0541,IS
IMMX,2025-06-03,CRL,price-only,P,2025,2025-05-02,2025-05-27,2.095,-0.059666,-0.009366,0,-0.093079,114147.0,0.396667,0.054014,0,-0.098902,22.68,4.322,-0.0541,IS
REGN,2025-06-02,Approved,price-only,P,2025,2025-05-02,2025-05-23,601.4208,-0.027081,0.026332,1,-0.134549,734982127.0,-0.008237,0.03311,0,-0.098902,22.68,4.322,-0.0541,IS
SNY,2025-06-02,Approved,price-only,P,2025,2025-05-02,2025-05-23,50.2972,-0.020863,0.032551,1,-0.033346,183256346.0,0.015013,0.022467,0,-0.098902,22.68,4.322,-0.0541,IS
GMAB,2025-06-02,CRL,price-only,P,2025,2025-05-02,2025-05-23,21.48,-0.031192,0.022221,1,-0.12081,29334055.0,0.116424,0.023274,0,-0.098902,22.68,4.322,-0.0541,IS
MRNA,2025-05-31,Approved,price-only,P,2025,2025-05-01,2025-05-23,27.03,-0.028487,0.013453,1,-0.143359,234789736.0,-0.004786,0.041334,0,-0.117974,24.6,4.231,-0.0623,IS
ETON,2025-05-29,Approved,price-only,P,2025,2025-04-29,2025-05-22,16.49,0.228017,0.260137,1,-0.05943,3468210.0,0.266513,0.042738,0,-0.12122,24.17,4.173,-0.0831,IS
ALC,2025-05-28,Approved,price-only,P,2025,2025-04-28,2025-05-21,94.5244,-0.078402,-0.053331,0,-0.083517,166688508.0,-0.004699,0.028582,0,-0.121319,25.15,4.216,-0.0689,IS
SVRA,2025-05-27,CRL,source-verified,P,2025,2025-04-25,2025-05-20,3.18,-0.014151,-0.028481,0,-0.128931,2329282.0,0.092783,0.040994,0,-0.132007,24.84,4.266,-0.0778,IS
BMY,2025-05-23,CRL,price-only,P,2025,2025-04-23,2025-05-16,45.7045,-0.036678,-0.035667,0,-0.037295,774663284.0,-0.196461,0.021156,0,-0.132721,28.45,4.387,-0.0461,IS
REGN,2025-05-23,CRL,price-only,P,2025,2025-04-23,2025-05-16,583.7837,0.011006,0.012018,1,-0.108403,639092816.0,-0.110666,0.027323,0,-0.132721,28.45,4.387,-0.0461,IS
BCTX,2025-05-23,Approved,price-only,P,2025,2025-04-23,2025-05-16,54.3,-0.458564,-0.457552,0,-0.482505,5118965.0,0.217489,0.093144,0,-0.132721,28.45,4.387,-0.0461,IS
LQDA,2025-05-23,Approved,price-only,P,2025,2025-04-23,2025-05-16,13.55,0.393358,0.394369,1,-0.050923,15157895.0,-0.134738,0.036999,0,-0.132721,28.45,4.387,-0.0461,IS
RHHBY,2025-05-22,Approved,price-only,P,2025,2025-04-22,2025-05-15,37.7843,-0.014879,-0.014107,0,-0.071836,100440546.0,-0.078347,0.023159,0,-0.142145,30.57,4.389,-0.0404,IS
ARQT,2025-05-22,Approved,price-only,P,2025,2025-04-22,2025-05-15,13.83,-0.014461,-0.013689,0,-0.101952,37904496.0,-0.186949,0.049758,0,-0.142145,30.57,4.389,-0.0404,IS
GSK,2025-05-22,Approved,price-only,P,2025,2025-04-22,2025-05-15,34.9042,0.025662,0.026435,1,0.033687,226638979.0,-0.066514,0.023322,0,-0.142145,30.57,4.389,-0.0404,IS
NVAX,2025-05-19,Approved,price-only,P,2025,2025-04-17,2025-05-12,6.0,0.056667,0.010308,1,-0.033333,37511094.0,-0.222798,0.068078,0,-0.13603,29.65,4.333,-0.0593,IS
AMRX,2025-05-15,Approved,price-only,P,2025,2025-04-15,2025-05-08,7.17,0.040446,0.020849,1,-0.022315,15585141.0,-0.180571,0.030192,0,-0.116728,30.12,4.323,-0.0971,IS
INCY,2025-05-15,Approved,price-only,P,2025,2025-04-15,2025-05-08,58.46,0.021724,0.002127,1,-0.039856,144105762.0,-0.138521,0.030997,0,-0.116728,30.12,4.323,-0.0971,IS
MRK,2025-05-14,Approved,price-only,P,2025,2025-04-14,2025-05-07,75.8494,-0.000631,-0.011214,0,0.001063,1623477204.0,-0.15561,0.023579,0,-0.141205,30.89,4.364,-0.0914,IS
ABBV,2025-05-14,Approved,price-only,P,2025,2025-04-14,2025-05-07,171.8611,0.059901,0.049318,1,-0.019324,1870516236.0,-0.154271,0.024417,0,-0.141205,30.89,4.364,-0.0914,IS
CING,2025-05-14,Approved,price-only,P,2025,2025-04-14,2025-05-07,4.02,-0.0199,-0.030483,0,-0.042289,340791.0,0.119777,0.035784,0,-0.141205,30.89,4.364,-0.0914,IS
OGEN,2025-05-13,Approved,price-only,P,2025,2025-04-11,2025-05-06,5.7,-0.052632,-0.090839,0,-0.105263,95861.0,-0.321429,0.049206,0,-0.168892,37.56,4.493,-0.0593,IS
VSTM,2025-05-08,Approved,price-only,P,2025,2025-04-08,2025-05-01,4.64,0.601293,0.419345,1,-0.064655,5145572.0,-0.337143,0.04344,0,-0.242989,52.33,4.262,-0.0771,IS
PHIO,2025-05-07,CRL,price-only,P,2025,2025-04-07,2025-04-30,1.03,0.864078,0.727621,1,-0.062136,111951.0,-0.207692,0.030196,0,-0.210105,46.98,4.155,-0.096,IS
TEVA,2025-05-05,Approved,price-only,P,2025,2025-04-04,2025-04-28,13.8,0.088406,-0.016264,0,-0.096377,175361343.0,-0.100977,0.031353,0,-0.19519,45.31,3.985,-0.129,IS
ALVO,2025-05-05,Approved,price-only,P,2025,2025-04-04,2025-04-28,8.5,-0.045882,-0.150553,0,-0.135294,1344176.0,-0.236298,0.036732,0,-0.19519,45.31,3.985,-0.129,IS
JNJ,2025-04-30,Approved,price-only,P,2025,2025-03-31,2025-04-23,160.422,-0.063073,-0.038412,0,-0.117952,1460125542.0,0.004969,0.008364,0,-0.124613,22.28,4.246,-0.0727,IS
XRTX,2025-04-30,Approved,price-only,P,2025,2025-03-31,2025-04-23,4.8,0.15625,0.180911,1,-0.164583,16898.0,-0.020408,0.044695,0,-0.124613,22.28,4.246,-0.0727,IS
ABEO,2025-04-29,Approved,price-only,P,2025,2025-03-28,2025-04-22,4.97,0.062374,0.142469,1,-0.209255,2325752.0,-0.051527,0.02811,0,-0.082356,21.65,4.255,-0.0732,IS
ABBV,2025-04-29,Approved,price-only,P,2025,2025-03-28,2025-04-22,196.9925,-0.145667,-0.065572,0,-0.165501,1440343793.0,-0.017892,0.013006,0,-0.082356,21.65,4.255,-0.0732,IS
TLX,2025-04-28,CRL,price-only,P,2025,2025-03-28,2025-04-21,17.24,-0.059745,0.045587,1,-0.210557,584617.0,-0.087831,0.025444,0,-0.082356,21.65,4.255,-0.0732,IS
CLDI,2025-04-28,CRL,price-only,P,2025,2025-03-28,2025-04-21,7.8,-0.323077,-0.217745,0,-0.461538,355637.0,-0.219688,0.059451,0,-0.082356,21.65,4.255,-0.0732,IS
URGN,2025-04-27,CRL,price-only,P,2025,2025-03-28,2025-04-17,11.2,-0.136607,-0.036252,0,-0.201786,4543248.0,0.196581,0.029426,0,-0.082356,21.65,4.255,-0.0732,IS
TARA,2025-04-26,CRL,price-only,P,2025,2025-03-27,2025-04-17,4.54,-0.140969,-0.028728,0,-0.220264,949725.0,0.289773,0.051589,0,-0.06916,18.69,4.369,-0.05,IS
ALXO,2025-04-25,CRL,price-only,P,2025,2025-03-26,2025-04-17,0.68,-0.191176,-0.083631,0,-0.323529,1547171.0,-0.364486,0.08851,0,-0.067839,18.33,4.338,-0.0411,IS
JNJ,2025-04-24,CRL,price-only,P,2025,2025-03-25,2025-04-17,155.7595,-0.022047,0.105996,1,-0.091548,1533592536.0,-0.007887,0.009251,0,-0.03031,17.15,4.307,-0.0575,IS
EQ,2025-04-24,Approved,price-only,P,2025,2025-03-25,2025-04-17,0.8,-0.4125,-0.284457,0,-0.55,41253.0,-0.090909,0.041459,0,-0.03031,17.15,4.307,-0.0575,IS
REGN,2025-04-20,CRL,price-only,P,2025,2025-03-21,2025-04-11,653.9251,-0.158395,-0.011635,0,-0.195642,672618887.0,-0.038406,0.021326,0,-0.078942,19.28,4.252,-0.0303,IS
REGN,2025-04-18,Approved,price-only,P,2025,2025-03-19,2025-04-11,667.7092,-0.175769,-0.025692,0,-0.212247,636423418.0,-0.000558,0.021286,0,-0.063567,19.9,4.256,-0.0325,IS
SNY,2025-04-18,Approved,price-only,P,2025,2025-03-19,2025-04-11,53.1641,-0.12116,0.028917,1,-0.102778,164967844.0,0.075229,0.014041,0,-0.063567,19.9,4.256,-0.0325,IS
MIRM,2025-04-14,Approved,price-only,P,2025,2025-03-14,2025-04-07,44.28,-0.074074,0.088164,1,-0.111337,28493748.0,-0.126627,0.025382,0,-0.105596,21.77,4.308,0.0206,IS
IRWD,2025-04-14,Approved,price-only,P,2025,2025-03-14,2025-04-07,1.49,-0.147651,0.014587,1,-0.201342,4118264.0,-0.258706,0.030293,0,-0.105596,21.77,4.308,0.0206,IS
BMY,2025-04-11,Approved,price-only,P,2025,2025-03-12,2025-04-04,55.7238,-0.065384,0.089358,1,-0.018014,734481508.0,0.077076,0.018048,0,-0.120911,24.23,4.318,0.0402,IS
HALO,2025-04-10,Approved,price-only,P,2025,2025-03-11,2025-04-03,61.45,0.007648,0.100784,1,-0.017413,80916466.0,0.076182,0.010659,0,-0.114632,26.92,4.288,0.0258,IS
ARGX,2025-04-10,Approved,price-only,P,2025,2025-03-11,2025-04-03,580.43,0.016591,0.109727,1,-0.030098,182034375.0,-0.102391,0.017198,0,-0.114632,26.92,4.288,0.0258,IS
BMY,2025-04-08,Approved,price-only,P,2025,2025-03-07,2025-04-01,56.9164,-0.025209,0.079436,1,0.02308,704496292.0,0.074582,0.016019,0,-0.106327,23.37,4.317,0.0223,IS
ALDX,2025-04-03,CRL,source-verified,P,2025,2025-03-04,2025-03-27,6.17,0.014587,0.021496,1,-0.08752,3269836.0,0.177481,0.064917,0,-0.138672,23.51,4.21,-0.0075,IS
AMGN,2025-04-03,Approved,price-only,P,2025,2025-03-04,2025-03-27,300.4251,-0.020564,-0.013655,0,0.010269,983933946.0,0.102628,0.019249,0,-0.138672,23.51,4.21,-0.0075,IS
NVS,2025-04-03,Approved,price-only,P,2025,2025-03-04,2025-03-27,104.2504,0.037017,0.043926,1,0.032514,241923807.0,0.06398,0.013748,0,-0.138672,23.51,4.21,-0.0075,IS
ABBV,2025-04-02,Approved,price-only,P,2025,2025-03-03,2025-03-26,202.9323,-0.048137,-0.042119,0,-0.031746,1180699163.0,0.149973,0.00998,0,-0.134013,22.78,4.18,-0.0284,IS
CMPX,2025-04-01,CRL,price-only,P,2025,2025-02-28,2025-03-25,2.9,-0.253448,-0.23513,0,-0.265517,3471496.0,-0.099379,0.056251,0,-0.091335,19.63,4.231,-0.008,IS
AZN,2025-03-31,Approved,price-only,P,2025,2025-02-28,2025-03-24,149.8056,-0.027818,-0.029115,0,-0.014856,471715789.0,0.085044,0.012012,0,-0.091335,19.63,4.231,-0.008,IS
MIST,2025-03-28,CRL,source-verified,P,2025,2025-02-26,2025-03-21,1.75,0.085714,0.098519,1,-0.142857,2000707.0,-0.133663,0.031445,0,-0.064126,19.1,4.249,-0.0413,IS
ALNY,2025-03-28,Approved,price-only,P,2025,2025-02-26,2025-03-21,243.86,0.161896,0.174701,1,-0.053596,183779404.0,-0.11878,0.013038,0,-0.064126,19.1,4.249,-0.0413,IS
INTE,2025-03-28,Approved,price-only,P,2025,2025-02-26,2025-03-21,11.1,-0.009009,0.003796,1,-0.044144,3330.0,0.00271,0.000577,0,-0.064126,19.1,4.249,-0.0413,IS
SNY,2025-03-28,Approved,price-only,P,2025,2025-02-26,2025-03-21,49.8527,0.035487,0.048291,1,0.084395,125074883.0,0.030184,0.013219,0,-0.064126,19.1,4.249,-0.0413,IS
NVS,2025-03-28,Approved,price-only,P,2025,2025-02-26,2025-03-21,101.0692,0.076667,0.089472,1,0.063726,252468228.0,0.04458,0.014462,0,-0.064126,19.1,4.249,-0.0413,IS
EQ,2025-03-27,CRL,source-verified,P,2025,2025-02-25,2025-03-20,0.79,0.012658,0.036336,1,-0.164557,2024980.0,0.161765,0.090382,0,-0.056559,19.43,4.298,-0.0245,IS
WVE,2025-03-26,Approved,price-only,P,2025,2025-02-24,2025-03-19,10.48,-0.041985,-0.012576,0,-0.182252,8664053.0,-0.127394,0.030324,0,-0.032812,18.98,4.393,0.0032,IS
IPSEY,2025-03-26,Approved,price-only,P,2025,2025-02-24,2025-03-19,27.5832,0.08,0.109408,1,0.017284,29256.0,-0.087238,0.019395,0,-0.032812,18.98,4.393,0.0032,IS
EXEL,2025-03-26,Approved,price-only,P,2025,2025-02-24,2025-03-19,37.13,-0.001885,0.027523,1,-0.028818,86931953.0,0.146695,0.018283,0,-0.032812,18.98,4.393,0.0032,IS
GSK,2025-03-25,Approved,price-only,P,2025,2025-02-21,2025-03-18,34.9137,0.102347,0.162652,1,0.032545,189621506.0,0.080884,0.023053,0,-0.002795,18.21,4.42,0.0014,IS
CGON,2025-03-24,CRL,price-only,P,2025,2025-02-21,2025-03-17,27.85,-0.006463,0.030723,1,-0.141652,12605078.0,-0.094309,0.018193,0,-0.002795,18.21,4.42,0.0014,IS
AURA,2025-03-24,CRL,price-only,P,2025,2025-02-21,2025-03-17,7.51,0.003995,0.041181,1,-0.061252,1128730.0,-0.07284,0.019458,0,-0.002795,18.21,4.42,0.0014,IS
TLX,2025-03-21,Approved,price-only,P,2025,2025-02-19,2025-03-14,17.19,0.006399,0.064759,1,-0.036649,325143.0,0.024434,0.020879,0,-0.045658,15.27,4.535,0.0265,IS
NVS,2025-03-20,Approved,price-only,P,2025,2025-02-18,2025-03-13,99.75,0.061526,0.120214,1,0.06366,227104337.0,0.0931,0.016962,0,-0.086761,15.35,4.544,0.0209,IS
ALNY,2025-03-20,Approved,price-only,P,2025,2025-02-18,2025-03-13,250.0,-0.033,0.025688,1,-0.07684,188804002.0,0.015146,0.023576,0,-0.086761,15.35,4.544,0.0209,IS
JNJ,2025-03-20,Approved,price-only,P,2025,2025-02-18,2025-03-13,149.9265,0.051616,0.110305,1,0.022101,1414387433.0,0.062576,0.012609,0,-0.086761,15.35,4.544,0.0209,IS
XERS,2025-03-17,Approved,price-only,P,2025,2025-02-14,2025-03-10,3.59,0.278552,0.33511,1,-0.022284,5150015.0,0.114907,0.017692,0,-0.090508,14.77,4.472,0.009,IS
GLSI,2025-03-17,Approved,price-only,P,2025,2025-02-14,2025-03-10,12.38,-0.062197,-0.005639,0,-0.089661,374536.0,-0.015115,0.021819,0,-0.090508,14.77,4.472,0.009,IS
ANIP,2025-03-14,Approved,price-only,P,2025,2025-02-12,2025-03-07,59.68,0.015751,0.045427,1,-0.093499,10760006.0,0.10662,0.015184,0,-0.13637,15.89,4.637,0.0769,IS
RNAZ,2025-03-13,Approved,price-only,P,2025,2025-02-11,2025-03-06,303.24,-0.843952,-0.821605,0,-0.847645,43652146.0,2.301829,0.208031,0,-0.135492,16.02,4.537,0.0452,IS
PHIO,2025-03-10,CRL,price-only,P,2025,2025-02-07,2025-03-03,1.89,-0.301587,-0.239772,0,-0.306878,105880580.0,0.118343,0.658199,0,-0.093192,16.54,4.487,0.0462,IS
SPRY,2025-03-05,Approved,price-only,P,2025,2025-02-03,2025-02-26,12.31,-0.168968,-0.134293,0,-0.181154,18190847.0,0.100089,0.036205,0,-0.071093,18.62,4.543,0.0649,IS
RHHBY,2025-03-03,Approved,price-only,P,2025,2025-01-31,2025-02-24,36.8215,0.05758,0.085205,1,0.053189,72180785.0,0.123354,0.012869,0,-0.05973,16.43,4.569,0.069,IS
INDV,2025-02-24,Approved,price-only,P,2025,2025-01-24,2025-02-14,11.99,-0.18015,-0.168794,0,-0.21643,13142627.0,-0.026786,0.023925,0,-0.059092,14.85,4.626,0.1004,IS
MIRM,2025-02-24,Approved,price-only,P,2025,2025-01-24,2025-02-14,47.53,0.052809,0.064165,1,-0.002945,18431718.0,0.130859,0.028051,0,-0.059092,14.85,4.626,0.1004,IS
SLS,2025-02-20,CRL,price-only,P,2025,2025-01-21,2025-02-13,1.15,0.104348,0.101475,1,-0.26087,1441106.0,0.292135,0.04414,0,-0.08849,15.06,4.574,0.1167,IS
IBRX,2025-02-19,Approved,price-only,P,2025,2025-01-17,2025-02-12,2.94,0.102041,0.079306,1,-0.040816,16960284.0,0.122137,0.076995,0,-0.122465,15.97,4.609,0.1477,IS
HRMY,2025-02-19,CRL,price-only,P,2025,2025-01-17,2025-02-12,39.05,-0.030986,-0.053721,0,-0.070294,21059128.0,0.139148,0.024392,0,-0.122465,15.97,4.609,0.1477,IS
GSK,2025-02-17,Approved,price-only,P,2025,2025-01-17,2025-02-10,31.5093,0.090936,0.063995,1,0.055242,121110907.0,0.0,0.012283,0,-0.122465,15.97,4.609,0.1477,IS
ALLO,2025-02-14,CRL,source-verified,P,2025,2025-01-15,2025-02-07,1.87,-0.192513,-0.222892,0,-0.197861,6390585.0,-0.092233,0.049149,0,-0.106158,16.12,4.653,0.1354,IS
CLLS,2025-02-14,CRL,price-only,P,2025,2025-01-15,2025-02-07,1.64,-0.067073,-0.097451,0,-0.115854,405155.0,-0.052023,0.100633,0,-0.106158,16.12,4.653,0.1354,IS
ALPMY,2025-02-13,Approved,price-only,P,2025,2025-01-14,2025-02-06,9.2931,-0.01782,-0.095249,0,-0.026159,3455496.0,-0.053571,0.008603,0,-0.121779,18.71,4.788,0.1755,IS
PFE,2025-02-12,Approved,price-only,P,2025,2025-01-13,2025-02-05,24.1808,0.002877,-0.059616,0,0.05869,1076918855.0,0.047694,0.014599,0,-0.073655,19.19,4.803,0.1726,IS
RHHBY,2025-02-12,Approved,price-only,P,2025,2025-01-13,2025-02-05,33.9508,0.119923,0.05743,1,0.055939,50626430.0,0.022605,0.011398,0,-0.073655,19.19,4.803,0.1726,IS
