This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on INV.

The portfolios are constructed at the end of June.  INV, investment, is the change
in total assets from the fiscal year ending in year t-2 to the fiscal year ending in t-1
divided by t-2 total assets.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
201905,   -5.13,   -6.43,   -7.64,   -5.62,   -6.22,   -6.23,   -6.87,   -7.67,   -6.03,   -5.32,   -4.52,   -7.49,   -7.10,   -5.61,   -5.77,   -7.58,   -7.13,   -8.51
201906,    7.01,    6.86,    7.57,    6.85,    7.31,    6.50,    7.52,    7.42,    7.03,    6.72,    7.21,    7.38,    6.67,    6.38,    7.05,    7.84,    6.95,    8.14
201907,    1.66,    0.99,    1.83,    0.61,    1.35,    1.69,    1.32,    1.90,    0.55,    0.66,    2.81,   -0.61,    1.07,    2.14,    1.04,    1.63,    2.84,    0.21
201908,   -2.53,   -2.10,   -2.64,   -3.32,   -2.13,   -2.49,   -1.80,   -2.48,   -3.90,   -2.80,   -1.68,   -2.74,   -2.63,   -2.38,   -0.70,   -3.04,   -1.41,   -4.48
201909,    3.11,    2.48,   -0.58,    1.87,    3.32,    3.06,    0.92,   -0.72,    2.28,    1.50,    4.40,    1.80,    1.94,    3.86,    1.90,   -0.21,   -0.10,   -1.92
201910,    2.12,    2.12,    2.59,    2.03,    1.72,    2.68,    2.83,    2.08,    2.04,    2.02,    2.20,    1.02,    2.03,    3.14,    1.93,    3.87,    1.96,    2.32
201911,    3.79,    3.45,    4.83,    3.49,    3.68,    3.72,    4.18,    4.64,    3.96,    3.06,    4.10,    3.08,    3.55,    3.83,    3.22,    5.28,    3.49,    6.89
201912,    4.13,    2.69,    2.09,    3.12,    4.09,    2.72,    2.78,    1.79,    3.23,    3.02,    5.15,    2.55,    1.93,    3.25,    2.77,    2.80,    2.07,    1.26
202001,   -0.85,   -0.56,    1.50,   -2.31,   -0.78,   -1.20,    0.64,    2.89,   -2.26,   -2.36,    0.59,   -2.85,   -0.86,   -1.44,    2.79,   -1.78,    4.27,    0.30
202002,   -9.01,   -8.70,   -6.54,   -8.30,   -9.60,   -9.51,   -6.40,   -6.62,   -7.54,   -9.00,   -9.68,   -9.47,   -8.54,  -10.18,   -6.46,   -6.34,   -7.39,   -5.11
202003,  -11.44,  -14.45,  -13.09,  -11.30,  -13.83,  -15.64,  -11.89,  -12.59,  -10.42,  -12.12,  -11.57,  -17.35,  -15.86,  -15.48,   -9.81,  -14.33,  -11.91,  -13.91
202004,   12.94,   12.23,   15.75,   12.65,   13.29,   12.18,   13.03,   16.05,   13.86,   11.50,   13.23,   13.41,   12.66,   11.84,   11.45,   14.98,   16.24,   15.67
202005,    4.35,    4.81,    7.00,    4.56,    3.96,    5.22,    6.39,    6.57,    5.58,    3.56,    4.16,    3.62,    6.65,    4.19,    4.95,    8.11,    4.80,   10.07
202006,    2.96,    1.36,    3.02,    0.57,    2.93,    0.30,    3.29,    3.72,    3.14,   -1.97,    5.26,   -1.03,    0.35,    0.26,    5.03,    1.28,    4.60,    2.05
202007,    7.23,    3.36,    7.69,    7.87,    4.56,    3.34,    5.17,    7.71,    2.04,   10.65,    5.59,    3.95,    3.86,    2.67,    2.88,    7.62,    6.31,    8.85
202008,    8.64,    5.53,    9.14,    9.54,    5.02,    5.04,   10.30,    7.69,    0.83,   13.36,    6.29,    4.27,    5.94,    3.88,    7.49,   13.18,    5.90,    9.10
202009,   -4.95,   -2.55,   -4.05,   -6.24,   -2.40,   -1.39,   -3.83,   -4.23,   -2.24,   -7.81,   -1.47,   -2.96,   -1.41,   -1.38,   -4.08,   -3.58,   -4.04,   -4.38
202010,   -3.01,   -2.14,   -1.51,   -4.17,   -1.43,   -2.11,   -2.67,   -0.84,   -4.09,   -4.21,   -0.05,   -2.29,   -2.16,   -2.05,   -2.06,   -3.27,    0.39,   -1.79
202011,   12.36,   12.08,   12.40,   12.83,   12.95,   13.09,   12.46,   10.98,   16.57,   11.28,   11.19,   14.05,   13.69,   12.30,    8.66,   16.22,   11.18,   10.83
202012,    5.88,    3.76,    4.81,    7.44,    3.90,    3.11,    5.28,    4.07,    6.09,    8.03,    1.96,    5.08,    3.32,    2.84,    3.69,    6.74,    4.63,    3.62
202101,    2.21,   -1.22,   -0.45,    2.08,   -0.03,   -1.75,   -0.29,   -0.42,    6.51,    0.18,    2.54,   -1.55,   -2.54,   -0.69,   -0.01,   -0.54,    0.14,   -0.86
202102,    0.16,    4.70,    2.70,   -0.51,    4.29,    5.40,    2.07,    3.12,    2.38,   -1.84,    1.93,    5.74,    5.08,    5.82,    2.55,    1.64,    5.07,    1.54
202103,    4.81,    5.04,    1.22,    3.72,    6.72,    5.33,    3.84,    0.07,    4.93,    3.14,    7.60,    6.20,    4.58,    6.31,    3.45,    4.18,    1.11,   -0.80
202104,    3.45,    4.38,    6.79,    3.85,    3.27,    3.92,    5.78,    7.21,    2.05,    4.73,    2.47,    3.74,    4.45,    3.24,    5.82,    5.74,    7.89,    6.63
202105,    0.52,    1.70,   -1.07,   -0.14,    2.56,    1.96,    0.22,   -1.58,    3.07,   -1.66,    2.16,    2.79,    1.77,    2.20,    0.23,    0.22,    0.22,   -3.13
202106,    2.84,    0.96,    3.93,    4.35,   -1.68,    0.62,    3.16,    4.78,    2.81,    5.11,   -0.84,   -2.17,    1.30,   -0.26,    4.60,    1.86,    4.07,    5.41
202107,    0.81,    1.94,    1.20,    1.17,    0.23,    2.25,    2.78,    0.00,   -5.79,    2.63,   -0.02,    0.43,    3.14,    1.00,    2.22,    3.06,    0.20,   -0.29
202108,    1.91,    2.08,    4.01,    2.71,    0.39,    2.81,    3.19,    3.90,    2.56,    2.74,    0.07,    0.66,    3.21,    2.23,    1.21,    4.18,    4.64,    2.85
202109,   -3.63,   -4.41,   -4.59,   -3.57,   -3.18,   -5.10,   -4.68,   -4.25,    3.69,   -4.97,   -3.77,   -2.71,   -5.64,   -4.31,   -3.79,   -5.11,   -4.81,   -3.43
202110,    4.37,    6.02,    8.07,    5.04,    4.60,    7.27,    5.87,    8.52,    6.93,    4.65,    2.75,    6.06,    8.55,    5.41,    2.77,    7.39,    6.21,   11.81
202111,    1.32,   -2.51,   -1.63,    3.61,   -2.93,   -2.48,   -2.84,   -0.90,   -4.54,    5.33,   -4.31,   -1.87,   -2.49,   -2.48,   -3.06,   -2.73,    0.10,   -2.26
202112,    6.24,    6.20,    0.16,    5.58,    7.40,    5.20,    5.14,   -2.08,    0.32,    6.58,    8.00,    6.95,    5.21,    5.18,    8.37,    3.64,   -0.37,   -4.46
202201,   -0.91,   -3.64,   -9.76,   -0.18,   -1.62,   -4.08,   -5.95,  -11.91,    3.47,   -0.84,   -2.81,   -0.71,   -5.27,   -2.31,   -4.59,   -6.61,  -10.69,  -13.68
202202,   -1.63,   -1.26,   -3.53,   -2.11,    0.24,   -1.69,   -4.15,   -2.14,    5.63,   -3.56,   -0.35,    0.68,   -2.51,   -0.51,   -1.55,   -5.45,   -2.13,   -2.15
202203,    4.81,    3.21,    2.48,    5.73,    3.49,    3.06,    1.72,    3.39,    7.99,    5.26,    2.39,    4.30,    2.33,    4.09,    2.77,    1.18,    2.60,    4.57
202204,   -6.09,   -6.22,  -13.46,   -6.69,   -5.31,   -6.61,   -8.36,  -15.89,   -6.85,   -6.66,   -4.44,   -5.94,   -6.91,   -6.19,   -5.41,   -9.90,  -15.95,  -15.80
202205,    1.43,    0.29,   -1.57,    1.54,    2.10,   -0.56,    0.44,   -2.97,    9.31,   -0.07,    1.14,    2.80,   -1.12,    0.20,    0.62,    0.34,   -1.16,   -5.63
202206,  -10.08,   -7.85,   -7.63,   -9.58,  -10.74,   -7.00,   -7.40,   -8.12,  -17.22,   -7.85,  -11.42,  -10.26,   -7.00,   -7.00,   -8.18,   -6.97,   -9.38,   -6.19
202207,    5.33,    8.77,   15.03,    4.66,    5.79,   10.73,   10.29,   15.73,    4.36,    4.92,    5.83,    5.74,    8.48,   11.60,    8.41,   13.94,   17.27,   13.37
202208,   -2.08,   -3.59,   -4.76,   -2.23,   -2.54,   -2.92,   -5.07,   -4.22,   -1.83,   -2.57,   -1.96,   -3.05,   -1.39,   -3.48,   -4.78,   -5.60,   -4.09,   -4.43
202209,   -9.14,   -9.13,   -9.03,   -8.63,   -8.68,   -8.84,   -9.32,   -9.99,  -10.13,   -7.36,   -9.51,   -7.93,   -7.44,   -9.37,  -10.29,   -7.49,   -9.60,  -10.62
202210,   12.78,    8.51,    3.83,   12.41,   10.79,    9.96,    5.22,    4.36,   11.82,   12.89,   13.06,    8.78,   10.89,    9.60,    6.44,    3.00,    2.79,    6.86
202211,    5.95,    5.65,    2.98,    6.57,    5.35,    4.12,    5.91,    3.59,    7.09,    6.15,    5.49,    5.23,    7.39,    2.85,    7.99,    2.03,    3.29,    4.04
202212,   -3.54,   -5.67,   -8.98,   -3.42,   -3.18,   -6.50,   -7.71,   -8.36,   -2.86,   -3.87,   -3.63,   -2.77,   -5.87,   -6.76,   -6.57,   -9.96,   -7.87,   -9.09
202301,    3.76,    6.08,   11.79,    3.91,    4.27,    5.94,    8.06,   12.93,    7.09,    1.30,    3.65,    4.83,    6.70,    5.62,    7.15,    9.92,   12.07,   14.26
202302,   -2.95,   -2.26,   -1.51,   -2.55,   -2.67,   -1.73,   -1.99,   -2.44,   -2.88,   -2.25,   -3.26,   -2.15,   -3.57,   -0.98,   -3.01,    0.05,   -4.68,    0.94
202303,   -0.40,    4.30,    2.45,   -0.43,    1.09,    3.25,    4.66,    3.88,   -0.13,   -0.69,   -0.37,    2.38,   -0.67,    4.82,    6.99,    0.14,    3.47,    4.46
202304,    1.21,    2.43,   -2.31,    0.22,    3.13,    1.75,    0.33,   -1.67,    0.59,   -0.10,    1.96,    4.13,    0.67,    2.16,    2.12,   -3.40,   -1.01,   -2.61
202305,   -4.00,    0.35,    5.10,   -4.24,   -3.30,   -1.01,    3.60,    6.78,   -2.75,   -5.56,   -3.82,   -2.86,   -4.52,    0.30,    4.23,    2.23,    4.06,   10.71
202306,    6.27,    6.39,    8.42,    5.55,    6.98,    7.22,    6.33,    7.84,    5.93,    5.20,    6.82,    7.11,    8.09,    6.91,    4.95,    9.45,    7.80,    7.90
202307,    4.10,    3.44,    3.67,    4.38,    3.95,    2.87,    2.78,    5.42,    4.80,    4.04,    3.85,    4.04,    3.64,    1.45,    4.42,    1.95,    4.42,    6.03
202308,   -2.73,   -1.47,   -2.01,   -3.05,   -2.23,   -0.61,   -2.43,   -2.08,   -4.24,   -2.13,   -2.45,   -2.02,   -0.36,   -1.08,   -3.37,   -1.94,   -3.63,   -1.15
202309,   -4.64,   -4.89,   -4.75,   -5.29,   -4.39,   -5.75,   -3.72,   -5.18,   -6.27,   -4.54,   -4.08,   -4.69,   -6.26,   -4.78,   -2.52,   -4.33,   -2.74,   -6.61
202310,   -3.49,   -2.64,   -2.23,   -4.14,   -2.89,   -2.43,   -0.09,   -5.86,   -5.07,   -3.44,   -2.94,   -2.84,   -2.58,   -2.13,   -3.01,    1.42,   -1.16,   -8.72
202311,    7.60,    8.50,   11.38,    8.62,    7.67,    8.55,    9.29,   13.03,   12.60,    5.68,    6.73,    8.59,    9.10,    7.51,    8.23,    9.81,    9.64,   15.27
202312,    7.08,    4.40,    5.31,    6.14,    6.09,    4.08,    4.14,    7.17,    5.75,    6.45,    7.88,    4.34,    3.74,    4.73,    5.43,    3.51,    6.23,    7.75
202401,    0.77,    0.31,    2.65,   -0.42,    1.49,    0.11,    2.25,    1.84,   -0.28,   -0.52,    1.78,    1.19,   -0.92,    2.04,   -0.15,    3.46,    0.27,    2.81
202402,    4.30,    2.92,    9.22,    4.00,    3.91,    2.92,    6.37,   10.20,    5.21,    3.05,    4.54,    3.28,    2.08,    4.45,    2.51,    8.24,    4.50,   13.64
202403,    4.62,    2.86,    3.05,    4.79,    4.11,    1.91,    3.26,    3.46,    5.45,    4.27,    4.48,    3.74,    1.32,    2.96,    4.64,    2.64,    2.78,    3.83
202404,   -5.10,   -2.68,   -5.44,   -5.92,   -4.34,   -1.41,   -5.24,   -5.32,   -7.98,   -4.28,   -4.43,   -4.25,    0.08,   -4.04,   -4.53,   -5.57,   -5.62,   -5.15
202405,    3.39,    3.76,    6.72,    2.87,    2.73,    5.00,    4.63,    7.83,    3.42,    2.44,    3.80,    1.60,    6.89,    1.53,    2.57,    5.59,    3.52,   10.18
202406,    2.34,    1.78,    5.29,    0.97,    1.66,    3.26,    3.30,    5.59,    3.75,   -1.20,    3.45,   -0.23,    5.32,   -0.74,   -0.39,    4.98,    2.83,    7.02
202407,    0.87,    4.14,   -0.07,   -0.48,    3.12,    4.56,    2.27,   -0.20,    5.26,   -2.68,    3.23,    3.07,    5.48,    3.70,    5.40,    0.26,   -0.41,    0.15
202408,    2.28,    2.39,    1.76,    2.08,    2.82,    1.45,    1.49,    2.29,    3.04,    1.68,    2.63,    2.90,    0.61,    2.25,    3.04,    0.44,    0.93,    4.59
202409,    1.90,    1.71,    2.59,    2.13,    2.54,    0.84,    0.99,    3.18,    1.34,    2.46,    1.51,    2.99,   -0.08,    1.69,    0.82,    1.10,    2.01,    5.08
202410,    2.24,   -1.16,   -1.33,    3.79,   -1.61,   -0.05,   -0.25,   -2.01,   -1.35,    5.92,   -0.39,   -2.13,   -0.11,    0.01,   -1.24,    0.42,   -2.71,   -0.90
202411,    5.52,    6.54,    7.71,    5.84,    5.17,    7.22,    6.10,    8.79,    4.60,    6.32,    4.95,    5.26,    6.86,    7.55,    7.73,    5.01,    7.36,   10.99
202412,   -5.18,   -2.52,   -2.05,   -4.71,    0.84,   -6.68,   -3.65,   -2.29,   -6.94,   -3.87,   -6.00,    3.77,   -6.72,   -6.64,   -6.86,   -1.44,   -2.53,   -1.93
202501,   -0.66,    2.44,    5.31,   -3.15,    0.36,    3.83,    6.43,    5.03,    6.89,   -6.80,    3.86,   -1.00,    4.73,    3.03,    7.01,    6.06,    3.93,    6.66
202502,    1.68,   -0.28,   -4.98,    1.31,    0.36,   -1.00,   -2.76,   -4.83,    0.26,    1.75,    2.30,   -0.43,   -0.36,   -1.57,    1.15,   -5.34,   -4.27,   -5.65
202503,   -7.13,   -4.82,   -6.65,   -9.19,   -6.37,   -2.88,   -4.48,   -7.09,   -3.40,  -11.56,   -3.66,   -7.50,   -2.60,   -3.13,   -3.00,   -5.51,   -5.64,   -9.23
202504,   -1.92,   -1.76,    1.11,   -0.37,   -0.66,   -4.63,   -0.70,    1.48,   -0.43,   -0.35,   -4.37,    0.94,   -6.66,   -2.73,   -1.90,    0.17,   -0.29,    4.19
202505,   10.61,    3.67,    7.10,   15.43,    3.12,    3.47,    4.93,    7.84,    7.05,   19.15,    2.57,    3.34,    3.04,    3.86,    4.54,    5.21,    7.77,    7.95
202506,    7.75,    4.24,    4.96,    9.92,    4.70,    3.31,    3.11,    5.92,    2.66,   12.81,    3.65,    5.12,    4.60,    2.17,    4.08,    2.44,    5.51,    6.51
202507,    0.84,    0.79,    3.67,    0.24,    1.16,    0.16,    0.10,    4.89,    0.87,   -0.14,    1.82,    0.69,   -0.30,    0.45,    3.08,   -2.01,    2.94,    6.04
202508,    3.15,    3.96,    0.89,    2.50,    4.53,    4.64,    3.80,   -0.11,    1.29,    3.24,    4.21,    4.76,    2.68,    5.84,    0.94,    5.94,    2.98,   -1.87
202509,    1.28,    3.28,    4.53,    2.54,   -0.45,    3.67,    4.10,    4.75,    7.06,   -0.13,   -0.72,   -0.26,    2.27,    4.50,    4.98,    3.48,    6.10,    3.94
202510,   -0.90,    1.62,    3.41,   -0.37,   -0.14,    2.92,   -1.95,    4.44,    0.47,   -0.91,   -1.78,    1.01,    2.78,    3.01,   -2.51,   -1.55,    5.76,    3.64
202511,    1.86,    1.24,   -0.80,    1.72,    1.42,    1.94,    1.36,   -1.57,   -2.26,    4.26,    2.09,    0.97,    0.29,    2.89,   -1.18,    3.17,    1.93,   -3.76
202512,    0.78,    0.25,   -0.30,    0.03,    1.96,    0.29,   -0.77,   -0.29,    0.57,   -0.29,    2.02,    1.92,    1.35,   -0.31,   -1.38,   -0.36,   -0.13,   -0.39
202601,    3.92,    1.78,    0.52,    2.30,    6.09,    0.83,    1.85,    0.26,   -1.04,    4.33,    6.57,    5.75,    3.54,   -0.71,    1.91,    1.80,    2.33,   -1.12
202602,    4.90,    1.78,   -3.78,    4.62,    2.84,    1.73,    3.84,   -5.53,    4.95,    4.43,    5.35,    1.08,    1.48,    1.88,    2.65,    4.65,   -6.04,   -5.18
202603,   -4.71,   -4.90,   -4.89,   -5.78,   -5.07,   -4.52,   -5.58,   -4.62,   -7.83,   -4.59,   -3.04,   -6.55,   -4.68,   -4.43,   -4.84,   -6.07,   -6.02,   -3.66
202604,    5.02,    7.54,   13.12,    6.18,    5.83,    8.43,    6.67,   14.16,    7.45,    5.45,    3.29,    7.76,    8.22,    8.55,    3.88,    8.54,   18.06,   11.56
202605,    2.61,    4.46,    6.10,    4.45,    1.11,    5.27,    7.34,    5.29,    4.69,    4.32,   -0.25,    2.10,    6.25,    4.69,    3.43,    9.85,    1.61,    7.88


  Average Equal Weighted Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
196307,   -0.77,   -0.75,   -0.13,   -0.60,   -1.05,   -0.39,   -0.84,   -0.06,    0.55,   -2.15,   -1.27,   -0.83,   -1.09,    0.32,   -1.30,   -0.34,   -0.94,    0.51
196308,    4.84,    4.26,    4.14,    5.36,    4.24,    3.95,    3.92,    4.27,    5.15,    5.63,    3.33,    5.13,    3.58,    4.32,    4.06,    3.77,    4.45,    4.16
196309,   -1.03,   -1.47,   -1.16,   -1.04,   -0.93,   -1.93,   -1.25,   -1.09,   -1.04,   -1.04,   -0.97,   -0.88,   -1.85,   -2.00,   -1.17,   -1.35,   -1.94,   -0.54
196310,    1.76,    1.05,    1.38,    1.80,    0.91,    1.24,    2.36,    0.73,    1.31,    2.47,    1.65,    0.19,    1.11,    1.37,    1.48,    3.33,    1.57,    0.18
196311,   -1.66,   -1.16,   -2.21,   -2.02,   -0.93,   -1.19,   -1.58,   -2.23,   -1.96,   -2.10,   -0.63,   -1.23,   -0.72,   -1.68,   -1.05,   -2.16,   -1.53,   -2.68
196312,   -0.68,    0.94,   -0.59,   -1.16,    1.33,    1.18,    0.38,   -1.18,   -1.85,   -0.23,    0.72,    1.94,    0.42,    1.96,   -0.35,    1.17,   -2.09,   -0.59
196401,    5.21,    2.43,    2.53,    5.76,    2.79,    2.39,    2.84,    2.44,    6.35,    4.96,    3.62,    1.98,    2.81,    1.97,    2.88,    2.81,    4.38,    1.18
196402,    2.27,    2.35,    2.34,    2.25,    1.77,    2.57,    2.15,    2.70,    2.67,    1.67,    2.33,    1.23,    2.45,    2.69,    2.95,    1.28,    3.00,    2.50
196403,    5.15,    2.35,    1.75,    5.78,    3.35,    2.21,    2.13,    1.46,    6.02,    5.47,    3.31,    3.39,    2.60,    1.81,    1.71,    2.60,    1.85,    1.21
196404,   -0.12,    0.42,   -0.60,    0.14,   -0.32,    0.96,   -0.44,   -0.64,    0.53,   -0.40,   -0.88,    0.23,    0.74,    1.17,   -0.37,   -0.51,    0.61,   -1.45
196405,    1.71,    0.82,   -0.34,    1.81,    1.45,    0.80,    0.35,   -0.60,    2.43,    0.97,    1.40,    1.50,    1.03,    0.57,    0.25,    0.45,    0.44,   -1.28
196406,    0.76,    2.17,    0.84,    0.47,    1.81,    2.29,    1.63,    0.73,    0.41,    0.56,    1.58,    2.04,    1.58,    3.01,    2.06,    1.16,    1.17,    0.44
196407,    3.09,    3.01,    2.46,    2.78,    3.47,    3.09,    2.58,    2.54,    2.90,    2.58,    4.07,    2.93,    3.92,    2.26,    2.94,    2.24,    2.09,    2.89
196408,   -0.67,   -0.44,   -0.24,   -0.93,   -0.03,   -0.60,   -0.42,   -0.17,   -0.62,   -1.42,    0.12,   -0.17,   -0.66,   -0.54,   -0.42,   -0.42,   -0.71,    0.26
196409,    3.73,    3.46,    3.79,    4.06,    2.80,    3.43,    3.58,    4.06,    4.28,    3.70,    2.72,    2.88,    4.40,    2.46,    4.09,    3.10,    4.25,    3.91
196410,    2.35,    1.78,    1.94,    2.39,    1.78,    1.67,    2.32,    1.82,    2.61,    2.02,    2.25,    1.35,    2.15,    1.19,    2.39,    2.25,    1.47,    2.09
196411,   -0.34,   -0.09,    0.06,   -0.20,   -0.42,   -0.08,    0.50,   -0.33,   -0.83,    0.83,   -0.79,   -0.08,   -0.22,    0.07,   -0.11,    1.07,   -0.95,    0.16
196412,   -2.43,   -0.29,   -0.63,   -3.02,   -0.89,    0.14,   -0.17,   -0.84,   -3.84,   -1.68,   -0.62,   -1.14,    0.24,    0.05,   -0.26,   -0.09,   -0.36,   -1.22
196501,    7.81,    6.06,    7.11,    8.39,    6.38,    6.06,    5.90,    7.40,    9.68,    6.31,    6.02,    6.72,    5.81,    6.31,    5.39,    6.36,    7.91,    6.99
196502,    3.54,    3.32,    3.59,    3.94,    2.94,    2.92,    3.28,    3.92,    4.86,    2.45,    2.27,    3.55,    2.76,    3.08,    3.85,    2.75,    2.98,    4.65
196503,    2.30,    0.44,    0.73,    2.67,    0.96,   -0.24,    1.46,    0.40,    3.95,    0.60,    1.13,    0.80,    0.10,   -0.57,    1.35,    1.56,    0.55,    0.29
196504,    3.47,    4.12,    4.81,    3.31,    3.96,    3.73,    4.55,    5.09,    3.38,    3.18,    3.97,    3.95,    3.76,    3.70,    5.03,    4.10,    7.10,    3.51
196505,   -0.15,   -0.65,    0.42,   -0.08,   -0.50,   -0.78,   -0.48,    0.78,   -0.07,   -0.08,   -0.37,   -0.62,   -0.63,   -0.92,   -0.45,   -0.50,    0.88,    0.70
196506,   -8.86,   -6.80,   -9.19,   -9.39,   -7.37,   -6.03,   -7.91,   -9.55,   -9.68,   -8.92,   -7.22,   -7.51,   -6.18,   -5.89,   -7.49,   -8.29,   -8.89,  -10.06
196507,    2.83,    2.58,    2.95,    2.97,    2.87,    2.02,    3.08,    2.84,    3.19,    2.69,    2.38,    3.41,    2.45,    1.61,    2.90,    3.21,    3.69,    2.21
196508,    4.08,    3.87,    5.19,    4.67,    3.06,    3.76,    4.80,    5.12,    5.21,    3.99,    2.29,    3.89,    3.23,    4.27,    4.06,    5.37,    5.64,    4.72
196509,    3.47,    3.15,    3.11,    3.50,    3.02,    2.89,    3.77,    2.96,    4.05,    2.80,    3.37,    2.64,    2.99,    2.80,    4.19,    3.45,    3.38,    2.65
196510,    6.42,    4.37,    6.50,    7.48,    3.50,    4.55,    5.51,    6.61,    8.01,    6.82,    3.21,    3.81,    4.48,    4.61,    4.54,    6.25,    6.06,    7.03
196511,    6.18,    3.26,    5.69,    7.22,    2.94,    3.37,    4.49,    5.86,    8.54,    5.55,    3.03,    2.85,    3.07,    3.65,    3.43,    5.31,    7.27,    4.81
196512,    4.47,    3.42,    5.22,    4.98,    3.15,    3.50,    3.83,    5.65,    7.13,    2.27,    2.94,    3.38,    3.47,    3.54,    3.29,    4.25,    5.71,    5.61
196601,    7.05,    4.28,    5.76,    8.26,    3.55,    4.62,    5.03,    5.81,    9.41,    6.80,    3.44,    3.67,    4.87,    4.38,    4.20,    5.67,    6.46,    5.32
196602,    3.59,    0.98,    3.76,    4.89,    0.09,    0.85,    1.99,    4.45,    6.22,    3.21,   -0.31,    0.52,    0.52,    1.18,    1.68,    2.23,    3.96,    4.81
196603,    0.18,   -2.41,   -1.14,    0.43,   -1.69,   -2.18,   -0.84,   -1.81,    0.50,    0.34,   -0.57,   -2.89,   -2.25,   -2.13,   -2.40,    0.36,   -2.07,   -1.62
196604,    4.71,    3.61,    5.44,    4.86,    3.60,    3.59,    5.61,    4.92,    5.82,    3.65,    4.25,    2.91,    4.89,    2.36,    4.32,    6.60,    5.41,    4.55
196605,   -9.23,   -7.37,   -9.08,  -10.13,   -6.85,   -7.39,   -8.29,   -9.17,  -11.34,   -8.60,   -6.54,   -7.17,   -7.27,   -7.50,   -7.54,   -8.87,   -8.36,   -9.78
196606,   -0.35,   -0.44,   -0.46,   -0.53,    0.21,   -0.90,    0.16,   -0.86,   -0.36,   -0.74,    0.17,    0.24,   -0.91,   -0.89,   -0.16,    0.41,   -0.60,   -1.05
196607,   -1.39,   -1.22,   -1.85,   -1.56,   -0.92,   -1.47,   -1.47,   -1.85,   -2.05,   -0.68,   -0.92,   -0.92,   -0.73,   -2.22,   -1.03,   -1.86,   -1.85,   -1.85
196608,   -9.64,   -9.35,  -10.54,  -10.00,   -8.90,   -9.08,   -9.45,  -11.24,  -11.10,   -8.00,   -8.65,   -9.14,   -8.49,   -9.67,  -10.06,   -8.92,  -11.75,  -10.83
196609,   -0.99,   -1.34,   -2.73,   -1.07,   -0.93,   -1.09,   -2.42,   -2.72,   -1.55,   -0.22,   -0.75,   -1.11,   -0.67,   -1.51,   -2.05,   -2.75,   -2.37,   -3.00
196610,   -0.92,    0.79,   -2.77,   -2.36,    1.93,    1.12,   -0.72,   -3.33,   -4.80,    2.05,    3.12,    0.80,    1.89,    0.33,    0.14,   -1.48,   -2.28,   -4.19
196611,    2.11,    3.14,    6.47,    2.75,    1.80,    2.31,    4.63,    7.28,    3.51,    1.37,    0.31,    3.22,    2.23,    2.39,    4.65,    4.62,    5.95,    8.36
196612,    1.07,    1.71,    2.32,    1.29,    1.38,    2.01,    1.00,    2.75,    1.04,    1.73,    0.48,    2.23,    1.84,    2.19,    0.61,    1.35,    2.90,    2.62
196701,   17.00,   14.77,   18.60,   18.38,   13.65,   13.92,   17.02,   19.29,   20.79,   14.02,   13.15,   14.13,   13.34,   14.51,   17.03,   17.02,   18.17,   20.19
196702,    4.93,    2.84,    4.56,    5.88,    2.03,    3.37,    2.87,    5.28,    8.48,    1.19,    2.26,    1.82,    3.12,    3.62,    2.82,    2.91,    4.92,    5.58
196703,    5.00,    5.66,    6.46,    4.73,    5.30,    5.26,    7.07,    6.24,    5.56,    3.23,    5.75,    4.87,    5.00,    5.52,    7.19,    6.96,    6.24,    6.24
196704,    3.72,    4.10,    5.25,    4.30,    3.24,    3.97,    5.12,    4.92,    4.29,    4.32,    2.09,    4.34,    4.85,    3.08,    4.12,    5.99,    5.22,    4.68
196705,   -0.81,   -1.79,   -0.91,   -0.34,   -2.12,   -1.80,   -1.45,   -0.67,    0.41,   -1.71,   -2.11,   -2.14,   -0.68,   -2.93,   -1.45,   -1.45,    0.05,   -1.26
196706,    7.87,    6.71,    9.01,    9.15,    5.36,    6.14,    7.77,    9.69,   10.83,    6.12,    4.29,    6.37,    6.39,    5.88,    8.13,    7.45,    8.89,   10.34
196707,   10.23,    6.83,    7.89,   11.03,    7.17,    7.10,    6.57,    8.50,   13.15,    7.58,    8.06,    6.28,    5.88,    8.44,    6.84,    6.29,    8.15,    8.79
196708,    1.45,    0.57,   -1.05,    1.79,    0.53,    1.05,   -0.44,   -1.20,    2.23,    1.09,    0.53,    0.52,    1.17,    0.93,   -0.23,   -0.67,   -0.94,   -1.41
196709,    6.27,    5.24,    6.32,    7.00,    4.05,    4.90,    6.54,    6.46,    7.95,    5.47,    4.32,    3.79,    4.75,    5.07,    7.10,    5.94,    6.09,    6.77
