This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on INV.

The portfolios are constructed at the end of June.  INV, investment, is the change
in total assets from the fiscal year ending in year t-2 to the fiscal year ending in t-1
divided by t-2 total assets.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
200211,   1067.43,   2138.18,   2799.26,    663.91,   2340.77,   2111.61,   3427.80,   2074.97,    447.50,   1150.82,   2573.63,   2072.75,   2049.71,   2166.13,   2236.03,   4770.72,   2677.47,   1650.92
200212,   1173.39,   2250.59,   2921.69,    734.54,   2515.24,   2204.05,   3615.42,   2157.86,    476.51,   1315.96,   2808.10,   2179.58,   2171.97,   2232.57,   2388.44,   4998.40,   2735.56,   1748.77
200301,   1093.80,   2152.54,   2771.51,    658.72,   2413.58,   2121.98,   3405.07,   2057.48,    436.55,   1152.98,   2690.17,   2096.45,   2071.63,   2166.72,   2249.83,   4713.58,   2642.02,   1643.43
200302,   1089.55,   2111.31,   2702.18,    661.39,   2378.43,   2066.93,   3328.29,   2016.01,    439.38,   1147.64,   2648.68,   2070.03,   2015.69,   2112.18,   2223.82,   4557.91,   2590.61,   1606.34
200303,   1080.33,   2063.43,   2665.59,    668.43,   2317.15,   2012.65,   3279.63,   1983.15,    442.94,   1154.57,   2565.50,   2034.24,   1950.30,   2067.71,   2177.93,   4506.15,   2563.22,   1567.64
200304,   1101.35,   2093.60,   2740.95,    680.16,   2362.31,   2002.47,   3389.87,   2038.10,    458.06,   1153.44,   2606.98,   2085.54,   1977.64,   2024.32,   2265.35,   4646.20,   2659.24,   1589.22
200305,   1179.55,   2258.52,   3022.17,    715.55,   2544.81,   2162.96,   3762.70,   2208.98,    444.08,   1284.83,   2828.80,   2222.41,   2130.51,   2191.41,   2458.08,   5223.88,   2827.92,   1760.53
200306,   1300.61,   2396.19,   3175.18,    807.37,   2721.75,   2352.99,   3872.14,   2358.18,    514.96,   1418.82,   3062.00,   2341.46,   2257.75,   2436.24,   2516.06,   5384.57,   2957.46,   1921.20
200307,    865.40,   3345.28,   2841.27,    733.19,   2076.13,   3507.35,   3926.36,   2211.58,    505.23,   1213.57,   1416.69,   2728.21,   2013.12,   4983.36,   3546.68,   4319.40,   2891.38,   1702.92
200308,    909.72,   3429.09,   2922.16,    774.60,   2122.66,   3619.03,   4033.58,   2263.69,    535.87,   1269.24,   1466.33,   2767.99,   2063.29,   5159.45,   3618.62,   4462.20,   2937.09,   1762.77
200309,    966.65,   3518.18,   2980.08,    830.87,   2224.81,   3707.30,   4094.05,   2311.00,    583.37,   1338.02,   1520.25,   2915.56,   2120.30,   5278.62,   3661.67,   4541.79,   2970.97,   1816.31
200310,    959.64,   3483.13,   2987.27,    822.01,   2171.04,   3677.29,   4132.46,   2297.17,    569.51,   1339.52,   1522.50,   2799.60,   2103.53,   5243.21,   3686.55,   4593.16,   2973.08,   1789.93
200311,   1047.86,   3694.79,   3173.49,    899.03,   2360.40,   3879.45,   4336.49,   2469.35,    620.91,   1463.09,   1649.64,   3053.15,   2242.10,   5516.80,   3880.08,   4808.11,   3190.59,   1921.26
200312,   1094.25,   3752.30,   3205.61,    943.16,   2410.06,   3932.05,   4387.84,   2510.44,    655.24,   1530.41,   1707.51,   3084.82,   2324.53,   5535.54,   3967.62,   4822.14,   3240.03,   1955.32
200401,   1155.98,   3923.30,   3327.54,    993.12,   2542.29,   4087.56,   4591.92,   2596.12,    699.12,   1587.65,   1807.92,   3249.54,   2381.78,   5784.77,   4171.53,   5025.42,   3323.27,   2041.15
200402,   1215.24,   3989.95,   3432.95,   1052.28,   2578.69,   4142.58,   4730.69,   2681.14,    748.68,   1660.82,   1868.04,   3260.92,   2444.26,   5836.61,   4305.53,   5166.07,   3426.95,   2114.60
200403,   1229.36,   4068.84,   3511.66,   1061.16,   2592.01,   4273.16,   4801.14,   2755.31,    749.87,   1688.65,   1903.69,   3250.75,   2502.57,   6034.78,   4361.79,   5253.27,   3553.50,   2147.80
200404,   1227.07,   4037.88,   3480.23,   1054.85,   2568.59,   4249.94,   4725.85,   2773.50,    744.72,   1677.93,   1919.58,   3182.27,   2481.47,   6013.91,   4350.99,   5109.80,   3556.64,   2176.35
200405,   1166.65,   4006.71,   3494.61,    979.29,   2551.09,   4286.09,   4706.44,   2743.92,    701.86,   1540.50,   1918.92,   3152.19,   2466.40,   6105.77,   4194.50,   5229.67,   3549.82,   2131.98
200406,   1196.01,   4056.18,   3562.22,   1013.11,   2585.56,   4324.44,   4786.03,   2792.68,    726.06,   1593.16,   1927.06,   3215.26,   2485.89,   6134.56,   4252.98,   5329.53,   3608.75,   2174.11
200407,   1395.19,   4244.26,   3189.77,   1085.17,   2407.25,   4576.32,   5934.47,   2383.06,    734.48,   1779.71,   2607.99,   2227.91,   5332.96,   3801.55,   5976.69,   5895.45,   3184.02,   1859.44
200408,   1364.79,   4116.47,   3047.71,   1019.01,   2400.18,   4445.38,   5740.39,   2273.85,    684.23,   1681.96,   2715.14,   2121.27,   5175.02,   3693.63,   5840.45,   5647.70,   3104.43,   1738.17
200409,   1359.32,   4148.52,   3073.50,   1004.29,   2427.03,   4450.25,   5809.94,   2292.06,    675.93,   1650.89,   2738.49,   2149.19,   5172.06,   3710.89,   5923.24,   5705.04,   3124.05,   1754.39
200410,   1372.19,   4219.99,   3149.84,   1010.79,   2483.04,   4519.62,   5878.22,   2370.48,    670.00,   1684.05,   2773.95,   2222.27,   5210.98,   3811.41,   5985.92,   5778.23,   3221.52,   1820.58
200411,   1410.58,   4286.30,   3185.34,   1049.53,   2506.53,   4586.28,   5978.28,   2388.65,    693.80,   1750.69,   2814.77,   2229.04,   5289.69,   3872.08,   6102.78,   5863.05,   3241.83,   1836.24
200412,   1488.66,   4481.80,   3335.18,   1108.83,   2633.02,   4834.13,   6173.46,   2521.04,    743.39,   1827.41,   2979.81,   2322.19,   5496.79,   4159.21,   6282.36,   6072.37,   3404.18,   1946.81
200501,   1542.45,   4662.84,   3453.80,   1153.74,   2736.50,   5052.52,   6373.69,   2610.52,    784.87,   1876.45,   3073.90,   2436.99,   5716.07,   4378.71,   6454.73,   6298.05,   3557.09,   1992.43
200502,   1489.41,   4601.90,   3373.42,   1103.49,   2676.08,   4986.06,   6336.78,   2512.20,    743.94,   1812.68,   3005.02,   2384.29,   5562.41,   4397.10,   6403.14,   6275.06,   3503.77,   1866.68
200503,   1524.05,   4701.26,   3444.96,   1134.03,   2731.26,   5134.21,   6446.03,   2551.68,    767.65,   1857.44,   3057.82,   2444.31,   5731.93,   4523.42,   6448.02,   6444.19,   3551.00,   1897.39
200504,   1517.39,   4632.12,   3374.89,   1125.81,   2702.56,   5052.63,   6300.38,   2521.04,    756.80,   1850.93,   3059.44,   2389.32,   5603.83,   4492.83,   6380.14,   6226.88,   3516.19,   1868.59
200505,   1479.08,   4542.94,   3309.40,   1091.37,   2644.08,   4924.40,   6195.83,   2474.45,    737.98,   1782.41,   2993.93,   2333.63,   5429.23,   4403.55,   6315.27,   6086.11,   3462.82,   1824.13
200506,   1549.92,   4708.18,   3461.05,   1153.86,   2748.46,   5124.01,   6401.03,   2607.18,    775.71,   1889.70,   3094.70,   2441.44,   5694.16,   4544.80,   6480.51,   6327.41,   3615.89,   1942.55
200507,   2083.19,   4050.59,   2954.18,   1575.02,   3309.19,   4361.04,   5101.00,   2149.16,   1001.35,   2434.16,   3700.64,   2963.12,   3802.71,   4897.73,   4516.71,   5665.23,   2769.35,   1731.41
200508,   2163.70,   4244.35,   3093.52,   1642.79,   3427.88,   4535.47,   5336.28,   2276.71,   1053.17,   2512.37,   3802.67,   3096.52,   3978.25,   5067.72,   4812.30,   5840.95,   2951.27,   1822.33
200509,   2165.76,   4182.49,   3085.84,   1651.94,   3376.94,   4414.07,   5371.44,   2257.48,   1072.39,   2502.22,   3768.90,   3031.71,   3964.68,   4846.87,   4859.24,   5864.72,   2878.10,   1839.67
200510,   2200.88,   4207.95,   3136.11,   1679.02,   3394.35,   4424.15,   5447.04,   2302.98,   1100.09,   2528.89,   3814.79,   3022.16,   3935.12,   4900.54,   4939.93,   5936.57,   2947.89,   1868.01
200511,   2146.70,   4096.24,   3150.13,   1639.32,   3348.57,   4285.01,   5339.90,   2334.10,   1066.33,   2473.28,   3724.49,   3019.13,   3684.50,   4868.22,   4775.69,   5881.71,   3004.00,   1888.33
200512,   2228.48,   4236.41,   3315.56,   1678.73,   3528.15,   4421.41,   5562.49,   2453.77,   1083.07,   2534.54,   3936.87,   3171.37,   3729.68,   5099.03,   4908.07,   6192.50,   3136.37,   1998.42
200601,   2240.38,   4245.30,   3328.40,   1689.24,   3516.07,   4472.02,   5539.05,   2475.00,   1090.05,   2537.10,   3935.93,   3150.87,   3797.27,   5134.85,   4876.25,   6173.76,   3152.66,   2022.95
200602,   2317.04,   4382.61,   3438.08,   1759.45,   3553.18,   4626.70,   5714.52,   2576.31,   1100.54,   2678.95,   4016.63,   3147.01,   4006.26,   5228.84,   5105.39,   6296.30,   3303.23,   2088.65
200603,   2354.76,   4410.11,   3451.42,   1800.25,   3568.67,   4697.27,   5716.78,   2589.00,   1132.81,   2720.49,   4034.35,   3160.71,   4070.32,   5307.43,   5079.82,   6323.26,   3280.79,   2124.60
200604,   2414.61,   4469.65,   3538.41,   1860.03,   3628.32,   4720.75,   5853.77,   2658.74,   1172.37,   2802.50,   4096.37,   3222.24,   4093.90,   5327.09,   5207.92,   6466.92,   3360.22,   2186.63
200605,   2452.36,   4529.76,   3550.99,   1896.64,   3652.57,   4783.08,   5888.12,   2692.36,   1199.14,   2852.80,   4135.89,   3233.61,   4106.08,   5437.71,   5311.59,   6439.52,   3402.39,   2214.17
200606,   2379.24,   4475.33,   3388.11,   1831.70,   3572.62,   4724.67,   5744.42,   2545.90,   1145.03,   2764.36,   4016.51,   3185.65,   4043.11,   5379.63,   5260.85,   6201.95,   3184.26,   2113.76
200607,   3158.50,   4003.85,   2767.30,   2669.54,   4155.27,   4662.00,   3626.90,   2217.10,   2252.06,   3578.63,   4563.39,   3750.56,   5302.46,   3968.60,   2934.80,   4251.21,   2653.42,   1864.71
200608,   3161.43,   4033.49,   2740.56,   2675.61,   4174.90,   4717.48,   3593.96,   2195.81,   2230.73,   3654.36,   4564.58,   3792.89,   5404.12,   3972.10,   2896.80,   4229.78,   2645.91,   1831.88
200609,   3273.21,   4117.62,   2764.05,   2800.54,   4257.79,   4833.00,   3614.24,   2221.19,   2318.59,   3856.55,   4642.04,   3883.29,   5515.28,   4090.03,   2915.48,   4251.25,   2681.44,   1851.16
200610,   3379.78,   4189.79,   2832.29,   2892.99,   4367.52,   4907.84,   3708.08,   2271.01,   2399.64,   3978.06,   4787.78,   3960.29,   5589.30,   4165.44,   2982.28,   4369.60,   2737.80,   1896.56
200611,   3513.34,   4347.28,   2940.46,   2994.59,   4531.87,   5125.72,   3778.18,   2398.87,   2479.06,   4129.08,   5013.46,   4066.61,   5871.74,   4312.62,   3071.09,   4428.58,   2827.07,   2052.45
200612,   3584.02,   4414.10,   3034.47,   3070.59,   4558.00,   5211.07,   3883.58,   2485.02,   2534.37,   4249.91,   5058.08,   4070.78,   6025.21,   4330.19,   3158.60,   4553.31,   2910.50,   2139.86
200701,   3666.84,   4488.49,   3054.47,   3124.26,   4681.46,   5295.70,   3941.02,   2487.65,   2608.71,   4271.82,   5220.97,   4157.40,   6139.85,   4382.17,   3195.18,   4637.99,   2935.49,   2122.45
200702,   3685.26,   4581.51,   3195.18,   3109.31,   4811.93,   5364.67,   4034.60,   2645.15,   2658.87,   4118.59,   5328.87,   4311.42,   6194.87,   4470.44,   3287.10,   4739.85,   3194.22,   2198.06
200703,   3602.32,   4511.56,   3172.23,   3060.76,   4704.11,   5251.04,   3999.82,   2628.94,   2618.91,   4041.81,   5138.10,   4279.00,   6023.24,   4416.98,   3255.52,   4699.91,   3179.96,   2184.79
200704,   3620.21,   4561.42,   3241.91,   3082.74,   4723.49,   5339.51,   4004.28,   2716.30,   2635.23,   4072.13,   5148.45,   4309.73,   6165.18,   4449.79,   3241.15,   4721.74,   3279.91,   2260.18
200705,   3870.19,   4739.40,   3351.03,   3323.49,   4908.63,   5549.31,   4198.64,   2791.77,   2801.17,   4464.72,   5406.23,   4424.21,   6411.12,   4629.73,   3412.82,   4933.00,   3343.05,   2344.53
200706,   3995.65,   4906.52,   3495.89,   3454.82,   5044.06,   5726.96,   4346.87,   2932.76,   2916.94,   4635.16,   5498.85,   4599.99,   6650.54,   4743.72,   3557.57,   5088.08,   3503.54,   2469.64
200707,   3373.60,   4577.18,   3678.55,   2958.96,   4868.66,   4350.18,   4497.17,   3389.59,   1442.00,   5569.33,   4504.97,   5272.77,   5067.18,   3585.90,   4447.75,   4540.67,   4343.44,   2724.33
200708,   3265.61,   4432.62,   3548.92,   2862.85,   4721.57,   4205.48,   4306.89,   3292.76,   1391.94,   5385.01,   4355.84,   5126.90,   4953.08,   3405.96,   4301.11,   4311.95,   4183.23,   2673.62
200709,   3336.59,   4501.63,   3601.31,   2892.95,   4831.63,   4284.96,   4364.25,   3353.70,   1401.25,   5426.69,   4547.80,   5141.84,   5029.82,   3483.45,   4392.17,   4340.05,   4276.70,   2710.58
200710,   3388.48,   4686.61,   3769.40,   2975.35,   4956.65,   4446.51,   4505.99,   3529.92,   1451.64,   5541.35,   4516.98,   5440.58,   5258.10,   3574.81,   4528.84,   4486.14,   4447.80,   2892.37
200711,   3488.30,   4765.56,   3848.12,   3100.52,   4974.32,   4521.07,   4609.18,   3619.03,   1461.94,   5833.08,   4547.48,   5443.14,   5349.15,   3638.73,   4683.88,   4543.75,   4472.28,   3023.51
200712,   3305.50,   4604.68,   3664.08,   2950.37,   4756.01,   4390.28,   4418.11,   3425.66,   1352.33,   5602.83,   4269.89,   5297.22,   5236.58,   3510.13,   4451.06,   4389.29,   4238.82,   2863.55
200801,   3289.04,   4573.12,   3680.73,   2940.74,   4703.26,   4410.11,   4372.31,   3446.84,   1334.35,   5587.94,   4230.82,   5229.77,   5307.52,   3481.76,   4348.21,   4393.42,   4161.77,   2952.87
200802,   3107.50,   4326.51,   3425.42,   2809.07,   4404.08,   4116.89,   4192.74,   3182.40,   1257.89,   5374.31,   3913.87,   4948.94,   4959.33,   3242.79,   4223.25,   4165.96,   3971.00,   2636.70
200803,   2978.57,   4225.30,   3324.08,   2720.00,   4221.02,   4055.02,   4017.75,   3108.13,   1240.47,   5182.91,   3678.13,   4823.01,   4955.98,   3125.33,   4065.18,   3976.23,   3933.48,   2537.98
200804,   2855.93,   4233.48,   3308.61,   2587.89,   4206.02,   4044.57,   3980.77,   3107.64,   1195.45,   4879.09,   3575.93,   4909.73,   4920.31,   3135.45,   4046.87,   3922.18,   3858.48,   2587.10
200805,   2952.55,   4424.30,   3539.68,   2673.18,   4290.58,   4278.90,   4232.10,   3323.23,   1241.95,   5032.32,   3696.95,   4955.86,   5265.87,   3253.86,   4268.82,   4199.49,   4089.59,   2791.00
200806,   3069.44,   4479.58,   3634.20,   2785.24,   4357.65,   4372.45,   4258.08,   3439.25,   1305.87,   5194.39,   3818.76,   4962.26,   5347.59,   3365.38,   4292.32,   4227.52,   4194.84,   2917.63
200807,   2305.73,   4229.36,   3437.05,   1437.84,   3792.14,   4048.14,   5945.43,   2580.94,   1515.09,   1336.00,   4952.90,   2641.56,   3083.78,   5003.99,   5976.64,   5914.70,   3213.09,   2220.09
200808,   2296.79,   4188.47,   3464.37,   1416.69,   3838.43,   4034.63,   5970.97,   2529.84,   1456.44,   1364.83,   4979.13,   2707.86,   3120.90,   4937.54,   5777.50,   6161.44,   3266.40,   2109.09
200809,   2373.45,   4245.03,   3528.76,   1462.46,   3943.91,   4105.18,   6071.29,   2561.46,   1519.44,   1389.07,   5150.47,   2762.34,   3167.35,   5023.53,   5809.32,   6331.89,   3324.41,   2126.42
200810,   2179.04,   3864.51,   3207.95,   1318.83,   3616.24,   3792.55,   5639.78,   2215.86,   1396.54,   1220.68,   4764.90,   2494.85,   2863.87,   4699.20,   5208.81,   6067.36,   2948.82,   1795.98
200811,   1827.09,   3218.48,   2648.27,   1062.85,   3092.72,   3157.65,   4685.10,   1811.83,   1131.28,    977.28,   4101.20,   2105.26,   2328.62,   3966.83,   4320.05,   5047.27,   2420.53,   1462.99
200812,   1712.77,   3004.34,   2370.82,    949.60,   2974.81,   2850.07,   4307.63,   1647.28,   1016.94,    864.96,   3981.13,   1989.71,   1976.28,   3702.75,   4171.66,   4442.18,   2202.44,   1329.46
200901,   1752.29,   3064.81,   2418.61,    961.00,   3065.90,   2912.33,   4360.68,   1697.49,   1007.94,    902.39,   4099.22,   2051.43,   2063.32,   3738.26,   4228.70,   4491.60,   2270.85,   1367.22
200902,   1617.69,   2791.80,   2253.57,    894.97,   2810.61,   2627.56,   3960.69,   1630.41,    962.61,    811.02,   3765.47,   1881.95,   1886.05,   3353.30,   3884.37,   4036.41,   2125.91,   1345.07
200903,   1463.75,   2460.56,   2058.54,    824.37,   2481.13,   2347.15,   3479.42,   1527.22,    897.98,    734.70,   3351.66,   1639.79,   1681.83,   3000.26,   3386.79,   3571.31,   1980.50,   1265.23
200904,   1573.69,   2658.79,   2239.46,    910.40,   2632.23,   2545.18,   3830.79,   1612.79,    999.04,    802.97,   3542.39,   1763.70,   1822.59,   3256.63,   3649.72,   4011.38,   1920.34,   1432.99
200905,   1750.68,   2898.81,   2519.24,   1048.83,   2849.38,   2783.79,   4220.06,   1819.33,   1146.23,    932.76,   3806.73,   1930.33,   2040.95,   3519.70,   3950.97,   4488.43,   2163.79,   1616.33
200906,   1848.30,   3021.62,   2724.49,   1110.24,   2963.88,   2918.19,   4484.10,   1969.54,   1213.49,    987.54,   3991.52,   1971.24,   2137.47,   3696.47,   4125.60,   4841.61,   2328.32,   1757.82
200907,   1743.84,   3152.96,   2667.33,   1060.51,   3347.31,   3135.78,   3042.85,   2689.05,    763.33,   1523.90,   3844.60,   2892.29,   2473.64,   3814.06,   3398.61,   2609.97,   2528.46,   2824.38
200908,   1907.69,   3414.83,   2869.64,   1187.98,   3587.15,   3414.10,   3295.90,   2882.93,    863.83,   1690.62,   4116.28,   3104.75,   2709.86,   4133.36,   3675.75,   2834.57,   2686.11,   3048.34
200909,   2040.10,   3524.47,   2957.98,   1319.67,   3704.63,   3504.17,   3396.42,   2979.48,    927.52,   1927.49,   4228.49,   3227.16,   2804.62,   4214.42,   3806.10,   2901.24,   2780.18,   3146.97
200910,   2180.82,   3656.93,   3110.42,   1463.34,   3798.00,   3716.62,   3479.87,   3144.66,   1005.48,   2172.05,   4342.27,   3302.07,   3042.91,   4396.53,   3860.17,   3020.21,   2957.86,   3300.90
200911,   2124.95,   3543.44,   3060.74,   1406.88,   3787.92,   3511.77,   3387.28,   3110.14,    972.92,   2071.13,   4281.42,   3335.90,   2884.28,   4147.00,   3765.19,   2931.59,   2963.04,   3233.28
200912,   2247.40,   3771.79,   3240.38,   1483.05,   3998.52,   3752.06,   3594.21,   3305.22,   1030.68,   2169.48,   4547.81,   3497.41,   3087.34,   4433.40,   4029.97,   3072.57,   3131.20,   3451.60
201001,   2301.01,   3875.44,   3405.31,   1537.23,   4082.29,   3885.41,   3679.94,   3479.17,   1098.23,   2194.57,   4582.52,   3622.02,   3187.37,   4601.00,   4067.77,   3214.09,   3234.78,   3685.97
201002,   2232.87,   3813.43,   3249.97,   1498.39,   4002.77,   3797.89,   3585.91,   3307.53,   1049.61,   2160.08,   4407.85,   3630.15,   3126.09,   4488.77,   3988.45,   3100.48,   3090.67,   3492.11
201003,   2336.71,   3923.02,   3370.68,   1577.75,   4113.62,   3950.08,   3690.24,   3431.12,   1117.50,   2252.53,   4601.18,   3672.36,   3268.02,   4649.40,   4088.01,   3214.09,   3186.38,   3639.35
201004,   2540.43,   4180.07,   3597.40,   1731.72,   4400.35,   4234.16,   3894.46,   3677.67,   1217.69,   2482.46,   4934.74,   3907.95,   3536.04,   4943.36,   4317.65,   3390.37,   3350.25,   3957.32
201005,   2642.90,   4243.64,   3689.60,   1825.41,   4467.76,   4302.87,   3987.93,   3764.84,   1246.94,   2676.30,   5041.60,   3937.52,   3611.65,   5007.30,   4400.37,   3494.70,   3402.15,   4075.83
201006,   2449.35,   3940.11,   3373.60,   1689.02,   4173.71,   3982.23,   3675.34,   3439.04,   1162.40,   2458.46,   4687.41,   3699.41,   3308.54,   4673.20,   4068.76,   3204.86,   3072.53,   3754.53
201007,   1367.18,   3734.23,   3818.80,    832.83,   2844.84,   4599.91,   3681.39,   3703.06,    554.94,   1264.95,   2833.10,   2856.15,   4035.60,   5198.98,   3238.32,   4143.18,   4726.55,   3102.35
201008,   1484.90,   4039.53,   4067.52,    913.72,   3102.89,   4958.32,   3951.56,   3924.83,    603.10,   1393.45,   3042.05,   3161.79,   4358.15,   5602.61,   3459.02,   4467.94,   5040.35,   3273.81
201009,   1391.86,   3825.94,   3914.86,    854.84,   2864.50,   4733.40,   3787.48,   3795.12,    562.87,   1305.39,   2859.85,   2868.98,   4101.51,   5412.09,   3344.75,   4251.77,   4866.14,   3169.79
201010,   1536.81,   4172.49,   4303.57,    965.56,   3124.15,   5142.72,   4110.59,   4197.67,    642.11,   1460.72,   3082.45,   3164.40,   4465.35,   5875.71,   3643.54,   4601.80,   5358.84,   3520.47
201011,   1600.36,   4353.73,   4479.68,   1014.03,   3250.91,   5383.00,   4282.27,   4356.80,    663.59,   1547.13,   3176.89,   3322.34,   4690.78,   6149.19,   3766.35,   4824.95,   5502.62,   3686.08
201012,   1633.05,   4426.10,   4489.92,   1051.14,   3300.15,   5475.58,   4298.21,   4364.10,    681.91,   1617.22,   3187.76,   3409.56,   4781.15,   6241.57,   3783.16,   4844.70,   5484.09,   3706.04
201101,   1811.07,   4751.79,   4771.95,   1177.20,   3643.84,   5816.80,   4588.98,   4621.80,    775.70,   1785.32,   3488.39,   3795.10,   5091.40,   6614.20,   4016.37,   5196.86,   5765.50,   3947.26
201102,   1850.81,   4930.14,   4860.05,   1211.62,   3758.51,   6077.28,   4651.30,   4709.58,    792.36,   1847.32,   3533.61,   3979.99,   5349.14,   6883.84,   4054.71,   5286.60,   5917.31,   4002.08
201103,   1941.71,   5095.79,   5035.47,   1290.51,   3892.09,   6262.17,   4813.02,   4887.22,    860.23,   1937.22,   3657.95,   4121.24,   5432.21,   7178.32,   4211.48,   5459.45,   6121.74,   4160.42
201104,   1964.86,   5130.39,   5080.83,   1307.89,   3898.26,   6326.76,   4836.63,   4944.20,    867.50,   1969.13,   3690.69,   4100.76,   5464.06,   7282.73,   4246.24,   5469.45,   6187.14,   4215.87
201105,   2026.25,   5293.30,   5283.30,   1340.91,   4002.96,   6535.35,   5035.76,   5138.64,    888.57,   2022.13,   3830.70,   4170.96,   5649.25,   7525.28,   4423.77,   5692.00,   6443.42,   4376.04
201106,   1991.61,   5230.58,   5244.61,   1303.72,   3932.87,   6505.76,   4963.32,   5121.70,    864.05,   1970.59,   3811.33,   4050.64,   5650.75,   7455.02,   4378.82,   5592.11,   6431.48,   4353.21
201107,   2433.59,   5291.58,   4742.51,   1976.96,   4604.15,   5596.68,   5155.90,   4372.01,   1177.13,   3245.24,   3767.82,   5626.67,   5964.36,   5180.77,   4309.11,   5798.46,   4355.92,   4383.31
201108,   2339.41,   5139.67,   4703.88,   1897.11,   4453.47,   5448.51,   5027.78,   4355.72,   1120.05,   3133.16,   3617.74,   5482.53,   5879.34,   4968.24,   4148.57,   5698.89,   4235.22,   4440.52
201109,   2206.90,   4814.08,   4412.96,   1776.53,   4165.50,   5155.95,   4714.40,   4083.91,   1019.12,   2981.67,   3448.11,   5046.28,   5556.45,   4707.66,   3878.76,   5356.04,   3952.49,   4175.70
201110,   2062.20,   4399.38,   4079.53,   1651.57,   3812.76,   4743.12,   4291.25,   3816.18,    901.51,   2846.55,   3238.14,   4518.24,   5167.79,   4271.26,   3586.44,   4835.68,   3680.20,   3911.01
201111,   2275.46,   4919.01,   4559.36,   1828.76,   4261.89,   5279.47,   4798.79,   4249.31,   1017.90,   3120.13,   3548.04,   5145.23,   5673.23,   4839.95,   3959.02,   5444.96,   4194.30,   4287.51
201112,   2284.47,   4895.51,   4521.96,   1832.97,   4250.21,   5240.51,   4799.73,   4208.60,   1011.73,   3119.15,   3568.80,   5092.09,   5643.93,   4791.90,   3994.09,   5420.39,   4189.55,   4221.89
201201,   2357.40,   4953.40,   4509.29,   1907.95,   4314.62,   5305.14,   4804.84,   4198.68,   1032.99,   3276.53,   3632.62,   5155.92,   5744.12,   4820.44,   4035.59,   5395.13,   4116.42,   4256.33
201202,   2455.48,   5205.57,   4782.96,   1994.81,   4513.19,   5583.94,   5076.64,   4446.00,   1111.05,   3381.53,   3763.00,   5431.02,   6053.85,   5067.03,   4212.50,   5741.77,   4374.81,   4496.14
201203,   2556.44,   5399.13,   5035.76,   2080.40,   4737.64,   5783.28,   5244.42,   4695.23,   1155.37,   3520.73,   3905.68,   5753.12,   6271.44,   5250.19,   4263.86,   6001.44,   4583.61,   4774.00
201204,   2637.37,   5589.91,   5211.51,   2154.49,   4915.83,   5990.22,   5361.13,   4877.22,   1202.34,   3626.71,   4004.32,   6037.43,   6536.55,   5393.40,   4331.11,   6161.20,   4731.61,   4979.82
201205,   2634.77,   5523.48,   5190.17,   2140.83,   4875.10,   5919.67,   5332.93,   4864.30,   1236.49,   3554.81,   4023.78,   5919.46,   6461.83,   5324.88,   4328.90,   6117.63,   4748.82,   4945.18
201206,   2544.24,   5150.42,   4801.14,   2051.34,   4616.62,   5524.81,   4931.67,   4533.19,   1161.44,   3443.05,   3944.08,   5429.16,   6071.52,   4919.94,   4125.60,   5567.52,   4359.97,   4655.41
201207,   2399.65,   6175.53,   3989.83,   2052.45,   4041.54,   7098.79,   5193.94,   3875.66,    965.41,   3471.72,   3491.01,   4556.06,   7293.88,   6906.67,   6302.56,   4256.11,   4788.16,   3112.66
201208,   2418.43,   6264.00,   4023.47,   2051.22,   4096.62,   7175.04,   5274.33,   3924.20,    961.23,   3469.81,   3583.33,   4572.90,   7403.87,   6950.61,   6484.80,   4254.65,   4845.79,   3150.92
201209,   2484.29,   6357.97,   4195.72,   2139.70,   4134.82,   7293.82,   5350.04,   4125.45,   1010.92,   3592.95,   3571.81,   4660.41,   7479.36,   7111.86,   6535.39,   4358.49,   5052.30,   3350.73
201210,   2598.68,   6553.37,   4287.05,   2255.33,   4278.74,   7486.61,   5466.31,   4238.84,   1049.53,   3792.42,   3671.95,   4845.08,   7659.54,   7317.01,   6747.37,   4398.17,   5185.60,   3444.39
201211,   2586.41,   6491.73,   4133.23,   2241.60,   4247.46,   7411.52,   5398.43,   4061.08,   1049.66,   3735.22,   3673.51,   4775.56,   7566.19,   7259.83,   6705.16,   4299.92,   5055.35,   3233.61
201212,   2617.97,   6505.64,   4183.96,   2267.38,   4280.79,   7426.63,   5418.97,   4122.37,   1062.52,   3775.70,   3721.06,   4794.03,   7606.04,   7252.07,   6719.83,   4326.53,   5129.67,   3286.62
201301,   2685.63,   6597.77,   4252.19,   2349.64,   4334.31,   7518.96,   5509.55,   4172.63,   1100.62,   3918.03,   3728.71,   4894.98,   7782.69,   7262.39,   6793.71,   4435.84,   5238.65,   3287.42
201302,   2859.37,   6931.03,   4457.16,   2511.75,   4522.55,   7922.25,   5843.61,   4337.94,   1181.39,   4180.61,   3936.27,   5063.45,   8204.42,   7647.73,   7179.11,   4730.70,   5563.56,   3308.86
