This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The residual return variance is measured over 60 days up to formation month-end requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
200709,    3.73,    2.86,    2.03,    5.47,    4.09,    3.93,    3.20,    3.18,    2.36,    1.98,    2.08,    6.65,    4.36,    4.27,    3.90
200710,    1.52,    2.70,    2.51,    4.18,    2.11,    1.32,    1.98,    2.53,    2.88,    1.94,    3.16,    1.47,    7.04,    2.71,    1.52
200711,   -2.60,   -5.37,   -6.03,   -7.68,  -10.30,   -2.57,   -2.65,   -4.01,   -6.78,   -5.99,   -6.08,   -7.84,   -7.48,   -9.00,  -12.40
200712,   -0.71,   -0.21,    0.35,   -2.34,   -1.07,   -0.24,   -1.69,   -1.06,    0.41,   -0.09,    0.85,   -2.93,   -1.59,   -1.21,   -0.92
200801,   -5.38,   -5.57,   -7.85,   -6.63,   -8.50,   -5.10,   -6.03,   -5.03,   -6.22,   -8.40,   -7.02,   -5.45,   -8.02,   -6.55,  -10.58
200802,   -2.25,   -3.94,   -3.39,   -0.99,   -6.32,   -2.28,   -2.18,   -2.53,   -6.49,   -3.69,   -3.03,    0.06,   -2.25,   -5.10,   -8.01
200803,    0.60,   -1.87,    0.09,   -3.82,   -4.50,    1.18,   -0.42,   -2.29,   -1.31,    2.60,   -2.64,   -3.34,   -4.53,   -3.74,   -5.74
200804,    2.94,    4.36,    7.48,    7.66,    7.18,    2.28,    3.95,    2.25,    6.82,    6.30,    9.22,    9.25,    5.67,    8.39,    5.91
200805,    1.66,    2.22,    1.42,    3.30,    3.55,    0.86,    2.84,    2.62,    1.68,    1.60,    1.11,    1.42,    5.57,    4.95,    1.78
200806,   -7.33,   -8.87,  -10.72,   -8.15,   -7.08,   -7.58,   -7.07,   -8.13,   -9.78,  -12.57,   -8.26,   -8.97,   -7.42,   -5.43,   -8.90
200807,   -0.10,    4.06,   -2.57,   -8.93,   -4.88,    1.86,   -2.02,    3.88,    4.33,   -2.30,   -2.88,   -9.18,   -8.69,   -6.74,   -1.47
200808,    2.50,    2.06,    1.58,   -0.44,   -1.83,    2.36,    2.64,    3.11,    1.06,    0.90,    2.38,    1.42,   -1.50,   -2.49,   -0.96
200809,   -5.00,   -9.90,   -9.73,  -15.37,  -23.64,   -3.82,   -7.18,  -10.05,   -9.59,   -6.59,  -13.51,  -14.20,  -16.64,  -18.27,  -30.10
200810,  -12.93,  -17.89,  -20.90,  -22.08,  -24.19,  -11.79,  -14.67,  -19.56,  -15.89,  -17.75,  -24.52,  -21.50,  -23.21,  -26.43,  -18.94
200811,   -3.42,   -8.26,  -14.01,  -11.50,  -17.64,   -3.45,   -3.39,   -6.63,  -10.32,  -13.09,  -15.33,  -10.91,  -12.16,  -15.69,  -19.89
200812,    1.38,    1.44,    1.11,    6.21,    2.79,    0.95,    2.53,    3.12,   -0.62,    1.04,    1.22,    8.51,    3.64,    2.51,    3.54
200901,   -6.50,  -10.44,   -8.55,   -7.30,  -12.12,   -7.01,   -5.37,   -8.09,  -12.93,   -8.76,   -8.26,   -7.44,   -7.13,  -15.41,   -2.56
200902,   -8.80,   -9.80,  -11.96,  -12.48,  -18.38,   -8.86,   -8.69,   -8.93,  -11.05,  -13.27,   -9.89,  -11.26,  -15.02,  -17.87,  -19.77
200903,    6.32,   10.50,   12.37,   14.92,   18.15,    5.33,    7.84,   11.78,    8.65,   12.57,   12.17,   10.81,   19.46,   16.84,   21.08
200904,    4.65,   11.39,   14.62,   22.93,   32.01,    3.45,    6.08,   10.43,   13.15,   14.30,   15.07,   19.95,   27.61,   31.71,   32.53
200905,    3.44,    3.41,    7.15,   11.80,   15.32,    3.43,    3.45,    2.47,    4.87,    7.81,    5.96,   10.72,   13.36,   15.04,   15.99
200906,    1.51,    0.42,   -1.87,   -2.06,    1.16,    1.01,    2.27,    2.06,   -2.01,   -3.32,   -0.05,   -2.18,   -1.92,    1.56,   -0.05
200907,    7.25,    6.46,    8.10,   10.98,   15.02,    6.01,    9.14,    5.47,    8.40,    8.37,    7.89,    7.99,   14.89,   15.92,   13.16
200908,    1.62,    3.76,    4.78,    6.37,   12.70,    1.12,    2.31,    4.25,    2.97,    5.32,    4.01,    7.35,    5.10,    9.61,   17.54
200909,    2.76,    4.91,    6.27,    5.40,    7.49,    2.05,    3.74,    5.33,    4.29,    6.44,    6.08,    4.66,    6.77,    7.82,    6.94
200910,   -0.09,   -3.33,   -4.00,   -5.64,  -12.80,    0.54,   -0.92,   -1.53,   -5.42,   -3.14,   -4.94,   -4.81,   -6.83,  -10.82,  -14.86
200911,    5.57,    6.09,    5.39,    5.43,    4.77,    5.73,    5.41,    5.83,    6.63,    4.32,    7.08,    6.03,    4.60,    4.76,    4.79
200912,    1.71,    3.11,    3.77,    3.92,    7.18,    0.60,    3.04,    2.51,    4.14,    2.55,    6.04,    7.10,    0.62,    8.39,    5.54
201001,   -3.49,   -2.93,   -3.30,   -3.39,   -3.23,   -2.10,   -5.01,   -2.89,   -2.98,   -4.18,   -2.17,   -2.88,   -4.21,   -2.08,   -4.51
201002,    2.52,    3.36,    4.81,    4.15,    5.65,    2.40,    2.69,    3.50,    3.19,    5.03,    4.49,    2.93,    6.22,    6.63,    4.28
201003,    4.57,    7.50,    6.78,    9.56,    9.01,    3.77,    5.90,    6.18,    9.35,    6.18,    7.52,    9.64,    9.40,    9.96,    7.79
201004,    1.03,    2.29,    2.14,    3.87,    6.30,    0.78,    1.44,    1.51,    3.42,    3.68,    0.73,    4.55,    3.01,    5.35,    7.33
201005,   -7.88,   -7.45,   -8.23,   -8.29,   -8.53,   -7.39,   -8.61,   -6.58,   -8.82,   -8.77,   -7.65,   -7.90,   -8.88,   -6.27,  -10.85
201006,   -4.24,   -5.25,   -7.84,   -8.06,   -9.99,   -2.22,   -7.09,   -4.19,   -6.72,   -7.33,   -8.51,   -8.46,   -7.53,   -9.46,  -10.54
201007,    6.34,    6.72,    7.92,    8.40,    9.26,    6.40,    6.27,    7.02,    6.36,    7.94,    7.89,    8.52,    8.22,   10.43,    8.12
201008,   -3.09,   -6.22,   -6.88,   -6.19,   -5.20,   -2.66,   -3.66,   -7.01,   -4.96,   -7.54,   -5.38,   -6.23,   -6.14,   -3.24,   -7.62
201009,    7.68,    9.75,   12.09,   12.65,   13.49,    7.09,    8.48,    9.76,    9.74,   12.04,   12.17,   12.28,   13.17,   12.76,   14.31
201010,    2.90,    4.54,    4.39,    5.53,    4.14,    2.86,    2.97,    4.13,    5.29,    4.65,    4.05,    4.36,    6.86,    5.03,    2.96
201011,   -0.27,    0.97,    0.47,    2.69,    2.93,   -0.46,    0.10,   -0.66,    2.70,    2.19,   -1.36,    1.41,    4.86,    3.12,    2.65
201012,    5.58,    7.75,    7.29,    9.61,    6.04,    4.43,    7.35,    7.18,    8.34,    7.97,    6.70,    9.99,    9.05,    6.05,    6.01
201101,    1.53,    3.13,    1.56,    3.33,   -0.70,    1.63,    1.39,    3.96,    2.14,    3.46,   -0.28,    4.09,    2.63,   -0.87,   -0.51
201102,    3.41,    3.20,    4.29,    4.29,    2.07,    3.43,    3.37,    2.86,    3.57,    3.95,    4.94,    4.57,    3.99,    1.16,    3.07
201103,    0.15,    0.30,    1.26,    1.04,    0.57,    0.98,   -0.58,    1.31,   -0.94,    1.09,    1.50,    1.21,    0.85,    1.14,   -0.10
201104,    3.30,    3.12,    2.69,    1.73,    2.23,    2.99,    3.56,    2.78,    3.88,    2.16,    3.24,    1.91,    1.56,    1.79,    2.84
201105,   -0.82,   -1.12,   -1.78,   -1.87,   -2.24,    0.66,   -2.30,   -1.34,   -0.69,   -1.58,   -2.06,   -1.91,   -1.81,   -2.93,   -1.40
201106,   -1.48,   -1.75,   -1.72,   -1.97,   -3.06,   -1.24,   -1.70,   -1.83,   -1.62,   -2.44,   -1.01,   -1.67,   -2.32,   -3.09,   -3.02
201107,   -2.77,   -2.71,   -0.29,   -3.03,   -2.33,   -2.52,   -3.08,   -1.98,   -4.06,   -0.69,    0.28,   -3.29,   -2.63,   -2.02,   -2.79
201108,   -2.99,   -6.84,   -9.39,   -8.59,  -10.18,   -1.75,   -4.50,   -7.29,   -6.35,   -9.05,   -9.97,   -8.73,   -8.44,   -9.75,  -10.90
201109,   -4.57,   -9.16,  -10.10,  -12.39,  -13.64,   -3.88,   -5.45,   -7.98,  -11.08,   -8.55,  -11.79,  -10.30,  -15.15,  -13.03,  -14.43
201110,    8.31,   13.96,   15.47,   16.87,   12.41,    7.08,   10.56,   12.46,   15.88,   16.37,   14.65,   16.29,   17.59,   13.09,   11.61
201111,    1.00,   -0.58,   -1.47,   -2.22,   -4.44,    1.32,    0.51,   -0.05,   -1.56,   -1.10,   -1.87,   -1.16,   -3.34,   -6.19,   -1.99
201112,    2.93,   -0.13,   -1.93,   -3.52,   -2.00,    3.01,    2.79,   -0.15,   -0.10,   -2.20,   -1.66,   -2.71,   -4.42,   -1.73,   -2.34
201201,    1.58,    6.82,    8.48,   10.77,   10.62,    0.64,    2.88,    7.05,    6.46,    8.37,    8.60,   11.62,    9.81,    8.69,   12.96
201202,    2.53,    6.80,    3.93,    5.91,    5.70,    2.23,    2.96,    8.22,    4.18,    4.35,    3.57,    4.92,    7.60,    5.30,    6.22
201203,    3.48,    3.43,    3.01,    1.75,    1.09,    2.99,    4.15,    3.76,    2.95,    2.62,    3.51,    0.72,    2.89,    1.46,    0.53
201204,   -0.07,   -0.65,   -2.23,   -1.97,   -2.94,    0.36,   -0.66,   -0.20,   -1.18,   -2.33,   -2.09,   -3.94,    0.48,   -0.83,   -5.61
201205,   -4.44,   -6.61,   -6.92,  -10.05,   -9.89,   -3.12,   -6.54,   -7.61,   -4.79,   -8.74,   -5.77,  -10.76,   -8.93,  -10.36,   -9.21
201206,    4.96,    2.96,    2.05,    3.72,    3.80,    5.39,    4.28,    3.65,    2.25,    2.50,    1.36,    2.97,    5.33,    5.05,    2.17
201207,    1.60,    0.75,    0.15,    0.25,   -3.63,    1.84,    1.27,   -0.37,    2.07,    1.44,   -2.24,   -0.12,    0.62,   -2.14,   -5.31
201208,    0.53,    3.86,    4.19,    5.87,    3.74,   -0.40,    1.69,    2.21,    5.58,    3.74,    4.70,    5.84,    5.91,    4.18,    3.12
201209,    2.44,    3.01,    3.04,    3.13,    2.83,    2.85,    1.94,    2.03,    4.69,    2.94,    3.14,    3.06,    3.25,    2.12,    3.80
201210,   -1.17,   -1.96,   -2.43,   -2.21,   -3.93,   -1.71,   -0.35,   -0.54,   -3.47,    0.25,   -4.88,   -2.61,   -1.65,   -4.36,   -3.25
201211,   -0.02,    0.88,    1.78,    2.59,    2.04,   -0.25,    0.29,    1.00,    0.70,    1.12,    3.06,    2.47,    2.74,    0.86,    3.55
201212,    0.48,    2.26,    0.10,    2.95,    3.20,    0.25,    0.81,    1.94,    2.72,   -1.30,    3.70,    3.03,    2.86,    3.00,    3.39
201301,    5.94,    5.68,    3.53,    6.05,    7.95,    5.89,    6.01,    5.87,    5.48,    7.19,    0.34,    6.05,    6.05,    7.90,    8.00
201302,    2.24,    1.18,    0.29,    0.42,   -0.88,    2.55,    1.80,    0.74,    1.64,    0.20,    0.43,    0.21,    0.68,   -0.56,   -1.67
201303,    3.87,    4.08,    4.31,    4.95,    3.39,    3.09,    4.79,    3.91,    4.28,    4.20,    4.47,    4.77,    5.25,    2.71,    5.03
201304,    1.92,    2.02,    0.72,    0.82,    0.71,    2.49,    1.06,    1.92,    2.21,    1.47,   -0.22,    0.52,    1.39,   -0.22,    3.10
201305,    1.08,    3.53,    4.29,    2.98,    5.88,    1.18,    1.00,    3.89,    2.99,    4.41,    4.13,    2.70,    3.55,    6.53,    5.04
201306,   -0.21,   -0.46,   -2.35,   -4.11,   -0.82,   -0.17,   -0.27,   -1.17,    0.37,   -1.15,   -3.38,   -5.26,   -2.12,   -1.20,   -0.30
201307,    5.50,    4.43,    5.39,    8.46,    8.33,    5.44,    5.62,    4.31,    4.59,    4.93,    5.74,    7.34,    9.71,    8.78,    7.87
201308,   -4.21,   -2.79,   -0.87,   -1.46,   -1.31,   -4.59,   -3.50,   -3.00,   -2.56,   -2.08,    0.30,   -2.25,   -0.84,   -3.09,    0.04
201309,    2.26,    4.58,    4.74,    4.60,    6.95,    1.81,    3.52,    4.72,    4.45,    5.37,    4.12,    4.77,    4.46,    5.53,    8.78
201310,    4.41,    4.45,    4.07,    4.64,    1.89,    4.30,    4.70,    5.16,    3.82,    4.81,    2.85,    3.34,    5.67,    3.63,   -1.30
201311,    3.02,    2.24,    3.65,    4.03,    3.06,    3.21,    2.68,    2.70,    1.74,    3.32,    4.17,    5.12,    2.08,    3.48,    2.32
201312,    2.12,    3.12,    2.69,    3.57,    4.08,    1.63,    3.19,    3.21,    3.00,    2.50,    2.92,    2.95,    4.18,    4.43,    3.49
201401,   -4.45,   -3.98,   -2.93,   -0.64,    1.13,   -4.06,   -4.88,   -3.46,   -4.29,   -3.22,   -2.47,   -3.04,    1.57,   -0.08,    2.84
201402,    3.59,    5.09,    5.46,    4.84,    7.31,    3.03,    4.21,    4.72,    5.72,    6.05,    4.72,    4.47,    5.67,    7.96,    6.71
201403,    2.04,    1.17,   -1.70,   -1.38,   -5.85,    3.07,    1.08,    1.19,    1.16,   -0.64,   -2.91,   -1.44,   -1.25,   -5.28,   -6.61
201404,    1.15,   -1.20,    1.13,   -2.47,   -5.73,    0.90,    1.41,   -2.04,   -0.10,   -0.87,    3.69,   -2.76,   -2.13,   -3.99,   -7.72
201405,    1.61,    2.00,    2.81,    3.49,    0.39,    1.23,    2.39,    2.24,    1.70,    3.23,    2.08,    2.86,    4.05,   -0.35,    1.04
201406,    1.88,    2.00,    2.80,    3.98,    7.52,    1.78,    2.08,    2.07,    1.92,    2.29,    4.03,    3.89,    4.14,    5.68,   10.61
201407,   -1.92,   -2.02,   -1.23,   -1.82,   -5.42,   -2.76,   -0.59,   -2.65,   -1.50,   -1.98,   -0.59,   -1.28,   -2.70,   -4.71,   -6.25
201408,    3.55,    4.81,    4.04,    5.49,    5.52,    3.52,    3.61,    5.34,    3.67,    3.85,    4.33,    4.35,    6.84,    4.46,    6.97
201409,   -0.79,   -1.93,   -3.45,   -3.76,   -4.02,   -0.72,   -0.92,   -1.52,   -2.82,   -2.95,   -4.08,   -3.30,   -4.58,   -4.88,   -3.03
201410,    2.60,    2.43,    3.21,    1.23,    2.73,    1.72,    4.58,    2.30,    2.61,    3.98,    2.18,    1.58,    0.71,    3.85,    1.45
201411,    2.55,    2.98,    3.98,    0.67,   -0.85,    2.37,    2.85,    2.76,    3.21,    4.32,    3.55,    0.48,    1.02,   -1.67,    0.33
201412,    0.05,    0.23,   -0.44,   -0.42,   -0.33,    0.13,   -0.06,   -0.01,    0.48,   -0.01,   -0.83,   -1.59,    1.77,   -0.93,    0.65
201501,   -3.39,   -3.04,   -4.16,   -1.04,   -0.22,   -5.09,   -1.47,   -2.48,   -3.86,   -4.62,   -3.27,    0.16,   -2.96,    1.36,   -3.53
201502,    6.19,    4.17,    7.27,    7.01,    7.37,    6.49,    5.76,    3.90,    4.60,    7.61,    6.40,    6.23,    7.84,    7.01,    8.37
201503,   -1.40,   -0.25,   -1.48,   -1.02,   -1.09,   -1.73,   -0.92,    0.53,   -1.09,   -1.73,   -0.97,   -1.72,   -0.01,   -1.76,    0.69
201504,    0.18,   -0.16,    1.80,    1.18,    1.40,    0.43,   -0.24,   -0.26,    0.02,    1.91,    1.59,    1.50,    0.72,    2.59,   -0.14
201505,    1.23,    1.78,    1.87,    0.12,    1.66,    1.35,    1.03,    1.90,    1.59,    1.38,    2.59,   -0.94,    1.87,    1.66,    1.66
201506,   -1.39,   -1.39,   -0.50,   -3.15,   -1.87,   -1.10,   -1.99,   -1.96,   -0.42,   -0.03,   -1.10,   -4.18,   -1.35,   -1.39,   -2.51
201507,    2.51,    2.19,   -0.35,    0.83,   -2.93,    2.39,    2.66,    3.05,    1.31,    0.87,   -1.73,    0.06,    1.81,   -2.02,   -4.18
201508,   -6.24,   -5.61,   -6.42,   -4.58,   -6.90,   -6.22,   -6.27,   -5.96,   -5.22,   -6.98,   -5.56,   -5.15,   -4.06,   -6.56,   -7.51
201509,   -1.75,   -2.58,   -4.08,   -4.80,  -10.45,   -1.81,   -1.67,   -2.81,   -2.31,   -3.73,   -4.66,   -4.50,   -5.17,   -8.37,  -14.58
201510,    7.34,    7.66,    8.86,    8.71,    5.53,    7.35,    7.33,    7.19,    8.11,    8.68,    9.16,    7.46,    9.87,    4.59,    7.68
201511,    0.46,    0.83,    0.49,   -0.22,    2.03,    0.53,    0.34,    0.90,    0.74,    0.22,    1.06,   -0.06,   -0.44,    2.38,    1.32
201512,   -1.31,   -2.10,   -2.09,   -5.81,   -4.24,   -1.46,   -1.06,   -0.90,   -3.61,   -1.54,   -2.98,   -6.74,   -4.77,   -5.40,   -2.00
201601,   -4.29,   -5.05,   -6.13,  -10.49,  -16.00,   -3.94,   -4.85,   -4.90,   -5.38,   -6.19,   -6.02,  -10.87,  -10.08,  -15.05,  -17.80
201602,   -0.66,    0.51,    0.92,   -0.18,    0.90,   -0.34,   -1.25,    0.49,    0.55,    1.72,   -0.07,   -1.18,    1.77,    1.16,    0.46
201603,    6.47,    6.72,    7.60,    8.08,   10.45,    6.20,    6.89,    6.82,    6.55,    7.93,    7.10,    7.44,    9.50,    8.35,   14.60
201604,    0.18,    0.01,    1.58,    3.68,    9.16,    0.91,   -0.88,   -1.46,    2.41,    0.52,    3.27,    2.95,    4.85,    5.65,   15.38
201605,    1.44,    2.57,    2.56,    0.57,    0.72,    0.90,    2.37,    2.89,    2.07,    2.75,    2.08,    0.10,    0.97,    1.54,   -0.85
201606,    1.42,   -1.31,   -1.69,   -1.46,   -0.03,    1.74,    0.83,   -0.82,   -1.92,   -2.56,   -0.84,   -0.26,   -2.71,    1.38,   -3.61
201607,    2.80,    4.02,    5.14,    7.38,    6.86,    2.16,    3.99,    2.44,    6.13,    4.94,    5.53,    6.69,    8.16,    6.33,    8.10
201608,   -0.12,    1.25,    0.96,    0.75,    2.08,    0.40,   -0.89,    0.92,    1.68,    0.99,    0.90,   -0.35,    2.19,    2.95,    0.57
201609,   -0.44,    0.26,    1.70,    1.79,    3.64,   -0.89,    0.21,   -0.49,    0.85,    1.20,    2.20,    2.94,    0.77,    2.37,    5.40
201610,   -1.64,   -1.08,   -1.45,   -4.25,   -8.68,   -1.79,   -1.37,   -0.40,   -1.93,   -0.07,   -3.05,   -4.62,   -3.84,   -6.46,  -11.42
201611,    4.11,    3.10,    7.84,    7.29,    9.05,    3.42,    5.51,    1.36,    6.12,    7.18,    8.42,    7.18,    7.40,    8.04,   10.86
201612,    2.68,    1.08,    1.18,    0.19,   -0.03,    2.55,    2.87,    1.19,    0.92,    0.39,    1.94,    0.54,   -0.39,   -0.54,    0.77
201701,    1.45,    2.76,    2.43,    1.80,    4.04,    1.06,    2.19,    4.14,    1.26,    2.05,    2.86,    1.73,    1.92,    4.33,    3.64
201702,    4.24,    3.37,    3.13,    2.63,    0.72,    4.44,    3.86,    3.46,    3.23,    4.44,    1.37,    2.85,    2.41,   -0.62,    2.33
201703,    0.17,    0.01,    0.41,    0.64,    0.23,   -0.25,    0.84,    0.75,   -1.10,    0.06,    0.93,    0.78,    0.45,    1.59,   -1.84
201704,    1.34,    1.14,    0.72,    0.61,    0.42,    1.70,    0.86,    1.09,    1.23,    0.46,    1.12,    1.05,    0.12,    1.97,   -1.31
201705,    1.81,    0.46,   -0.39,    0.43,   -0.56,    1.73,    2.00,    0.59,    0.17,    0.18,   -1.19,   -0.04,    1.14,   -0.06,   -1.23
201706,    0.14,    1.98,    1.19,    2.08,    3.76,    1.09,   -1.08,    2.68,    1.04,    1.71,    0.42,    1.78,    2.43,    2.71,    5.73
201707,    2.06,    1.53,    3.03,    0.88,    2.14,    2.21,    1.88,    1.09,    2.04,    4.14,    1.19,    0.84,    0.93,    3.83,   -1.02
201708,    1.16,   -0.23,   -0.60,   -1.98,   -0.85,    0.72,    1.86,    0.16,   -0.68,    0.13,   -1.37,   -2.70,   -1.07,   -1.82,    0.47
201709,    2.33,    1.71,    3.45,    4.65,    4.62,    1.94,    3.00,    0.45,    3.25,    3.33,    3.59,    5.40,    3.68,    3.19,    7.03
201710,    3.38,    2.20,    0.29,    1.72,   -2.39,    3.33,    3.49,    4.97,   -0.85,    0.04,    0.57,    1.66,    1.80,   -2.16,   -2.73
201711,    2.96,    3.33,    3.83,    3.21,    2.47,    3.04,    2.89,    3.91,    2.37,    5.01,    2.97,    2.60,    4.26,    1.04,    5.31
201712,    1.18,    0.68,    1.45,    1.25,    2.20,    0.85,    1.49,    0.86,    0.40,    2.05,    0.94,    0.98,    1.67,    1.70,    2.84
201801,    5.10,    5.10,    8.90,    4.51,    3.64,    4.83,    5.43,    4.51,    5.98,    6.77,   11.55,    3.32,    6.13,    3.05,    4.55
201802,   -2.74,   -4.64,   -5.58,   -2.44,   -1.74,   -3.83,   -1.05,   -4.93,   -4.23,   -5.35,   -5.82,   -1.59,   -3.78,   -1.49,   -2.09
201803,   -2.55,   -2.55,   -1.65,   -1.39,   -0.59,   -2.91,   -2.00,   -2.26,   -2.77,   -1.65,   -1.65,   -0.17,   -2.82,    0.19,   -1.48
201804,    0.21,    0.95,    0.10,    0.66,    0.58,    0.07,    0.43,    0.54,    1.42,   -0.16,    0.42,   -0.51,    2.50,    1.09,   -0.25
201805,    1.21,    3.74,    3.06,    3.91,    7.57,    0.46,    2.47,    4.53,    2.81,    3.20,    2.90,    5.52,    0.76,    8.19,    6.70
201806,    0.61,    0.59,    0.15,    1.18,    1.51,   -0.12,    1.39,    0.84,    0.42,   -0.88,    1.26,    1.46,    0.84,    2.17,    0.37
201807,    5.31,    2.83,    1.21,    1.97,   -0.21,    6.31,    4.13,    2.90,    2.70,    1.24,    1.16,    2.44,    1.49,    0.30,   -0.80
201808,    4.49,    2.05,    2.90,    3.07,    4.09,    6.30,    2.14,    3.19,    0.27,    2.65,    3.15,    3.44,    2.45,    2.96,    6.68
201809,    0.53,    0.31,    0.41,   -0.01,   -3.03,    0.31,    0.77,   -0.46,    1.43,    1.01,   -0.42,   -0.79,    0.95,   -3.68,   -1.48
201810,   -6.29,   -7.26,   -7.71,  -12.31,  -11.82,   -4.27,   -8.73,   -8.06,   -6.37,   -7.50,   -8.05,  -12.30,  -12.32,  -11.23,  -13.14
201811,    2.44,    2.31,    2.11,   -3.05,    0.05,    3.96,   -0.20,    2.75,    2.01,    2.83,    0.93,   -4.53,   -1.29,   -1.61,    1.97
201812,   -8.91,   -9.41,   -9.04,  -11.43,  -11.97,   -8.81,   -9.20,  -10.17,   -8.34,   -8.38,  -10.08,  -10.33,  -12.86,  -11.22,  -12.61
201901,    6.50,    8.89,   12.70,   13.14,   13.56,    6.45,    6.58,    8.79,    9.01,   11.77,   14.48,   12.95,   13.37,   15.46,   10.67
201902,    3.77,    3.33,    3.55,    2.74,    5.73,    3.78,    3.75,    2.15,    4.88,    2.88,    4.83,    2.12,    4.22,    4.85,    7.25
201903,    1.28,    2.34,   -0.25,    0.82,    0.48,    1.90,    0.07,    0.47,    3.73,    0.56,   -1.19,    0.48,    1.37,    0.44,    0.54
201904,    4.88,    4.15,    3.96,    3.78,   -0.18,    4.72,    5.26,    3.20,    4.83,    1.78,    5.97,    3.85,    3.69,   -0.14,   -0.23
201905,   -5.72,   -6.38,   -9.27,   -7.34,   -9.33,   -5.16,   -6.35,   -6.60,   -6.15,   -8.39,  -10.15,   -5.89,   -9.94,   -9.22,   -9.45
201906,    6.74,    7.45,    7.11,    8.04,    8.74,    6.89,    6.45,    7.00,    7.84,    6.54,    7.78,    8.36,    7.39,    9.32,    8.26
201907,    1.10,    2.24,    1.95,    1.06,   -0.89,    1.44,    0.55,    0.99,    3.76,    2.49,    0.87,    1.24,    0.62,   -0.84,   -0.93
201908,   -0.81,   -2.65,   -3.39,   -5.83,   -6.28,   -0.52,   -1.42,   -2.22,   -3.30,   -3.62,   -3.12,   -4.85,   -7.13,   -6.99,   -4.98
201909,    2.26,    0.97,    1.47,    0.84,   -3.08,    1.52,    3.36,    0.73,    1.23,    2.23,    0.67,    0.28,    1.48,   -2.21,   -4.72
201910,    2.02,    2.81,    1.07,    3.69,    1.33,    1.57,    2.57,    1.82,    3.60,    2.81,   -0.32,    3.73,    3.62,    3.35,   -2.38
201911,    3.20,    3.70,    5.22,    6.47,    8.64,    2.84,    3.75,    3.09,    4.53,    3.67,    6.66,    6.37,    6.59,    8.96,    7.77
201912,    2.95,    2.88,    1.76,    3.24,    5.89,    2.59,    3.44,    2.57,    3.27,    1.90,    1.58,    2.87,    3.89,    5.29,    6.89
202001,    1.18,   -0.37,   -3.54,   -0.98,    1.38,    0.96,    1.49,   -0.08,   -0.71,   -4.41,   -2.23,   -0.86,   -1.15,    6.11,   -3.20
202002,   -8.99,   -7.54,   -7.42,   -6.49,   -4.33,   -8.43,   -9.85,   -7.04,   -8.18,   -7.51,   -7.33,   -5.81,   -7.92,   -4.68,   -3.89
202003,  -11.86,  -13.26,  -14.95,  -15.53,  -21.14,  -12.44,  -11.11,  -13.63,  -12.71,  -10.29,  -25.79,  -13.24,  -19.70,  -20.40,  -21.86
202004,   12.85,   12.18,   15.24,   18.13,   32.06,   13.12,   11.89,   13.09,   10.96,   13.39,   18.58,   19.86,   16.42,   33.84,   28.98
202005,    4.86,    6.88,    5.78,    9.76,    7.92,    4.39,    6.49,    6.85,    6.95,    4.75,    7.79,   10.34,    9.31,    4.40,   14.45
202006,    2.42,    0.21,    2.18,    7.96,    9.06,    2.82,    1.01,   -0.13,    0.83,    1.13,    3.74,    7.32,    8.93,    7.71,   11.19
202007,    6.19,    5.83,    3.32,    6.42,    5.82,    5.97,    6.75,    5.98,    5.67,    2.87,    4.04,    4.38,    8.61,    4.34,    8.52
202008,    8.23,    4.38,    4.63,   17.79,    4.77,    7.13,    9.91,    3.72,    4.81,    4.73,    4.48,    7.28,   27.05,    6.53,    2.28
202009,   -3.05,   -5.01,   -3.93,   -0.44,   -5.31,   -3.12,   -2.89,   -4.79,   -5.22,   -5.04,   -1.97,    1.26,   -3.29,   -8.37,    2.52
202010,   -2.20,   -1.81,   -2.28,    0.07,   -4.48,   -2.01,   -2.69,   -1.93,   -1.63,   -2.94,   -0.13,    0.46,   -0.94,   -3.35,   -5.46
202011,    9.35,   13.29,   12.52,   21.06,   24.92,    9.35,    9.34,   12.99,   13.70,   11.79,   14.18,   19.65,   23.61,   17.90,   30.71
202012,    3.85,    3.69,    6.02,    6.07,   10.84,    3.07,    5.39,    1.86,    6.45,    5.00,    6.98,    7.19,    4.88,   10.22,   11.16
202101,   -1.46,   -1.84,    0.33,    2.83,   11.66,   -1.64,   -0.71,   -1.49,   -2.60,    0.30,    0.36,    2.75,    2.96,    8.34,   17.91
202102,    2.66,    1.96,    6.04,    7.63,   -4.52,    2.19,    4.36,    0.44,    5.25,    5.86,    6.31,    8.63,    6.13,   -3.69,   -6.02
202103,    5.32,    4.49,    1.55,   -1.89,   -6.71,    5.24,    5.52,    3.28,    6.33,    0.73,    2.39,   -0.02,   -4.05,   -5.46,   -7.92
202104,    5.46,    7.00,    3.59,    2.80,   -1.20,    5.41,    5.54,    7.65,    6.26,    5.37,    0.83,    2.02,    3.45,    0.94,   -2.97
