This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The residual return variance is measured over 60 days up to formation month-end requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
201411,     453,     491,     611,     699,    1428,     203,     251,     229,     264,     281,     331,     326,     374,     551,     877
201412,     450,     522,     548,     799,    1357,     203,     251,     242,     282,     275,     274,     349,     451,     536,     822
201501,     438,     538,     601,     740,    1376,     201,     239,     271,     268,     291,     311,     326,     415,     551,     827
201502,     466,     490,     637,     742,    1360,     213,     254,     241,     252,     316,     322,     366,     376,     527,     834
201503,     476,     523,     637,     667,    1377,     229,     249,     271,     253,     313,     326,     322,     345,     597,     780
201504,     482,     505,     623,     721,    1345,     236,     248,     268,     238,     299,     326,     370,     354,     540,     805
201505,     483,     507,     594,     727,    1361,     241,     246,     270,     239,     299,     297,     347,     380,     529,     832
201506,     447,     505,     602,     753,    1372,     217,     232,     233,     273,     299,     304,     358,     395,     530,     842
201507,     433,     487,     586,     767,    1403,     208,     228,     244,     244,     275,     314,     367,     403,     503,     901
201508,     426,     510,     582,     802,    1366,     193,     234,     238,     272,     294,     289,     345,     458,     498,     869
201509,     420,     534,     594,     797,    1354,     185,     239,     252,     282,     299,     295,     370,     429,     602,     753
201510,     440,     522,     582,     826,    1331,     201,     240,     248,     275,     290,     293,     388,     439,     566,     767
201511,     439,     560,     598,     760,    1326,     199,     240,     285,     277,     276,     323,     336,     424,     584,     745
201512,     455,     557,     591,     770,    1308,     219,     238,     283,     278,     296,     296,     329,     441,     566,     743
201601,     453,     552,     602,     838,    1219,     214,     239,     280,     276,     292,     311,     368,     473,     530,     691
201602,     440,     550,     612,     806,    1233,     189,     251,     269,     284,     309,     303,     359,     450,     528,     705
201603,     470,     564,     617,     802,    1163,     207,     264,     248,     317,     329,     288,     387,     416,     505,     658
201604,     477,     569,     611,     778,    1167,     211,     266,     258,     315,     304,     307,     332,     448,     533,     634
201605,     480,     553,     623,     741,    1195,     240,     242,     280,     277,     316,     307,     326,     417,     566,     629
201606,     451,     534,     610,     672,    1308,     219,     233,     275,     261,     311,     300,     273,     400,     593,     716
201607,     460,     515,     617,     675,    1312,     228,     234,     245,     273,     314,     305,     321,     356,     576,     737
201608,     424,     530,     593,     698,    1305,     189,     236,     261,     272,     319,     276,     332,     368,     517,     789
201609,     433,     521,     609,     739,    1256,     204,     230,     241,     284,     298,     313,     341,     401,     445,     811
201610,     454,     487,     583,     763,    1257,     205,     250,     229,     260,     279,     307,     359,     405,     427,     830
201611,     486,     470,     572,     712,    1307,     255,     231,     228,     242,     261,     312,     325,     387,     493,     814
201612,     485,     497,     581,     644,    1328,     232,     254,     233,     264,     269,     316,     319,     326,     467,     863
201701,     432,     510,     556,     699,    1331,     209,     224,     231,     279,     279,     277,     305,     396,     470,     863
201702,     395,     487,     542,     752,    1341,     191,     205,     235,     254,     275,     269,     357,     397,     447,     896
201703,     403,     472,     511,     740,    1385,     190,     214,     235,     238,     243,     272,     350,     390,     478,     907
201704,     408,     497,     521,     768,    1312,     181,     227,     229,     268,     256,     266,     364,     404,     424,     889
201705,     382,     508,     577,     703,    1329,     190,     193,     248,     262,     278,     299,     324,     380,     409,     921
201706,     381,     517,     556,     710,    1340,     174,     208,     259,     261,     281,     276,     309,     402,     464,     877
201707,     380,     539,     538,     754,    1294,     165,     215,     259,     283,     267,     271,     362,     394,     471,     823
201708,     385,     500,     543,     779,    1300,     183,     202,     244,     256,     251,     295,     379,     403,     476,     824
201709,     396,     478,     613,     705,    1317,     178,     218,     237,     242,     292,     324,     365,     342,     489,     828
201710,     408,     496,     569,     707,    1310,     191,     217,     244,     254,     271,     301,     352,     356,     459,     851
201711,     397,     504,     582,     653,    1343,     189,     208,     233,     274,     270,     313,     320,     336,     454,     889
201712,     405,     524,     592,     649,    1302,     184,     221,     246,     279,     258,     337,     279,     371,     422,     880
201801,     416,     498,     567,     660,    1329,     180,     236,     235,     264,     266,     303,     317,     345,     466,     864
201802,     421,     459,     586,     657,    1351,     198,     223,     222,     237,     296,     292,     323,     335,     421,     932
201803,     444,     491,     519,     694,    1324,     220,     224,     240,     252,     254,     269,     313,     381,     418,     907
201804,     463,     491,     514,     678,    1319,     242,     221,     224,     267,     250,     266,     304,     375,     421,     900
201805,     482,     477,     533,     640,    1326,     244,     238,     236,     242,     240,     296,     303,     337,     448,     879
201806,     467,     487,     544,     626,    1341,     237,     230,     249,     241,     277,     267,     290,     336,     459,     882
201807,     475,     517,     519,     644,    1318,     251,     225,     254,     265,     268,     255,     314,     331,     402,     917
201808,     488,     504,     506,     632,    1360,     252,     236,     258,     249,     245,     263,     316,     318,     420,     940
201809,     480,     542,     500,     618,    1364,     231,     249,     256,     286,     242,     260,     309,     309,     462,     904
201810,     479,     505,     513,     613,    1391,     263,     216,     235,     272,     255,     262,     291,     323,     446,     948
201811,     475,     488,     536,     632,    1372,     248,     227,     245,     245,     272,     264,     287,     346,     407,     965
201812,     477,     511,     521,     652,    1337,     258,     219,     240,     275,     264,     258,     297,     355,     410,     927
201901,     460,     512,     510,     675,    1329,     232,     228,     260,     255,     232,     280,     309,     366,     406,     924
201902,     427,     488,     482,     707,    1376,     210,     218,     249,     241,     227,     255,     331,     376,     458,     919
201903,     436,     470,     503,     693,    1365,     216,     222,     235,     235,     245,     258,     327,     368,     432,     934
201904,     420,     478,     560,     683,    1314,     208,     212,     217,     263,     286,     276,     308,     377,     402,     912
201905,     440,     474,     574,     672,    1285,     218,     222,     232,     243,     309,     269,     308,     369,     378,     909
201906,     447,     459,     545,     731,    1282,     228,     220,     237,     225,     269,     277,     336,     399,     415,     868
201907,     461,     479,     507,     749,    1291,     233,     228,     241,     239,     258,     251,     369,     383,     465,     828
201908,     473,     470,     555,     690,    1305,     250,     223,     215,     258,     260,     297,     313,     377,     503,     804
201909,     472,     503,     573,     698,    1254,     246,     226,     241,     263,     269,     306,     328,     371,     521,     733
201910,     478,     494,     566,     713,    1229,     257,     221,     247,     250,     251,     318,     316,     398,     528,     701
201911,     464,     491,     560,     682,    1285,     234,     230,     246,     248,     271,     290,     309,     373,     538,     748
201912,     491,     492,     529,     695,    1266,     252,     239,     236,     256,     239,     290,     325,     371,     465,     801
202001,     489,     478,     530,     672,    1295,     259,     231,     225,     254,     257,     273,     324,     348,     395,     901
202002,     477,     480,     499,     679,    1318,     244,     234,     224,     258,     248,     253,     331,     351,     376,     944
202003,     491,     457,     522,     659,    1322,     271,     221,     220,     239,     253,     270,     308,     353,     437,     885
202004,     485,     516,     620,     836,     993,     240,     245,     247,     271,     273,     352,     375,     466,     446,     548
202005,     450,     546,     646,     882,     915,     211,     239,     252,     296,     288,     363,     405,     481,     438,     477
202006,     436,     506,     673,     908,     910,     210,     226,     258,     252,     314,     363,     464,     445,     421,     489
202007,     387,     459,     555,     928,    1100,     207,     180,     211,     249,     276,     279,     410,     519,     470,     630
202008,     382,     456,     575,     787,    1232,     183,     199,     221,     236,     287,     290,     325,     464,     485,     748
202009,     378,     457,     564,     729,    1305,     180,     199,     222,     237,     296,     271,     337,     396,     491,     817
202010,     420,     456,     571,     715,    1284,     204,     216,     235,     223,     299,     272,     319,     399,     465,     821
202011,     412,     464,     571,     715,    1308,     195,     218,     211,     254,     299,     273,     351,     366,     478,     832
202012,     414,     484,     613,     770,    1216,     209,     205,     253,     232,     291,     325,     348,     423,     447,     770
202101,     415,     483,     614,     703,    1301,     218,     197,     232,     254,     284,     332,     348,     357,     491,     812
202102,     421,     481,     580,     727,    1332,     205,     216,     239,     242,     287,     294,     365,     364,     463,     870
202103,     440,     458,     562,     717,    1385,     221,     219,     214,     246,     275,     290,     343,     374,     388,     999
202104,     482,     432,     566,     739,    1404,     248,     234,     211,     221,     274,     293,     347,     392,     409,     995
202105,     512,     412,     599,     721,    1438,     294,     219,     202,     210,     258,     344,     335,     387,     442,     996
202106,     515,     417,     617,     784,    1403,     288,     228,     219,     200,     279,     339,     355,     431,     506,     900
202107,     520,     456,     601,     746,    1496,     289,     231,     227,     229,     302,     299,     342,     406,     535,     962
202108,     527,     494,     600,     710,    1527,     311,     217,     244,     252,     288,     313,     328,     382,     571,     957
202109,     566,     484,     583,     712,    1573,     345,     222,     242,     246,     285,     298,     323,     389,     506,    1068
202110,     590,     518,     561,     698,    1576,     359,     231,     245,     275,     268,     293,     332,     368,     489,    1089
202111,     633,     473,     586,     703,    1575,     408,     227,     236,     240,     290,     299,     300,     403,     544,    1034
202112,     662,     499,     561,     805,    1476,     430,     233,     241,     260,     284,     280,     348,     457,     498,     978
202201,     666,     475,     582,     713,    1611,     436,     230,     240,     236,     291,     295,     325,     388,     551,    1060
202202,     688,     477,     559,     687,    1669,     464,     224,     242,     239,     282,     279,     305,     382,     519,    1152
202203,     705,     511,     526,     729,    1621,     484,     222,     239,     277,     262,     264,     341,     388,     527,    1096
202204,     768,     512,     541,     746,    1541,     522,     247,     255,     257,     262,     279,     298,     448,     555,     989
202205,     814,     471,     528,     756,    1543,     554,     260,     244,     229,     259,     270,     361,     395,     554,     991
202206,     801,     461,     515,     716,    1629,     513,     289,     234,     229,     261,     254,     337,     379,     525,    1106
202207,     774,     459,     550,     686,    1709,     510,     264,     225,     235,     286,     265,     309,     377,     523,    1190
202208,     753,     443,     596,     650,    1725,     507,     247,     217,     226,     297,     300,     294,     356,     513,    1216
202209,     743,     438,     577,     698,    1706,     504,     240,     224,     215,     301,     277,     326,     372,     558,    1149
202210,     731,     469,     560,     693,    1710,     488,     244,     232,     240,     236,     327,     337,     358,     551,    1160
202211,     717,     461,     554,     713,    1709,     461,     256,     221,     241,     275,     281,     319,     396,     578,    1132
202212,     740,     458,     596,     699,    1648,     507,     234,     199,     260,     288,     309,     325,     377,     565,    1083
202301,     631,     506,     563,     680,    1695,     405,     226,     251,     256,     270,     295,     327,     356,     570,    1127
202302,     619,     494,     549,     643,    1758,     380,     239,     249,     247,     263,     287,     291,     353,     485,    1275
202303,     621,     471,     508,     691,    1755,     374,     248,     225,     248,     245,     264,     355,     336,     476,    1281
202304,     526,     462,     599,     669,    1757,     331,     195,     218,     245,     271,     329,     338,     332,     552,    1207
202305,     533,     447,     606,     700,    1715,     309,     224,     210,     239,     281,     326,     327,     374,     572,    1143
202306,     481,     444,     532,     705,    1810,     295,     188,     212,     233,     234,     299,     349,     357,     574,    1240
202307,     486,     434,     547,     733,    1785,     274,     212,     207,     227,     267,     280,     332,     402,     564,    1222
202308,     475,     472,     546,     712,    1762,     267,     209,     230,     242,     268,     278,     305,     409,     549,    1215
202309,     507,     464,     522,     682,    1772,     269,     238,     232,     233,     261,     264,     295,     390,     590,    1185
202310,     507,     498,     518,     640,    1772,     285,     222,     238,     261,     242,     276,     274,     368,     605,    1170
202311,     522,     508,     502,     614,    1771,     299,     224,     261,     247,     245,     262,     276,     340,     547,    1227
202312,     534,     488,     496,     604,    1773,     295,     239,     237,     252,     241,     255,     290,     316,     519,    1255
202401,     508,     478,     462,     634,    1787,     265,     243,     225,     254,     220,     242,     317,     319,     480,    1308
202402,     468,     454,     495,     638,    1806,     253,     216,     215,     240,     240,     256,     301,     340,     454,    1354
202403,     443,     459,     521,     592,    1827,     254,     190,     230,     231,     260,     262,     283,     310,     517,    1312
202404,     446,     456,     518,     622,    1778,     247,     199,     214,     244,     273,     245,     289,     336,     541,    1240
202405,     449,     458,     529,     620,    1749,     251,     198,     224,     235,     254,     275,     273,     347,     525,    1226
202406,     458,     454,     486,     650,    1727,     251,     208,     211,     244,     236,     256,     297,     353,     521,    1206
202407,     448,     447,     510,     653,    1699,     254,     195,     224,     223,     233,     280,     277,     377,     456,    1244
202408,     440,     460,     494,     641,    1695,     221,     219,     217,     244,     229,     267,     274,     369,     444,    1253
202409,     443,     429,     473,     615,    1742,     225,     220,     210,     220,     241,     232,     308,     307,     504,    1241
202410,     440,     419,     484,     587,    1739,     234,     207,     207,     214,     226,     258,     277,     311,     497,    1244
202411,     440,     460,     457,     619,    1666,     235,     205,     212,     249,     205,     253,     309,     314,     473,    1195
202412,     451,     449,     458,     611,    1650,     238,     213,     226,     227,     226,     232,     300,     313,     475,    1176
202501,     428,     451,     483,     593,    1629,     219,     211,     206,     246,     228,     259,     286,     308,     440,    1190
202502,     407,     438,     479,     597,    1643,     225,     183,     228,     212,     246,     234,     285,     313,     407,    1238
202503,     440,     386,     476,     629,    1606,     239,     201,     179,     209,     224,     252,     321,     311,     398,    1209
202504,     477,     391,     472,     589,    1590,     273,     204,     180,     214,     208,     266,     285,     305,     417,    1173
202505,     454,     402,     483,     563,    1575,     225,     229,     198,     205,     215,     269,     258,     308,     407,    1171
202506,     438,     383,     487,     536,    1608,     221,     218,     190,     197,     230,     258,     246,     292,     454,    1157
202507,     410,     413,     469,     541,    1618,     218,     192,     195,     219,     222,     247,     269,     273,     479,    1143
202508,     410,     415,     468,     562,    1567,     208,     202,     206,     210,     237,     233,     256,     308,     423,    1148
202509,     413,     444,     448,     597,    1506,     210,     203,     220,     225,     223,     226,     285,     313,     428,    1080
202510,     427,     434,     443,     614,    1473,     213,     214,     215,     221,     204,     241,     245,     369,     403,    1072
202511,     418,     415,     444,     558,    1528,     213,     205,     204,     212,     220,     227,     265,     293,     477,    1054
202512,     432,     415,     426,     564,    1515,     210,     222,     195,     220,     189,     238,     247,     320,     474,    1043
202601,     408,     409,     460,     549,    1498,     185,     224,     196,     214,     233,     229,     243,     309,     424,    1075
202602,     411,     414,     439,     538,    1503,     194,     218,     206,     209,     219,     222,     243,     296,     359,    1145
202603,     440,     405,     458,     554,    1431,     231,     209,     204,     203,     214,     245,     254,     300,     401,    1030
202604,     461,     378,     471,     553,    1408,     262,     199,     175,     203,     201,     271,     270,     285,     395,    1013
202605,     459,     386,     449,     573,    1384,     269,     191,     165,     222,     208,     241,     274,     300,     413,     972


  Average Firm Size
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
196307,    840.98,    255.60,    155.33,     75.88,     19.51,   1327.96,    353.99,    326.09,    185.11,    192.32,    116.52,     91.89,     60.00,     34.16,     14.02
196308,    842.64,    233.49,    153.27,     72.27,     21.02,   1300.85,    357.47,    253.27,    213.70,    201.68,    105.51,    101.48,     48.51,     40.61,     14.05
196309,    831.25,    271.97,    169.32,     85.41,     21.98,   1298.64,    376.75,    312.73,    228.32,    168.39,    170.25,    107.41,     64.25,     44.10,     14.27
196310,    888.46,    245.71,    148.21,     85.68,     23.59,   1263.24,    502.57,    251.13,    240.01,    151.81,    144.60,    111.75,     63.65,     42.48,     16.97
196311,    885.80,    260.18,    176.41,     78.74,     26.30,   1142.20,    605.55,    293.75,    228.43,    193.43,    160.39,     84.56,     73.53,     47.54,     19.01
196312,    763.73,    355.18,    146.33,     82.51,     28.83,    827.78,    695.16,    423.16,    285.13,    150.74,    142.20,    104.21,     62.65,     49.07,     21.62
196401,    794.34,    364.04,    153.52,     88.46,     27.25,    923.17,    658.77,    324.57,    400.69,    190.69,    119.33,     98.26,     79.33,     45.45,     20.74
196402,    789.24,    412.38,    185.67,     74.19,     29.05,   1166.41,    425.94,    508.52,    315.54,    230.06,    142.53,     97.01,     52.81,     47.20,     22.55
196403,    906.10,    347.34,    172.19,     73.54,     27.67,   1117.22,    690.10,    465.99,    225.27,    215.33,    134.98,     85.06,     63.94,     47.91,     20.76
196404,    928.81,    333.98,    159.97,     81.65,     27.56,   1308.25,    535.00,    465.34,    207.24,    166.42,    153.01,    104.55,     59.27,     51.59,     19.21
196405,   1027.42,    238.44,    161.52,     74.34,     24.85,   1560.98,    469.79,    300.93,    182.76,    181.36,    140.68,     82.87,     66.47,     45.65,     16.51
196406,   1030.51,    244.44,    166.86,     80.05,     28.68,   1398.59,    633.90,    272.91,    216.04,    216.86,    117.89,    100.90,     62.31,     58.15,     18.01
196407,    999.16,    294.85,    145.14,     78.64,     28.97,   1414.74,    539.16,    290.60,    297.25,    149.67,    140.66,     85.98,     72.15,     62.60,     16.99
196408,    935.86,    355.68,    161.49,     81.19,     27.18,   1388.25,    457.43,    465.75,    254.08,    181.76,    142.15,    110.08,     58.10,     56.49,     16.94
196409,    963.16,    279.01,    155.61,     86.30,     26.88,   1483.12,    414.85,    307.69,    251.35,    173.48,    140.05,    112.68,     62.92,     52.08,     16.23
196410,   1011.88,    290.86,    167.45,     96.26,     26.50,   1530.91,    485.38,    321.38,    260.77,    163.70,    171.11,    116.60,     78.12,     55.55,     16.15
196411,    992.54,    326.70,    167.82,     93.70,     25.49,   1495.62,    482.22,    397.20,    251.56,    175.57,    159.92,    121.28,     71.48,     55.54,     15.37
196412,    856.38,    448.70,    178.46,     85.77,     24.91,   1315.41,    400.56,    596.92,    301.51,    190.33,    167.05,    105.02,     68.71,     51.64,     15.26
196501,    963.13,    316.98,    194.06,    100.76,     26.47,   1335.13,    568.30,    426.18,    216.82,    246.23,    144.35,    136.30,     65.43,     50.15,     18.04
196502,   1023.39,    333.68,    191.12,    107.23,     25.57,   1432.00,    573.61,    450.84,    219.79,    209.75,    172.49,    143.82,     75.40,     49.00,     17.18
196503,   1075.52,    310.39,    187.61,    104.42,     24.79,   1647.47,    495.15,    383.99,    242.08,    199.93,    174.27,    119.64,     89.02,     42.44,     18.44
196504,   1108.38,    304.83,    187.66,     95.30,     23.94,   1683.71,    497.36,    396.37,    217.09,    202.58,    173.04,    129.69,     68.59,     43.10,     16.04
196505,   1139.44,    361.36,    177.69,    106.70,     24.16,   1665.91,    600.81,    340.18,    383.18,    183.88,    171.57,    134.71,     81.20,     44.49,     17.56
196506,   1032.71,    431.72,    196.85,     98.50,     23.79,   1439.11,    606.03,    594.86,    274.50,    198.80,    194.95,    121.89,     78.35,     43.86,     16.94
196507,   1023.91,    348.75,    166.42,    100.99,     22.20,   1366.14,    679.17,    459.27,    236.62,    184.94,    147.37,    119.16,     82.19,     40.70,     15.30
196508,   1054.19,    266.97,    177.86,    101.84,     24.12,   1474.87,    642.28,    321.58,    213.51,    188.92,    166.00,    132.16,     74.93,     42.80,     15.97
196509,    981.13,    316.96,    206.55,     92.17,     26.57,   1529.82,    432.44,    377.66,    260.74,    224.60,    191.50,    104.70,     80.66,     44.05,     18.33
196510,    974.10,    341.42,    246.12,     89.07,     31.25,   1494.04,    457.78,    378.61,    301.55,    270.45,    220.68,    120.68,     62.88,     60.79,     18.54
196511,    992.59,    369.40,    247.49,    100.22,     30.02,   1499.27,    493.04,    429.63,    310.39,    328.36,    167.16,    115.14,     87.07,     53.67,     19.73
196512,   1025.41,    368.18,    206.56,    103.70,     33.51,   1386.36,    648.88,    386.95,    348.73,    208.62,    204.48,    119.83,     90.25,     62.51,     21.53
196601,   1058.56,    384.55,    188.65,    116.43,     36.17,   1491.75,    616.08,    424.47,    342.49,    226.26,    152.00,    157.57,     85.63,     64.57,     23.02
196602,   1021.03,    417.33,    220.23,    121.11,     36.20,   1369.78,    664.71,    492.24,    342.41,    269.68,    172.69,    136.36,    108.58,     61.64,     25.52
196603,   1029.89,    377.53,    221.16,    122.25,     37.15,   1506.42,    546.46,    403.95,    352.18,    273.54,    172.49,    142.29,    104.38,     54.36,     29.55
196604,   1031.70,    318.12,    221.67,    119.30,     40.14,   1407.96,    618.93,    362.25,    271.37,    264.81,    181.93,    126.98,    112.86,     67.43,     27.82
196605,    950.54,    410.41,    216.60,    125.43,     44.38,   1528.10,    370.43,    409.23,    411.56,    260.71,    173.68,    151.83,    102.46,     75.24,     32.79
196606,    945.84,    341.11,    199.24,    113.90,     43.06,   1330.51,    521.86,    353.69,    327.60,    256.38,    147.99,    137.17,     95.44,     79.02,     28.55
196607,    910.43,    350.49,    190.81,    121.39,     42.76,   1267.83,    577.17,    433.30,    273.70,    262.30,    129.78,    135.40,    108.27,     75.54,     29.50
196608,    873.57,    327.88,    202.22,    109.98,     45.51,   1067.99,    656.77,    365.20,    292.27,    274.21,    133.49,    117.78,    102.35,     86.40,     27.61
196609,    750.27,    288.95,    166.58,    124.11,     41.09,   1049.31,    420.92,    352.43,    226.33,    192.75,    142.06,    158.13,     94.41,     77.80,     25.44
196610,    705.05,    286.75,    188.33,    128.15,     42.55,    972.20,    403.14,    314.40,    257.79,    209.51,    166.46,    167.70,     92.97,     91.55,     22.97
196611,    732.48,    287.69,    217.39,    119.23,     43.45,    847.52,    603.73,    293.24,    279.81,    248.65,    183.33,    136.98,    102.95,     89.23,     21.98
196612,    715.59,    342.40,    208.64,    124.06,     44.73,    921.94,    480.70,    341.63,    343.19,    229.04,    187.71,    163.40,     92.39,     92.41,     24.09
196701,    793.35,    328.20,    221.65,    125.59,     33.91,   1015.23,    536.60,    382.26,    280.29,    226.84,    216.74,    177.28,     85.01,     63.45,     21.32
196702,    935.40,    336.75,    245.64,    129.99,     33.75,   1186.94,    658.71,    364.76,    309.49,    286.23,    205.05,    149.81,    112.78,     54.47,     24.80
196703,   1027.44,    336.65,    219.75,    115.03,     34.16,   1260.68,    795.84,    355.99,    318.10,    287.00,    159.09,    158.74,     75.46,     58.07,     23.53
196704,   1102.62,    350.01,    218.25,    116.87,     36.48,   1443.49,    759.28,    375.40,    326.43,    252.96,    186.93,    150.58,     90.45,     60.44,     26.53
196705,   1091.02,    420.05,    260.22,    112.12,     38.16,   1432.34,    734.31,    465.95,    375.08,    266.49,    254.08,    130.58,     96.71,     66.00,     27.07
196706,    942.91,    494.35,    237.97,    113.77,     37.04,   1294.60,    593.77,    599.13,    388.82,    266.26,    212.73,    137.72,     91.25,     56.08,     29.06
196707,    952.36,    485.11,    270.18,    107.62,     40.74,   1382.82,    518.77,    463.18,    505.86,    331.07,    215.76,    126.91,     90.66,     70.36,     28.83
196708,   1039.46,    421.28,    326.83,    124.32,     43.34,   1048.47,   1030.25,    430.89,    411.87,    398.86,    256.27,    156.90,     95.57,     75.48,     30.25
196709,   1090.71,    376.89,    286.51,    146.72,     41.85,    959.52,   1233.00,    423.69,    328.41,    334.93,    237.18,    203.17,    100.45,     66.38,     31.35
196710,   1096.59,    421.66,    284.25,    150.26,     45.28,   1042.56,   1145.98,    425.90,    414.39,    329.92,    244.30,    181.07,    121.91,     71.17,     33.76
196711,   1079.03,    383.45,    252.15,    143.56,     48.09,   1474.37,    678.01,    420.93,    348.35,    253.96,    250.37,    169.61,    118.25,     84.52,     34.31
196712,   1007.11,    451.87,    231.80,    153.93,     50.93,   1456.48,    560.87,    509.54,    397.06,    251.14,    212.86,    204.25,    111.95,     86.07,     35.40
196801,   1042.33,    439.54,    285.31,    156.25,     53.31,   1529.62,    551.65,    506.03,    373.96,    277.18,    292.98,    191.23,    126.13,     72.94,     43.94
196802,   1091.97,    377.79,    259.80,    155.22,     51.36,   1486.12,    669.05,    426.56,    327.16,    300.09,    222.43,    207.06,    110.78,     68.76,     43.04
196803,   1059.13,    400.46,    227.18,    143.57,     48.35,   1400.46,    681.60,    459.13,    342.64,    263.16,    190.88,    177.78,    113.78,     71.84,     38.34
196804,   1085.12,    372.66,    232.48,    137.88,     52.60,   1553.51,    558.63,    431.16,    321.19,    261.13,    204.02,    157.60,    121.21,     82.43,     39.75
196805,   1129.45,    439.72,    268.36,    149.16,     60.08,   1655.87,    587.10,    571.38,    306.10,    263.48,    273.08,    187.94,    114.35,     95.45,     45.05
196806,   1211.30,    468.53,    250.59,    155.61,     58.79,   1674.37,    728.81,    572.77,    367.02,    288.02,    212.89,    211.20,    108.56,     94.95,     44.44
196807,   1343.04,    391.65,    281.43,    150.18,     55.83,   1785.19,    897.50,    432.53,    351.38,    268.22,    293.68,    175.22,    129.99,     83.33,     44.40
196808,   1250.76,    481.57,    229.76,    150.51,     54.72,   1613.42,    888.09,    594.55,    377.80,    255.24,    207.43,    179.22,    127.97,     66.47,     49.56
196809,   1245.86,    472.45,    246.24,    157.74,     57.36,   1366.52,   1121.43,    562.99,    385.91,    263.61,    230.12,    171.90,    145.24,     78.01,     48.07
196810,   1278.55,    466.35,    258.15,    177.30,     64.47,   1629.07,    919.89,    499.58,    428.64,    278.82,    237.01,    223.16,    136.09,     81.60,     56.10
196811,   1280.20,    475.52,    282.02,    158.97,     68.60,   1656.46,    892.09,    574.39,    376.79,    309.21,    255.91,    190.49,    133.90,     86.59,     59.90
196812,   1394.42,    455.59,    312.11,    158.08,     74.11,   1894.58,    866.24,    538.94,    377.01,    388.53,    243.43,    175.15,    145.13,    105.44,     59.69
196901,   1296.26,    486.97,    317.84,    151.48,     78.80,   1959.00,    633.52,    548.68,    429.87,    316.14,    319.46,    161.00,    142.81,    101.28,     66.17
196902,   1240.44,    470.00,    307.77,    163.31,     79.68,   1824.72,    647.51,    604.01,    347.16,    354.58,    267.27,    177.70,    150.67,    104.46,     65.29
196903,   1216.21,    411.50,    264.98,    164.39,     71.87,   1578.09,    808.74,    481.10,    344.30,    313.22,    218.67,    188.09,    143.21,     96.60,     57.66
196904,   1236.64,    403.82,    272.70,    194.48,     66.99,   1595.75,    833.33,    443.90,    364.58,    311.80,    237.47,    225.68,    167.60,     91.20,     52.97
196905,   1151.54,    515.47,    293.47,    178.79,     67.64,   1565.89,    708.04,    535.85,    495.98,    313.32,    275.13,    248.05,    118.63,     96.87,     51.95
196906,   1154.23,    500.01,    299.21,    200.11,     61.17,   1541.75,    741.24,    536.16,    466.10,    358.32,    245.45,    270.12,    144.01,     84.50,     49.86
196907,   1060.28,    501.12,    287.43,    150.22,     55.89,   1575.62,    534.13,    488.23,    513.28,    356.17,    225.56,    206.78,    105.96,     81.55,     44.34
196908,   1031.09,    404.09,    266.22,    145.54,     52.30,   1521.52,    544.06,    382.82,    426.12,    323.66,    212.25,    166.31,    127.45,     77.74,     40.16
196909,   1040.77,    461.80,    241.66,    149.29,     56.36,   1655.68,    430.07,    575.91,    346.13,    254.11,    229.86,    204.64,    103.16,     78.08,     44.94
196910,   1050.31,    410.87,    245.91,    134.25,     55.63,   1448.67,    623.72,    394.28,    426.79,    326.57,    175.17,    148.53,    121.84,     81.23,     42.36
196911,   1108.98,    449.04,    255.83,    144.96,     55.92,   1556.03,    620.72,    514.65,    387.31,    280.41,    230.29,    145.81,    144.26,     84.93,     42.75
196912,   1052.08,    472.58,    240.09,    140.56,     50.64,   1494.68,    574.71,    577.96,    381.61,    312.27,    175.22,    166.86,    117.67,     78.46,     39.04
197001,   1080.34,    503.78,    231.34,    126.09,     44.38,   1375.17,    768.53,    556.44,    450.76,    219.37,    242.95,    148.06,    106.98,     68.29,     34.23
197002,   1001.82,    420.69,    200.29,    128.17,     42.78,   1363.24,    612.20,    446.77,    395.47,    212.05,    189.80,    157.86,     98.44,     66.53,     32.17
197003,    942.58,    424.46,    236.89,    155.23,     50.96,   1339.99,    529.38,    523.94,    323.04,    274.73,    199.00,    191.55,    126.15,     82.25,     37.02
197004,    921.69,    402.53,    230.71,    162.79,     50.18,   1302.33,    533.72,    456.12,    355.24,    263.59,    196.24,    200.13,    127.83,     72.08,     39.96
197005,    892.45,    346.31,    225.86,    106.04,     38.82,   1307.39,    500.71,    351.92,    340.66,    240.38,    211.96,    121.85,     92.73,     65.30,     27.36
197006,    943.02,    301.98,    183.32,     92.76,     29.74,   1313.96,    548.17,    339.56,    267.32,    186.12,    180.67,     87.22,     98.03,     43.11,     24.42
