This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on AC/B.

The portfolios are constructed at the end of June. Ac/B (accruals) is the change in 
operating working capital per split-adjusted share from t-2 to t-1
divided by book equity per split-adjusted share in t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
201503,   -1.12,   -1.23,   -1.98,   -0.99,   -0.01,   -0.67,   -1.50,   -0.89,   -1.39,   -2.60,   -1.36,   -1.18,   -0.74,   -0.51,    0.55
201504,    1.93,    0.19,    0.89,   -0.65,   -0.52,    3.16,    0.88,    1.87,   -0.63,    2.01,   -0.18,    0.44,   -1.98,   -0.22,   -0.86
201505,    0.90,    1.51,    0.69,    1.44,    2.05,    1.00,    0.82,    1.06,    1.73,    0.25,    1.13,    0.98,    2.00,    2.75,    1.28
201506,   -1.71,   -1.66,   -3.11,   -1.42,   -1.85,   -1.37,   -2.00,   -2.70,   -1.14,   -2.53,   -3.68,   -1.10,   -1.82,   -1.32,   -2.44
201507,    3.65,    2.84,    0.15,    0.38,   -0.17,    4.37,    3.23,    0.25,    5.26,    0.54,   -0.29,   -0.11,    1.33,   -1.26,    0.91
201508,   -6.13,   -5.43,   -5.66,   -7.04,   -5.44,   -6.47,   -5.92,   -6.00,   -4.92,   -5.83,   -5.46,   -7.16,   -6.79,   -6.34,   -4.58
201509,   -3.10,   -1.93,   -2.19,   -3.34,   -6.01,   -3.85,   -2.66,   -2.46,   -1.47,   -2.67,   -1.66,   -2.43,   -5.20,   -6.94,   -5.13
201510,   10.81,    8.51,    8.42,    4.69,    6.29,   10.81,   10.81,    7.00,    9.82,    8.53,    8.30,    3.51,    7.17,    5.27,    7.24
201511,    0.86,    0.36,    0.09,   -0.16,    0.15,    0.29,    1.19,    0.46,    0.28,    1.73,   -1.77,   -0.79,    1.12,    1.18,   -0.79
201512,   -0.92,   -2.51,   -2.83,   -1.08,   -3.27,   -0.85,   -0.96,   -4.23,   -1.06,   -1.52,   -4.36,    0.46,   -4.14,   -4.66,   -1.99
201601,   -7.14,   -4.61,   -3.58,   -4.71,   -5.93,  -10.29,   -5.31,   -5.07,   -4.24,   -3.67,   -3.48,   -3.51,   -7.18,   -7.01,   -4.96
201602,   -1.57,    0.76,    0.63,    1.35,    1.81,   -0.11,   -2.37,    0.98,    0.59,   -0.43,    1.88,    1.36,    1.33,    0.98,    2.54
201603,    6.49,    7.10,    7.24,    6.92,    7.12,    7.29,    6.03,    7.40,    6.86,    7.90,    6.46,    6.87,    7.02,    8.09,    6.28
201604,    1.75,   -1.93,    1.36,    0.31,    0.91,    5.05,   -0.12,   -2.39,   -1.56,    0.90,    1.91,    0.41,    0.08,    3.39,   -1.28
201605,    2.33,    3.40,    0.30,    1.67,    1.15,    1.91,    2.58,    4.04,    2.88,    0.86,   -0.37,    2.10,    0.77,    2.00,    0.37
201606,   -0.09,    0.07,    1.78,    0.59,    1.14,    0.53,   -0.45,    0.85,   -0.57,    1.46,    2.15,    0.77,    0.18,   -0.04,    2.23
201607,    4.80,    3.54,    4.59,    3.96,    4.33,    4.79,    4.81,    3.36,    3.84,    3.06,    6.86,    3.70,    4.54,    3.61,    5.48
201608,   -1.33,   -1.24,   -0.15,    0.38,    0.70,   -1.04,   -1.62,   -2.28,    0.47,   -0.11,   -0.22,    0.39,    0.33,    0.73,    0.65
201609,    1.51,    0.57,    0.54,    0.75,    0.97,    2.70,    0.35,    0.75,    0.28,    0.00,    1.31,    0.52,    1.26,    0.20,    2.17
201610,   -2.61,   -2.37,   -2.35,   -2.21,   -4.28,   -4.38,   -0.83,   -2.24,   -2.59,   -2.86,   -1.63,   -1.94,   -2.79,   -4.35,   -4.17
201611,    2.60,    1.75,    4.13,    3.43,    6.60,    2.67,    2.52,    2.07,    1.24,    4.82,    3.16,    3.05,    4.30,    6.26,    7.13
201612,    1.70,    1.87,    0.26,    1.87,   -0.25,    1.80,    1.61,    2.16,    1.38,   -0.26,    0.99,    2.27,    1.00,    0.29,   -1.10
201701,    2.80,    2.21,    3.13,    2.13,    1.54,    2.73,    2.87,    1.13,    4.01,    3.23,    3.00,    2.30,    1.77,    1.22,    2.04
201702,    2.99,    5.52,    3.37,    1.93,    2.93,    1.93,    4.04,    6.47,    3.98,    4.22,    2.20,    1.96,    1.86,    2.52,    3.56
201703,    0.36,    0.91,    0.30,    0.96,    1.01,    0.69,    0.04,    1.26,    0.35,    0.49,    0.02,    0.85,    1.22,    1.76,   -0.14
201704,    1.70,    0.80,    3.04,    1.50,    0.91,    2.60,    0.81,    1.09,    0.32,    2.35,    4.03,    2.00,    0.37,    1.06,    0.68
201705,    3.41,    2.50,    2.17,    0.06,    1.13,    4.35,    2.47,    2.51,    2.48,    1.92,    2.51,   -0.58,    1.51,    1.34,    0.79
201706,    0.13,   -0.59,   -0.74,    0.51,    1.12,    0.73,   -0.48,   -0.45,   -0.82,   -0.15,   -1.55,    0.40,    0.75,    0.22,    2.59
201707,    2.11,    2.91,    1.06,    2.74,    1.24,    3.54,    0.46,    3.29,    2.45,    0.75,    1.26,    3.06,    2.24,    1.86,    0.68
201708,    0.14,    1.97,    0.13,    0.38,    0.40,   -0.19,    0.53,    3.86,   -0.43,    1.42,   -0.69,    0.26,    0.58,    0.12,    0.65
201709,    2.39,    0.65,    2.61,    2.72,    2.98,    2.50,    2.25,    0.20,    1.24,    1.33,    3.45,    3.02,    2.24,    2.72,    3.23
201710,    3.42,    3.80,    2.21,    1.75,    0.41,    4.82,    1.78,    3.82,    3.77,    3.06,    1.66,    2.68,    0.24,    0.65,    0.19
201711,    3.79,    3.55,    2.74,    2.94,    3.60,    4.12,    3.39,    2.86,    4.48,    2.67,    2.78,    1.75,    4.93,    2.71,    4.43
201712,    1.22,    0.77,    0.04,    1.65,    1.83,    1.28,    1.16,    0.50,    1.14,   -0.86,    0.62,    1.50,    1.88,    1.37,    2.25
201801,    9.88,    6.23,    3.52,    5.73,    4.66,   13.36,    5.57,    6.07,    6.44,    4.63,    2.81,    5.77,    5.66,    3.36,    5.82
201802,   -1.42,   -2.46,   -5.40,   -4.83,   -3.58,    0.35,   -3.77,   -0.04,   -5.66,   -4.37,   -6.07,   -4.05,   -6.11,   -2.77,   -4.30
201803,   -2.74,   -1.95,   -1.31,   -1.74,   -2.41,   -3.63,   -1.50,   -2.70,   -0.91,   -1.75,   -1.02,   -2.58,   -0.35,   -0.89,   -3.77
201804,    2.40,    0.48,    0.86,    0.07,   -0.27,    3.68,    0.68,    1.16,   -0.46,   -0.86,    2.00,    0.50,   -0.63,   -1.10,    0.48
201805,    3.67,    4.39,    1.56,    4.74,    1.09,    3.91,    3.35,    5.73,    2.52,    2.42,    1.00,    5.59,    3.33,    1.86,    0.40
201806,    0.63,    0.89,    1.20,    1.11,    2.08,    1.15,   -0.11,    0.60,    1.30,   -0.02,    1.99,    0.42,    2.28,    2.30,    1.87
201807,    3.98,    4.01,    1.11,    3.13,    3.16,    3.47,    4.31,    3.74,    4.25,    1.67,    0.58,    4.40,    2.22,    2.89,    3.50
201808,    5.53,    4.91,    2.40,    3.21,    3.30,    7.50,    4.27,    0.63,    8.91,    2.03,    2.76,    3.45,    3.04,    3.91,    2.54
201809,    1.42,   -0.13,    1.19,    0.04,   -0.22,    0.58,    1.98,   -0.43,    0.13,    2.80,   -0.32,   -0.75,    0.61,   -0.30,   -0.12
201810,   -8.04,   -5.93,   -8.35,   -7.76,   -9.60,  -10.70,   -6.29,   -6.85,   -5.14,   -8.74,   -7.97,   -7.66,   -7.83,  -10.45,   -8.52
201811,    2.90,   -1.38,    2.20,    4.03,    2.29,    3.08,    2.78,    2.57,   -4.72,    3.18,    1.26,    4.69,    3.56,   -0.73,    6.06
201812,   -9.08,   -8.48,   -9.46,   -7.38,  -10.02,   -9.35,   -8.90,   -7.20,   -9.65,   -9.08,   -9.83,   -7.92,   -6.98,  -10.95,   -8.85
201901,    8.47,    6.86,   10.31,    7.10,    8.08,   11.74,    6.38,    6.80,    6.90,    8.41,   12.21,    5.78,    8.07,   10.11,    5.61
201902,    2.88,    4.39,    3.77,    4.28,    3.98,    2.03,    3.46,    3.75,    4.99,    5.25,    2.35,    4.14,    4.39,    5.59,    1.94
201903,    2.17,    3.40,    1.52,    0.67,    2.21,    2.51,    1.94,    2.75,    4.00,    1.07,    1.97,   -0.52,    1.52,    2.98,    1.19
201904,    4.26,    4.67,    3.01,    1.34,    2.77,    4.65,    3.99,    3.49,    5.71,    1.01,    4.98,    0.47,    1.95,    3.31,    2.04
201905,   -5.48,   -7.19,   -6.19,   -8.60,   -7.60,   -6.68,   -4.68,   -7.29,   -7.11,   -5.17,   -7.16,   -7.31,   -9.49,   -8.30,   -6.65
201906,    7.25,    7.33,    7.13,    7.09,    7.79,    7.49,    7.09,    5.51,    8.89,    6.58,    7.66,    6.03,    7.84,    8.88,    6.33
201907,    2.54,    1.75,    0.18,    1.28,    0.53,    1.68,    3.08,    3.31,   -0.96,   -0.01,    0.61,    1.25,    1.33,   -0.76,    1.16
201908,    0.43,   -2.53,   -2.59,   -3.20,   -0.72,    0.96,    0.11,   -1.96,   -3.55,   -3.42,   -0.68,   -2.93,   -3.57,   -3.59,    0.66
201909,    0.78,    0.89,    0.34,    3.09,    1.16,   -0.85,    1.77,    0.22,    2.13,    0.03,    1.02,    3.69,    2.28,    3.11,    0.26
201910,    3.10,    1.30,    1.98,    2.90,    2.71,    1.10,    4.29,    2.12,   -0.20,    2.11,    1.68,    3.11,    2.62,    3.73,    2.23
201911,    4.56,    2.32,    3.94,    3.20,    4.99,    3.77,    5.02,    2.21,    2.52,    4.38,    2.99,    3.29,    3.09,    2.98,    5.95
201912,    3.50,    3.12,    1.93,    3.70,    2.93,    1.20,    4.82,    3.17,    3.02,    1.64,    2.60,    3.89,    3.44,    2.63,    3.07
202001,    1.77,    1.30,   -2.21,   -1.76,    1.97,    1.34,    2.02,    1.67,    0.61,   -2.10,   -2.43,   -0.55,   -3.45,   -4.22,    4.87
202002,   -8.79,   -7.60,   -7.84,   -6.49,   -6.50,   -8.94,   -8.71,   -7.65,   -7.51,   -7.85,   -7.80,   -6.93,   -5.85,   -7.59,   -6.04
202003,  -11.13,   -9.00,  -13.98,  -13.65,  -11.33,  -13.68,   -9.72,   -8.36,  -10.20,  -14.10,  -13.72,  -12.69,  -15.02,  -14.76,   -9.89
202004,   13.10,   14.75,   15.05,   13.09,   14.69,   14.19,   12.52,   16.12,   12.14,   15.06,   15.03,   12.56,   13.88,   14.07,   14.94
202005,    7.70,    3.64,    5.99,    7.23,    5.73,    8.62,    7.20,    2.78,    5.34,    5.94,    6.11,    7.20,    7.27,    7.04,    5.22
202006,    4.54,    2.05,   -0.52,    0.88,    5.74,    2.54,    5.62,    3.11,   -0.02,   -0.93,    0.39,    0.21,    1.88,   -0.83,    8.34
202007,    7.71,    3.06,    6.81,    9.72,    5.17,    8.72,    6.24,    2.04,    4.08,    5.50,    8.69,   11.09,    6.50,    5.14,    5.21
202008,    7.29,    6.58,    9.01,   10.38,    7.04,    6.76,    8.08,    5.99,    7.17,    5.96,   13.26,   12.50,    5.18,    7.27,    6.71
202009,   -4.77,   -3.61,   -3.56,   -4.79,   -1.64,   -5.07,   -4.31,   -3.54,   -3.68,   -2.89,   -4.44,   -6.05,   -1.47,   -2.12,   -0.93
202010,   -2.65,   -0.99,   -2.99,   -3.32,   -3.05,   -3.69,   -1.12,   -2.71,    0.68,   -2.65,   -3.43,   -3.51,   -2.82,   -4.24,   -1.34
202011,    9.20,    9.69,   15.11,   11.26,   16.55,    7.82,   11.18,    8.81,   10.52,   12.89,   18.04,   10.69,   12.66,   15.00,   18.74
202012,    4.23,    3.00,    5.50,    6.84,    3.42,    4.98,    3.19,    3.54,    2.50,    2.58,    9.21,    8.50,    2.76,    3.24,    3.66
202101,   -0.14,    0.47,   -0.30,   -0.76,   -0.03,    0.79,   -1.45,    0.86,    0.12,   -2.66,    2.51,   -0.26,   -2.05,   -0.73,    0.93
202102,   -0.21,    3.97,    1.50,   -0.94,    4.52,   -1.60,    1.81,    1.93,    5.90,    4.23,   -1.58,   -2.70,    3.70,    5.89,    2.70
202103,    3.38,    3.83,    2.61,    2.13,    1.28,    1.58,    5.90,    4.42,    3.28,    2.68,    2.54,    1.71,    3.18,    0.08,    2.93
202104,    5.40,    5.74,    4.45,    4.65,    5.03,    5.87,    4.77,    3.61,    7.70,    4.89,    3.93,    5.57,    2.39,    7.02,    2.36
202105,   -0.62,    0.58,   -0.64,   -1.38,    0.57,   -2.21,    1.56,    0.43,    0.72,    1.55,   -3.26,   -2.23,    0.76,    1.44,   -0.64
202106,    3.59,    2.77,    2.52,    4.28,    5.02,    4.60,    2.25,    3.32,    2.29,    2.37,    2.71,    4.99,    2.51,    7.05,    2.13
202107,    2.30,    1.27,    3.81,    0.34,   -1.14,   -0.35,    4.47,    0.93,    1.69,    4.28,    3.34,   -1.18,    1.68,    0.81,   -2.73
202108,    3.65,    3.05,    3.46,    0.95,    1.79,    3.60,    3.69,    2.39,    3.83,    3.91,    3.00,    1.33,    0.64,    0.86,    2.58
202109,   -5.14,   -4.90,   -5.43,   -3.57,   -4.66,   -4.02,   -6.02,   -3.96,   -6.00,   -5.88,   -4.96,   -0.99,   -5.75,   -5.67,   -3.82
202110,    4.71,   11.18,    7.56,    5.01,    4.39,    2.17,    6.73,   13.00,    8.99,    4.90,   10.24,    7.84,    2.48,    3.05,    5.49
202111,    3.22,   -0.12,   -2.31,   -3.44,   -1.94,    0.54,    5.27,   -2.44,    2.78,   -2.98,   -1.68,   -3.41,   -3.47,   -1.64,   -2.18
202112,    3.44,    2.29,    4.05,    4.08,    2.96,   -1.12,    6.77,    3.09,    1.34,    4.84,    3.31,    3.82,    4.32,    6.03,    0.49
202201,   -5.87,   -7.24,   -6.13,   -5.50,   -9.71,   -9.39,   -3.49,   -8.03,   -6.29,   -5.78,   -6.47,   -5.77,   -5.25,  -10.41,   -9.12
202202,   -1.56,   -2.58,   -2.85,   -4.22,    1.09,    0.37,   -2.79,   -4.72,   -0.04,   -2.58,   -3.11,    0.83,   -8.86,    1.43,    0.81
202203,    4.95,    6.40,    2.97,    4.17,    2.05,    4.58,    5.19,    9.14,    3.37,    2.35,    3.56,    4.76,    3.58,    2.98,    1.26
202204,  -11.42,   -9.09,   -8.99,   -7.89,   -8.12,  -15.77,   -8.59,   -8.66,   -9.60,  -10.09,   -7.94,   -8.32,   -7.45,   -6.42,   -9.58
202205,   -3.10,   -2.05,   -0.67,    2.14,    0.36,   -2.17,   -3.65,   -3.99,    0.26,   -0.64,   -0.70,    4.19,    0.05,    2.02,   -1.11
202206,   -8.04,   -7.61,   -5.92,   -9.95,   -8.74,  -10.13,   -6.76,   -7.38,   -7.89,   -5.34,   -6.46,  -10.23,   -9.65,   -5.91,  -11.31
202207,   12.10,    7.73,   11.82,    7.04,   11.32,   10.17,   13.28,    7.99,    7.49,   10.46,   13.42,    8.16,    5.16,   10.44,   12.80
202208,   -3.45,   -3.66,   -4.17,   -4.52,   -3.18,   -1.36,   -4.70,   -3.08,   -4.19,   -3.04,   -5.46,   -5.52,   -2.78,   -3.98,   -1.86
202209,   -8.30,   -9.90,   -9.88,   -7.28,  -10.20,   -8.18,   -8.38,  -10.89,   -8.97,  -10.59,   -9.05,   -7.85,   -6.33,  -10.66,   -9.45
202210,    6.42,    8.38,    5.81,    8.97,    8.41,   11.31,    3.42,    9.48,    7.37,    8.71,    2.46,    8.28,   10.11,    8.37,    8.48
202211,    2.43,    6.47,    3.16,    6.82,    5.81,    5.55,    0.37,    5.85,    7.05,    3.11,    3.22,    8.35,    4.33,    6.13,    5.30
202212,   -8.69,   -4.78,   -7.00,   -5.43,   -6.11,   -5.16,  -11.14,   -5.06,   -4.53,   -6.43,   -7.72,   -5.74,   -4.89,   -5.32,   -7.39
202301,    8.99,    4.88,    8.11,    5.64,    9.62,    7.59,   10.03,    6.00,    3.86,    6.97,    9.54,    6.06,    4.94,    8.48,   11.50
202302,   -0.87,   -3.48,   -2.56,   -0.67,   -2.04,   -3.07,    0.73,   -4.20,   -2.81,    0.35,   -6.14,    0.31,   -2.34,   -2.29,   -1.64
202303,    0.73,    5.54,    7.20,    4.67,    0.57,    0.93,    0.60,    3.09,    7.79,    7.00,    7.45,    5.98,    2.38,    0.99,   -0.11
202304,   -4.03,    2.23,    1.91,    0.67,   -0.80,   -1.25,   -5.97,    0.41,    3.83,    2.56,    1.06,    1.02,    0.02,   -1.08,   -0.36
202305,    1.78,   -0.45,    3.05,    2.43,   -0.64,   -0.52,    3.47,   -2.30,    1.11,    1.52,    5.07,    5.88,   -3.86,    0.57,   -2.60
202306,   10.77,    4.92,    6.38,    7.06,    8.90,    9.60,   11.59,    5.09,    4.77,    7.86,    4.49,    7.14,    6.90,    9.41,    8.06
202307,    3.73,    2.57,    2.53,    5.21,    2.85,    3.17,    4.60,    1.96,    3.91,    2.42,    2.69,    5.48,    4.45,    1.19,    5.15
202308,   -1.97,   -1.25,   -0.75,   -1.70,   -3.05,   -2.24,   -1.57,   -0.71,   -2.43,   -0.44,   -1.20,   -0.90,   -4.08,   -1.40,   -5.25
202309,   -4.61,   -3.55,   -6.22,   -6.19,   -6.07,   -5.11,   -3.84,   -2.94,   -4.90,   -6.18,   -6.27,   -6.07,   -6.56,   -5.46,   -6.91
202310,   -0.90,   -1.61,   -1.84,   -7.82,   -4.81,   -1.04,   -0.69,   -0.55,   -4.03,   -0.91,   -3.19,   -8.64,   -5.29,   -4.21,   -5.66
202311,    9.58,    7.38,    8.09,   11.69,   10.86,    9.52,    9.68,    7.34,    7.45,    9.47,    6.05,   12.21,   10.13,    9.39,   12.95
202312,    3.40,    3.42,    6.17,    7.62,    9.62,    3.08,    3.91,    2.60,    5.35,    5.06,    7.85,    6.97,    9.57,    9.00,   10.47
202401,    0.58,    1.92,    1.93,    0.74,    0.36,   -1.33,    3.45,    2.59,    0.37,    2.36,    1.30,    2.09,   -3.25,   -0.29,    1.24
202402,    3.77,    3.02,    6.93,   13.07,    8.87,    0.38,    8.65,    3.15,    2.72,    8.13,    5.11,   15.27,    6.20,    8.73,    9.07
202403,    0.04,    3.80,    3.03,    5.51,    4.56,   -1.14,    1.61,    4.24,    2.76,    2.12,    4.43,    5.74,    4.73,    4.12,    5.16
202404,   -4.21,   -3.17,   -3.77,   -4.17,   -6.09,   -4.30,   -4.10,   -2.27,   -5.32,   -3.35,   -4.42,   -3.79,   -5.50,   -6.89,   -5.04
202405,    4.83,    3.58,    2.56,   10.94,    6.00,    6.66,    2.48,    4.56,    1.15,    2.43,    2.78,   12.96,    3.87,    5.41,    6.77
202406,    4.68,    2.81,    3.43,    5.46,    0.57,    5.32,    3.81,    3.84,    0.15,    3.28,    3.65,    7.80,   -3.54,    1.05,   -0.06
202407,    2.31,    1.97,   -0.30,   -0.74,    1.47,    3.21,    1.69,    3.48,    0.74,   -1.08,    0.15,    2.97,   -2.66,    3.23,   -0.02
202408,    3.75,    1.91,   -0.74,    2.37,    4.52,    5.12,    2.79,    3.26,    0.78,   -2.11,    0.04,    3.56,    1.72,    2.44,    6.35
202409,    3.62,    2.39,    3.10,    1.93,    1.17,    5.30,    2.42,    1.48,    3.16,    1.73,    3.86,    0.91,    2.49,    2.41,    0.12
202410,   -0.03,   -1.80,   -2.01,    1.34,   -3.01,    0.37,   -0.33,   -2.08,   -1.57,    0.07,   -3.13,   -2.00,    3.15,   -2.31,   -3.61
202411,    6.70,    7.22,    7.17,    3.98,    5.46,    5.91,    7.29,    7.26,    7.19,    2.81,    9.60,    5.77,    3.06,    8.05,    3.20
202412,   -5.49,   -1.32,    0.44,   -2.18,   -6.18,   -7.46,   -4.05,    0.28,   -2.66,    1.59,   -0.17,   -6.97,    0.36,   -6.52,   -5.87
202501,    5.49,    4.07,    2.82,   -1.87,    4.01,    5.78,    5.29,   -0.36,    7.89,    5.35,    1.46,    4.84,   -5.13,    3.98,    4.04
202502,    0.41,   -1.76,   -7.51,   -0.89,    0.50,    0.34,    0.46,    0.32,   -3.42,   -9.72,   -6.29,   -1.13,   -0.76,   -0.02,    0.98
202503,   -6.02,   -6.62,   -5.58,   -7.22,   -5.73,   -6.76,   -5.49,   -7.22,   -6.12,   -5.17,   -5.80,   -2.59,   -9.70,   -4.30,   -7.01
202504,    0.38,   -1.65,    0.80,   -0.68,    0.04,    0.73,    0.13,   -0.15,   -2.88,    0.59,    0.92,   -4.50,    1.52,   -1.20,    1.19
202505,    6.29,    3.64,    9.29,   11.41,    2.29,    7.77,    5.25,   -0.32,    6.98,    5.55,   11.28,    2.17,   16.41,    7.27,   -2.19
202506,    5.17,    4.89,    3.43,    9.73,    3.17,    7.87,    3.21,    4.03,    5.57,    2.80,    3.75,    3.28,   12.79,    2.72,    3.62
202507,    2.09,    3.00,    2.52,    0.67,    6.11,    0.96,    4.44,   -1.05,    5.25,    4.18,    0.30,    1.59,   -0.66,   -1.17,    8.15
202508,    5.88,   -0.35,   -0.07,    3.43,    0.26,    8.18,    1.24,    1.60,   -1.36,   -1.37,    1.73,    3.79,    2.91,    2.88,   -0.40
202509,    5.28,    2.62,    1.56,    6.91,    5.49,    5.10,    5.67,    4.02,    1.88,    1.73,    1.34,    6.18,    8.01,    0.76,    6.73
202510,    3.78,    4.32,    0.06,    3.82,    5.20,    2.32,    6.92,    2.56,    5.28,   -0.20,    0.42,    3.42,    4.40,   -1.49,    6.84
202511,    2.20,   -3.09,   -0.78,    2.81,   -4.61,    1.48,    3.69,   -2.26,   -3.52,   -1.09,   -0.37,    6.13,   -2.01,    0.27,   -5.71
202512,   -3.63,   -0.85,    0.27,   -0.34,    3.21,   -1.55,   -7.80,   -0.43,   -1.07,   -0.75,    1.63,   -0.93,    0.59,    2.46,    3.38
202601,   -1.59,    2.94,   -0.19,    4.34,    1.99,   -1.35,   -2.11,    4.93,    1.87,   -3.27,    3.83,    7.18,   -0.06,    7.60,    0.65
202602,    1.45,   -1.82,    0.99,   -1.99,   -2.41,    2.00,    0.26,    3.14,   -4.57,   -1.21,    3.66,   -3.03,   -0.27,    3.84,   -4.01
202603,   -4.71,   -3.61,   -2.83,   -7.19,   -5.98,   -4.92,   -4.24,   -4.65,   -2.99,   -4.07,   -1.39,   -7.63,   -6.47,   -7.46,   -5.57
202604,    9.49,   12.55,    3.67,   17.48,   11.68,    5.00,   19.33,    7.52,   15.51,    6.70,    0.26,   21.58,   10.93,   11.71,   11.68
202605,    8.12,    5.94,    1.68,    7.59,    7.09,    8.83,    6.76,    6.15,    5.82,    3.82,   -0.90,    6.51,    9.49,    3.31,    8.10


  Equal Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
196307,   -0.64,   -0.41,   -0.83,    0.21,   -1.30,   -0.99,   -0.18,   -0.38,   -0.44,   -1.03,   -0.62,    0.12,    0.29,   -1.37,   -1.25
196308,    5.40,    5.30,    5.35,    4.35,    3.11,    4.77,    6.24,    4.09,    6.40,    5.03,    5.71,    3.43,    5.20,    4.04,    2.29
196309,   -1.29,   -1.04,   -0.96,   -2.62,   -0.29,   -0.85,   -1.88,   -1.10,   -0.98,   -0.78,   -1.17,   -3.32,   -1.97,    0.44,   -0.93
196310,    1.90,    1.71,    1.87,    1.33,    1.07,    1.68,    2.19,    0.96,    2.40,    2.22,    1.48,    1.22,    1.43,    0.67,    1.43
196311,   -0.92,   -1.07,   -1.50,   -0.74,   -2.13,   -1.57,   -0.06,   -0.78,   -1.33,   -1.34,   -1.68,   -1.20,   -0.31,   -1.55,   -2.66
196312,   -0.77,    1.26,    1.82,    0.10,   -1.16,   -1.13,   -0.29,    0.60,    1.88,    1.54,    2.13,    0.31,   -0.09,   -1.49,   -0.87
196401,    3.93,    4.02,    2.42,    2.85,    3.61,    4.18,    3.60,    3.87,    4.16,    2.90,    1.89,    3.32,    2.40,    4.00,    3.26
196402,    2.41,    2.69,    2.13,    3.40,    2.11,    1.53,    3.58,    2.53,    2.83,    3.21,    0.93,    2.01,    4.68,    2.34,    1.91
196403,    5.11,    3.69,    3.59,    3.07,    0.91,    5.50,    4.59,    4.56,    2.89,    3.30,    3.90,    2.71,    3.41,    2.20,   -0.24
196404,   -0.02,    0.06,    1.01,   -1.01,   -0.24,   -0.79,    1.00,   -0.49,    0.57,    0.68,    1.38,   -0.06,   -1.90,    0.44,   -0.84
196405,    1.55,    0.99,    1.56,    0.54,   -0.21,    1.57,    1.53,    2.07,    0.00,    2.90,    0.07,    0.11,    0.93,    0.58,   -0.91
196406,    2.27,    1.43,    1.58,    1.00,    0.83,    3.69,    0.38,    1.58,    1.29,    2.38,    0.68,    0.89,    1.10,    0.79,    0.87
196407,    2.90,    2.57,    2.11,    3.21,    3.38,    2.20,    3.71,    3.01,    2.15,    2.00,    2.22,    3.10,    3.31,    2.69,    3.88
196408,   -0.54,   -0.44,   -0.22,   -1.30,   -0.84,   -0.68,   -0.38,   -0.85,   -0.06,    0.37,   -0.78,   -1.03,   -1.55,   -1.74,   -0.18
196409,    3.89,    3.68,    3.11,    4.03,    4.11,    3.67,    4.14,    3.84,    3.53,    4.36,    1.93,    3.72,    4.31,    2.89,    5.00
196410,    2.63,    2.35,    1.84,    2.34,    2.37,    2.27,    3.03,    2.12,    2.56,    1.77,    1.91,    2.82,    1.91,    2.05,    2.61
196411,   -0.12,    0.13,   -0.14,    0.54,   -0.30,   -1.13,    1.04,   -0.68,    0.89,   -0.54,    0.24,    0.31,    0.76,   -1.29,    0.42
196412,   -1.51,   -1.17,   -0.57,   -1.16,   -0.10,   -1.58,   -1.43,   -1.04,   -1.30,   -0.33,   -0.79,   -1.23,   -1.10,    0.84,   -0.79
196501,    7.63,    6.05,    6.01,    6.82,    8.37,    8.59,    6.53,    5.86,    6.23,    5.67,    6.34,    6.34,    7.26,    8.17,    8.53
196502,    4.36,    3.88,    3.22,    3.22,    3.24,    3.89,    4.91,    3.31,    4.42,    3.05,    3.38,    2.33,    4.02,    3.36,    3.16
196503,    1.42,    0.24,    0.54,    0.71,    0.95,    1.69,    1.10,    0.97,   -0.45,    0.84,    0.25,   -0.50,    1.80,    1.27,    0.72
196504,    5.01,    3.83,    3.51,    3.94,    4.98,    5.23,    4.77,    3.92,    3.75,    3.92,    3.13,    3.81,    4.06,    6.17,    4.11
196505,   -0.38,    0.46,   -0.41,   -0.48,    0.59,   -0.16,   -0.62,   -0.98,    1.82,   -1.11,    0.24,   -1.08,    0.07,   -0.53,    1.41
196506,   -9.74,   -7.52,   -7.29,   -8.03,   -9.16,  -10.28,   -9.13,   -6.96,   -8.05,   -7.03,   -7.54,   -7.68,   -8.34,   -8.95,   -9.32
196507,    2.57,    3.76,    2.65,    2.82,    2.99,    2.36,    2.87,    4.26,    3.32,    1.14,    3.75,    2.90,    2.74,    3.09,    2.90
196508,    4.73,    3.85,    4.28,    4.16,    5.04,    4.26,    5.39,    4.83,    2.99,    3.68,    4.71,    3.63,    4.74,    4.84,    5.20
196509,    3.42,    2.52,    3.67,    4.26,    4.08,    3.47,    3.35,    2.19,    2.82,    4.25,    3.24,    2.86,    5.79,    4.08,    4.08
196510,    7.47,    5.41,    4.28,    5.65,    6.37,    7.99,    6.75,    5.97,    4.92,    4.80,    3.91,    6.52,    4.69,    5.87,    6.77
