This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on NI.

The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
199307,   1346.29,    154.43,   1140.45,   1138.74,   1173.58,    798.14,    328.53,   1290.01,    992.46,   1001.01,   1282.58,   1183.55,   1164.23,    770.39,    824.33,    500.86,    231.96
199308,   1332.16,    157.78,   1140.47,   1138.22,   1192.25,    791.13,    335.92,   1278.18,   1005.16,    996.10,   1286.68,   1204.90,   1180.45,    751.71,    828.43,    509.70,    238.82
199309,   1387.09,    162.79,   1176.92,   1181.22,   1234.55,    833.77,    348.78,   1307.60,   1048.53,   1044.26,   1323.79,   1254.49,   1216.01,    801.88,    864.01,    527.01,    249.58
199310,   1373.59,    164.74,   1166.88,   1169.92,   1252.97,    859.72,    359.31,   1295.19,   1040.37,   1037.67,   1307.12,   1279.35,   1228.37,    820.19,    897.19,    531.11,    263.54
199311,   1410.86,    170.12,   1189.31,   1206.41,   1271.04,    855.55,    364.28,   1326.57,   1053.03,   1076.26,   1341.41,   1326.81,   1219.40,    823.31,    885.78,    535.34,    268.90
199312,   1413.27,    165.31,   1162.92,   1201.29,   1241.25,    832.07,    358.08,   1307.58,   1018.77,   1062.17,   1346.69,   1301.92,   1184.74,    797.17,    864.63,    536.33,    258.32
199401,   1453.24,    170.72,   1197.86,   1201.73,   1263.24,    856.16,    378.94,   1352.68,   1043.61,   1069.43,   1340.01,   1325.04,   1205.33,    816.75,    892.72,    571.06,    272.67
199402,   1487.90,    169.57,   1244.09,   1252.16,   1326.75,    883.28,    388.25,   1409.84,   1077.73,   1081.66,   1431.09,   1390.36,   1267.70,    838.43,    924.67,    592.98,    274.99
199403,   1450.79,    167.49,   1218.51,   1237.15,   1290.14,    865.34,    384.32,   1383.20,   1055.00,   1057.53,   1424.99,   1347.73,   1236.53,    835.38,    892.69,    582.58,    274.06
199404,   1393.25,    158.98,   1169.33,   1178.67,   1236.64,    829.87,    370.21,   1326.08,   1014.29,   1021.06,   1344.13,   1282.52,   1193.95,    805.54,    852.03,    561.19,    263.82
199405,   1412.37,    161.65,   1191.24,   1192.23,   1229.64,    841.78,    380.70,   1348.86,   1035.93,   1046.95,   1344.22,   1273.14,   1189.29,    806.31,    874.05,    583.48,    267.82
199406,   1433.14,    157.14,   1204.82,   1212.81,   1233.55,    850.00,    382.65,   1357.50,   1053.27,   1062.86,   1370.89,   1266.23,   1203.14,    818.33,    878.73,    590.46,    267.14
199407,   1317.10,    282.78,   1070.18,   1047.17,   1004.41,    769.98,    292.88,   1217.60,    947.78,   1141.93,    961.08,    977.46,   1030.87,    859.44,    693.14,    499.64,    207.49
199408,   1362.96,    295.47,   1113.56,   1079.78,   1037.09,    796.89,    301.72,   1254.11,    997.31,   1174.43,    993.29,    993.02,   1080.58,    896.35,    710.91,    515.39,    213.78
199409,   1433.21,    302.49,   1141.86,   1122.85,   1072.99,    851.04,    320.02,   1275.85,   1030.41,   1215.92,   1038.10,   1021.44,   1124.12,    955.50,    760.66,    547.20,    226.90
199410,   1421.26,    300.39,   1125.62,   1100.09,   1071.85,    837.35,    306.81,   1239.91,   1030.62,   1189.20,   1018.48,   1034.79,   1108.72,    939.61,    748.70,    518.52,    220.21
199411,   1455.21,    315.81,   1150.61,   1107.25,   1099.14,    861.01,    309.66,   1275.43,   1047.70,   1191.86,   1029.28,   1052.12,   1146.54,    971.95,    764.65,    528.54,    219.84
199412,   1408.15,    306.32,   1121.39,   1053.24,   1057.49,    836.74,    294.90,   1236.47,   1026.22,   1151.52,    963.59,    999.47,   1115.99,    943.96,    742.79,    502.66,    209.31
199501,   1442.36,    312.69,   1128.33,   1074.54,   1092.81,    845.55,    299.11,   1237.38,   1038.03,   1179.97,    978.75,   1018.52,   1168.34,    949.13,    755.13,    510.04,    212.15
199502,   1490.85,    323.67,   1168.78,   1091.05,   1114.29,    868.90,    303.72,   1293.17,   1065.93,   1204.58,    987.62,   1037.01,   1192.88,    968.26,    782.01,    510.75,    217.46
199503,   1554.24,    333.61,   1196.78,   1147.45,   1167.16,    904.14,    317.87,   1315.68,   1098.53,   1259.49,   1045.75,   1079.37,   1256.19,   1003.18,    817.77,    535.34,    226.74
199504,   1602.39,    345.40,   1243.25,   1192.18,   1191.69,    935.90,    328.20,   1371.21,   1138.06,   1305.66,   1088.88,   1085.36,   1298.93,   1045.04,    840.30,    549.20,    235.42
199505,   1660.23,    354.58,   1255.17,   1211.27,   1232.08,    964.05,    338.75,   1390.94,   1142.84,   1323.58,   1109.08,   1099.54,   1367.28,   1086.28,    857.31,    565.79,    243.87
199506,   1728.63,    370.89,   1294.96,   1250.88,   1272.95,   1005.07,    353.85,   1447.87,   1168.62,   1375.48,   1137.57,   1134.14,   1413.77,   1131.38,    895.67,    596.32,    252.43
199507,   1947.24,    383.29,   1060.06,    826.17,    933.32,    895.61,    349.75,    986.91,   1142.25,    939.68,    707.27,    994.83,    876.99,   1038.91,    785.96,    534.62,    236.53
199508,   2004.90,    398.40,   1086.84,    858.54,    980.94,    952.46,    373.40,   1034.44,   1145.37,    963.92,    748.14,   1040.83,    926.12,   1089.37,    847.32,    562.40,    257.73
199509,   2010.14,    396.69,   1098.83,    865.83,    996.77,    983.48,    383.41,   1048.83,   1154.22,    975.37,    751.07,   1045.15,    952.25,   1124.73,    875.06,    582.26,    260.91
199510,   2115.48,    424.41,   1133.25,    901.91,   1016.16,   1021.02,    407.71,   1087.50,   1183.96,   1028.65,    769.10,   1060.38,    975.25,   1173.00,    903.91,    629.33,    270.16
199511,   2136.26,    433.93,   1124.22,    881.43,    999.63,   1010.20,    396.52,   1101.95,   1149.08,   1007.61,    748.79,   1056.80,    946.46,   1162.55,    892.06,    607.74,    264.97
199512,   2240.53,    449.07,   1185.81,    928.24,   1033.55,   1037.65,    414.85,   1156.05,   1219.09,   1054.02,    795.57,   1087.56,    983.35,   1189.31,    920.18,    631.05,    279.87
199601,   2302.18,    466.99,   1231.27,    942.43,   1039.16,   1029.06,    419.38,   1216.48,   1247.81,   1080.29,    797.88,   1093.69,    988.93,   1180.28,    911.11,    631.92,    286.30
199602,   2394.76,    477.31,   1271.80,    972.45,   1073.94,   1072.78,    421.29,   1266.26,   1277.92,   1119.70,    816.57,   1158.71,    995.94,   1240.12,    942.01,    643.98,    281.63
199603,   2441.52,    490.26,   1258.61,    995.78,   1100.72,   1112.95,    433.05,   1275.43,   1240.06,   1126.13,    856.44,   1218.87,    991.36,   1286.52,    977.18,    652.91,    293.93
199604,   2468.15,    500.72,   1283.78,   1033.50,   1107.60,   1127.73,    443.80,   1284.21,   1283.30,   1180.65,    875.15,   1212.81,   1010.86,   1300.68,    991.86,    659.94,    306.81
199605,   2489.74,    509.93,   1330.60,   1058.77,   1129.12,   1182.78,    469.55,   1320.55,   1341.63,   1207.06,    900.09,   1222.23,   1044.04,   1358.63,   1043.75,    695.17,    325.90
199606,   2607.73,    514.72,   1355.01,   1088.46,   1141.46,   1218.71,    484.93,   1338.77,   1372.89,   1242.65,    923.92,   1219.14,   1069.67,   1406.58,   1070.98,    706.81,    343.11
199607,   2147.82,    402.94,   1224.31,   1340.09,   1267.16,    835.37,    565.10,   1534.01,    925.82,   1469.96,   1224.56,   1324.14,   1209.24,    916.43,    765.92,    727.87,    475.69
199608,   2069.86,    383.93,   1165.96,   1276.61,   1200.45,    786.01,    518.90,   1458.60,    882.09,   1421.23,   1148.90,   1270.94,   1128.17,    868.99,    714.83,    674.57,    433.04
199609,   2131.21,    392.29,   1177.15,   1317.58,   1235.24,    830.51,    550.25,   1474.71,    888.54,   1444.77,   1204.56,   1301.56,   1167.60,    916.06,    757.51,    721.69,    455.76
199610,   2260.66,    402.04,   1236.69,   1388.39,   1305.63,    880.83,    587.86,   1570.45,    910.79,   1548.64,   1245.55,   1380.62,   1229.36,    969.38,    806.10,    758.53,    493.74
199611,   2356.62,    417.60,   1269.47,   1379.84,   1274.84,    891.00,    586.13,   1621.14,    929.65,   1535.37,   1241.43,   1393.27,   1154.02,    970.21,    824.07,    755.21,    491.95
199612,   2536.00,    440.22,   1346.81,   1471.88,   1369.54,    959.19,    623.38,   1735.00,    971.79,   1615.37,   1344.23,   1486.70,   1249.68,   1037.92,    893.15,    806.28,    521.54
199701,   2475.71,    451.58,   1327.61,   1473.54,   1390.72,    942.19,    625.52,   1688.85,    977.47,   1619.79,   1343.12,   1501.72,   1276.16,   1025.65,    872.56,    808.97,    523.17
199702,   2656.01,    478.23,   1368.52,   1573.62,   1459.71,   1000.39,    652.81,   1779.07,    973.44,   1711.14,   1449.50,   1608.13,   1308.68,   1080.15,    933.80,    843.29,    546.04
199703,   2694.75,    473.87,   1387.99,   1578.94,   1460.66,    984.92,    647.65,   1796.15,    993.89,   1731.94,   1440.00,   1603.16,   1314.37,   1072.61,    911.63,    840.65,    539.58
199704,   2582.83,    480.48,   1361.52,   1526.89,   1399.67,    929.20,    622.45,   1772.11,    966.56,   1658.16,   1408.52,   1556.34,   1239.76,   1027.42,    847.54,    811.15,    516.02
199705,   2764.62,    494.41,   1400.82,   1601.59,   1491.56,    970.35,    628.68,   1831.52,    983.61,   1747.82,   1469.78,   1681.42,   1301.13,   1069.68,    887.30,    838.92,    509.68
199706,   2918.47,    522.97,   1513.00,   1709.51,   1592.48,   1079.31,    687.12,   1978.49,   1060.57,   1879.63,   1556.80,   1772.11,   1411.77,   1172.60,   1001.40,    915.87,    557.54
199707,   2967.46,    739.81,   1327.45,   1237.09,   1531.46,    833.62,    548.80,   1062.49,   1538.10,   1167.93,   1303.76,   1967.06,   1197.62,    942.51,    729.65,    830.94,    406.39
199708,   3190.18,    839.05,   1430.92,   1338.94,   1662.99,    914.18,    600.50,   1132.30,   1664.85,   1253.17,   1420.56,   2155.52,   1287.37,   1035.09,    798.37,    918.31,    439.08
199709,   3006.79,    829.25,   1431.42,   1342.60,   1614.13,    903.87,    596.05,   1201.23,   1613.12,   1256.76,   1423.46,   2112.52,   1237.02,   1028.59,    784.45,    896.96,    443.60
199710,   3202.60,    869.48,   1529.60,   1420.29,   1711.95,    968.35,    653.92,   1292.70,   1716.98,   1337.25,   1498.26,   2192.83,   1346.70,   1099.10,    843.70,    963.46,    496.52
199711,   3101.64,    813.15,   1497.12,   1369.64,   1692.46,    936.13,    638.75,   1268.46,   1679.78,   1272.19,   1461.08,   2185.45,   1318.82,   1068.26,    808.51,    944.54,    484.34
199712,   3303.69,    824.11,   1529.48,   1420.68,   1739.14,    953.37,    651.60,   1308.43,   1704.15,   1295.41,   1538.97,   2244.41,   1355.27,   1098.11,    813.07,    971.58,    490.45
199801,   3416.52,    826.03,   1552.27,   1441.70,   1783.59,   1008.27,    670.12,   1319.42,   1737.06,   1323.06,   1553.32,   2273.31,   1414.88,   1142.27,    878.70,    985.59,    511.52
199802,   3425.02,    863.06,   1589.00,   1441.34,   1853.36,   1014.89,    678.37,   1343.15,   1785.53,   1323.73,   1552.65,   2382.93,   1454.96,   1171.61,    863.39,   1021.93,    505.00
199803,   3646.80,    944.60,   1669.58,   1570.54,   2021.83,   1121.54,    743.96,   1393.66,   1891.31,   1456.20,   1679.05,   2628.69,   1566.33,   1294.38,    954.50,   1123.34,    552.13
199804,   3895.56,    958.68,   1744.09,   1668.06,   2159.50,   1212.07,    799.26,   1506.35,   1934.85,   1536.44,   1792.48,   2876.63,   1625.87,   1408.42,   1021.62,   1166.50,    611.26
199805,   3925.90,   1012.22,   1795.78,   1677.56,   2176.20,   1237.49,    820.44,   1555.42,   1988.22,   1566.55,   1781.74,   3017.09,   1557.95,   1458.30,   1023.32,   1219.35,    614.83
199806,   3880.53,    961.07,   1771.07,   1633.00,   2156.42,   1197.27,    798.33,   1534.01,   1960.43,   1527.14,   1732.64,   2962.14,   1562.23,   1412.86,    987.79,   1185.14,    598.49
199807,   3861.99,    252.21,   1624.60,   2245.07,   1183.38,   1029.41,    980.94,   1390.09,   1840.98,   1844.46,   2602.72,    968.88,   1374.97,    959.59,   1096.10,   1127.97,    873.98
199808,   3831.16,    237.23,   1610.08,   2245.20,   1170.13,   1023.28,    965.11,   1395.02,   1808.82,   1794.94,   2647.61,    949.12,   1368.13,    932.61,   1109.55,   1109.96,    859.22
199809,   3305.82,    203.28,   1436.72,   1950.53,    979.36,    833.01,    768.12,   1232.93,   1626.43,   1588.84,   2272.14,    785.57,   1151.31,    773.20,    890.41,    855.94,    703.81
199810,   3477.80,    210.08,   1579.07,   2109.68,   1111.33,    888.66,    833.25,   1343.04,   1798.67,   1733.58,   2440.85,    855.03,   1338.03,    801.36,    971.49,    896.56,    786.29
199811,   3744.23,    225.32,   1667.97,   2266.43,   1193.85,    964.50,    999.67,   1440.62,   1878.67,   1870.23,   2613.66,    908.79,   1445.51,    875.44,   1048.93,   1189.38,    858.59
199812,   3957.81,    240.01,   1715.37,   2432.40,   1316.98,   1058.88,   1061.48,   1505.57,   1910.27,   1972.47,   2833.86,    974.56,   1616.87,    959.86,   1153.24,   1259.99,    914.05
199901,   4151.59,    242.62,   1843.49,   2664.09,   1462.51,   1209.84,   1121.23,   1670.95,   2002.20,   2050.37,   3202.41,   1075.78,   1802.15,   1079.82,   1332.50,   1318.24,    973.15
199902,   4236.09,    235.90,   1900.74,   2893.98,   1548.31,   1283.31,   1189.21,   1762.45,   2026.93,   2126.71,   3568.12,   1118.45,   1925.35,   1193.51,   1367.32,   1376.10,   1048.25
199903,   4132.04,    224.39,   1889.78,   2746.55,   1497.11,   1215.43,   1161.59,   1735.37,   2030.52,   2129.35,   3284.82,   1089.52,   1854.30,   1094.81,   1327.95,   1368.05,   1005.64
199904,   4211.54,    223.60,   1963.09,   2952.75,   1609.93,   1353.96,   1205.54,   1778.12,   2132.56,   2158.36,   3650.77,   1160.86,   2005.46,   1211.76,   1485.39,   1454.63,   1018.82
199905,   4447.50,    241.37,   2047.68,   3011.92,   1693.75,   1404.72,   1337.61,   1958.79,   2129.04,   2293.63,   3634.30,   1238.95,   2090.07,   1277.51,   1521.03,   1606.30,   1135.63
199906,   4360.84,    248.04,   2027.27,   3018.13,   1722.86,   1378.49,   1303.12,   1971.89,   2077.76,   2346.04,   3599.94,   1228.91,   2151.90,   1272.55,   1476.24,   1569.54,   1101.99
199907,   3181.92,    617.60,   2856.28,   1798.96,   2469.24,   1833.04,   1398.97,   2839.78,   2870.80,   1968.41,   1647.71,   1902.75,   3075.89,   1551.97,   2124.54,    794.21,   1940.07
199908,   3157.03,    591.88,   2787.10,   1715.48,   2492.70,   1771.48,   1320.49,   2784.29,   2789.58,   1831.42,   1610.58,   1984.21,   3041.76,   1537.13,   2013.13,    777.06,   1805.05
199909,   3146.26,    630.26,   2786.04,   1698.33,   2592.48,   1752.18,   1263.16,   2740.72,   2826.10,   1893.38,   1522.13,   2112.28,   3099.16,   1559.33,   1951.49,    755.15,   1716.16
199910,   3009.90,    610.74,   2815.12,   1663.79,   2599.27,   1801.56,   1238.29,   2765.32,   2859.52,   1829.47,   1516.10,   2141.14,   3080.66,   1583.47,   2025.64,    738.23,   1682.87
199911,   3176.19,    662.74,   2948.80,   1788.52,   2704.34,   2066.66,   1388.55,   2802.66,   3078.80,   1969.46,   1625.42,   2247.30,   3190.90,   1721.69,   2422.76,    794.77,   1916.78
199912,   3266.74,    638.72,   2965.39,   1837.27,   2852.59,   2336.87,   1439.87,   2822.21,   3091.62,   2030.67,   1663.10,   2389.45,   3348.55,   1996.95,   2689.44,    842.10,   1972.99
