This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The total return variance is measured over 60 days up to formation month-end requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
202602,     351,     498,     436,     524,    1495,     165,     186,     263,     236,     214,     225,     246,     278,     385,    1111
202603,     382,     467,     443,     551,    1441,     171,     211,     246,     224,     230,     213,     281,     270,     418,    1023
202604,     436,     426,     442,     546,    1419,     198,     239,     228,     200,     212,     232,     289,     258,     409,    1010
202605,     462,     399,     430,     579,    1380,     225,     238,     209,     191,     207,     224,     274,     308,     358,    1023


  Average Firm Size
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
196307,    799.32,    272.16,    157.30,     80.96,     20.64,    979.34,    615.34,    313.11,    231.51,    192.92,    123.53,    106.51,     57.20,     37.83,     14.51
196308,    755.43,    289.38,    159.07,     76.90,     22.80,    880.57,    616.39,    343.04,    238.36,    190.26,    129.14,     85.75,     68.03,     42.44,     15.42
196309,    756.12,    319.92,    173.98,     82.99,     24.29,    820.15,    685.59,    361.42,    272.06,    175.10,    173.00,     95.21,     71.66,     42.54,     17.50
196310,    822.12,    261.82,    167.37,     82.58,     27.06,    946.49,    697.75,    320.48,    202.29,    191.70,    144.50,    113.40,     54.59,     52.25,     18.37
196311,    684.66,    317.60,    272.36,     91.02,     28.94,    798.98,    559.01,    414.10,    216.11,    397.57,    164.56,    119.64,     66.19,     48.35,     22.16
196312,    363.64,    431.02,    361.36,    106.22,     44.45,    367.44,    357.22,    412.47,    450.81,    221.06,    483.90,    115.91,     95.78,     66.03,     34.35
196401,    374.37,    461.71,    300.56,    156.11,     44.33,    351.95,    395.99,    620.52,    305.18,    221.95,    377.14,    224.11,     94.12,     75.65,     30.53
196402,    365.60,    532.37,    357.06,    102.01,     44.75,    370.44,    360.86,    684.86,    383.19,    608.73,    132.47,    137.67,     65.94,     85.61,     28.01
196403,    877.76,    367.77,    164.20,     75.13,     29.34,   1124.83,    636.23,    345.89,    390.77,    216.76,    120.01,     96.59,     57.86,     44.28,     23.75
196404,    888.33,    362.57,    162.99,     80.52,     27.92,   1276.52,    491.44,    366.24,    358.93,    179.97,    145.42,    105.89,     56.83,     51.71,     19.23
196405,    968.58,    272.73,    168.80,     78.71,     25.69,   1505.57,    412.61,    307.64,    240.11,    184.46,    152.21,     88.33,     69.35,     46.70,     17.29
196406,    967.58,    271.24,    173.79,     86.67,     28.51,   1151.49,    773.99,    305.12,    236.01,    208.03,    141.14,    104.12,     71.21,     54.18,     18.30
196407,    824.54,    407.89,    165.87,     80.67,     32.97,   1041.22,    590.21,    555.37,    259.39,    216.51,    117.91,    108.81,     57.34,     70.35,     17.76
196408,    917.22,    353.29,    164.24,     88.16,     27.72,   1090.99,    724.28,    433.21,    275.06,    190.37,    139.53,     99.34,     78.11,     54.78,     17.41
196409,    905.07,    312.59,    151.13,     92.80,     28.46,   1010.15,    787.24,    349.42,    276.55,    186.25,    120.48,    125.98,     62.05,     56.16,     17.44
196410,    906.92,    366.73,    158.30,    105.95,     28.49,   1358.03,    430.03,    319.77,    411.68,    169.39,    146.77,    122.50,     91.69,     65.41,     15.64
196411,    918.18,    353.74,    185.90,    100.24,     26.57,   1232.62,    603.74,    326.74,    380.54,    209.01,    162.94,    136.42,     70.65,     47.79,     19.26
196412,    825.54,    454.90,    172.61,    100.98,     26.16,    991.39,    649.03,    611.30,    301.97,    199.95,    143.61,    135.95,     69.20,     46.48,     18.97
196501,    865.24,    412.96,    163.16,    113.64,     27.60,    985.87,    730.68,    482.65,    338.66,    181.48,    146.22,    147.14,     80.94,     50.49,     19.09
196502,    914.98,    415.14,    198.56,    101.04,     27.59,   1090.85,    718.00,    552.01,    272.52,    214.61,    183.25,    136.24,     67.86,     54.66,     18.15
196503,   1021.07,    324.43,    193.50,    107.81,     24.83,   1353.02,    677.10,    406.91,    241.95,    210.47,    175.40,    119.16,     95.76,     43.22,     18.29
196504,   1024.69,    352.75,    195.59,     88.78,     28.61,   1384.93,    645.20,    481.65,    225.62,    206.08,    186.00,     98.60,     79.43,     57.14,     17.30
196505,   1052.50,    398.41,    174.72,    120.63,     25.67,   1129.24,    975.76,    403.88,    393.10,    192.89,    158.33,    152.43,     92.06,     49.76,     17.66
196506,    942.72,    486.49,    205.72,     98.15,     25.62,    961.94,    916.18,    624.05,    357.72,    195.67,    215.43,    108.22,     88.86,     50.41,     16.79
196507,    890.67,    384.02,    173.15,    101.03,     26.55,    791.55,    979.75,    462.74,    312.12,    170.73,    175.53,    135.16,     68.41,     51.70,     16.50
196508,    853.68,    342.91,    196.78,    109.49,     29.05,    805.05,    897.59,    483.19,    215.06,    248.65,    152.09,    136.42,     84.95,     53.85,     18.14
196509,    891.78,    328.42,    212.50,     98.42,     32.01,   1015.47,    751.70,    376.37,    277.48,    227.60,    196.74,    123.86,     78.57,     58.25,     20.54
196510,    943.73,    327.70,    237.70,    114.78,     32.43,   1342.02,    536.11,    331.59,    323.64,    230.35,    245.38,    152.56,     83.29,     58.85,     20.29
196511,    941.51,    384.80,    236.69,    113.33,     33.75,   1239.68,    636.81,    378.52,    391.17,    320.47,    156.49,    133.37,     96.55,     62.56,     20.94
196512,    939.26,    409.38,    197.37,    128.49,     37.16,   1033.45,    837.89,    478.66,    341.56,    236.22,    156.52,    153.04,    105.75,     69.85,     23.24
196601,    981.46,    430.18,    199.93,    114.65,     38.93,   1431.47,    521.43,    542.15,    322.85,    189.22,    211.00,    138.77,     95.50,     70.32,     23.60
196602,    975.73,    425.06,    229.47,    121.12,     38.43,   1292.29,    645.51,    514.47,    339.99,    213.42,    245.12,    132.05,    112.02,     68.60,     25.58
196603,   1001.70,    368.66,    214.05,    137.26,     40.04,   1368.13,    622.89,    407.18,    330.67,    250.94,    179.75,    171.05,    110.69,     62.41,     30.47
196604,    966.70,    330.56,    209.83,    131.93,     47.75,   1273.47,    635.30,    409.20,    253.55,    254.95,    162.37,    165.26,    101.85,     76.85,     34.10
196605,    925.37,    365.35,    224.87,    137.76,     51.63,   1194.50,    626.77,    392.80,    337.32,    253.29,    198.59,    182.79,     97.88,     87.67,     36.11
196606,    759.83,    416.43,    210.29,    128.02,     58.23,    839.89,    666.71,    516.77,    314.62,    285.47,    140.62,    130.73,    123.94,     87.09,     45.01
196607,    751.81,    416.88,    203.93,    125.93,     57.60,    948.29,    556.67,    330.71,    500.75,    193.64,    214.55,    127.71,    124.15,     78.75,     47.73
196608,    668.48,    409.30,    227.60,    123.69,     56.69,    763.76,    569.42,    536.00,    290.09,    226.18,    228.92,    106.97,    142.17,     59.67,     54.83
196609,    537.80,    435.11,    172.99,    129.68,     52.35,    456.86,    625.19,    477.81,    393.24,    169.67,    176.12,    145.50,    113.19,     62.97,     46.82
196610,    496.16,    380.70,    206.90,    142.99,     56.63,    481.15,    513.24,    408.60,    347.72,    273.90,    145.23,    200.32,     88.01,     80.31,     44.01
196611,    382.61,    500.53,    276.30,    134.78,     53.36,    295.86,    477.77,    524.32,    478.89,    320.15,    232.11,    163.05,    109.01,     62.14,     48.36
196612,    374.38,    547.41,    283.46,    130.51,     57.75,    324.37,    430.86,    789.06,    336.32,    302.52,    263.30,    163.23,     99.26,     70.55,     51.16
196701,    577.33,    467.04,    251.46,    109.35,     51.57,    399.32,    779.77,    531.52,    405.12,    246.40,    256.40,    132.92,     90.11,    101.88,     28.36
196702,    815.41,    406.34,    233.60,    153.80,     36.77,    836.18,    787.04,    513.77,    291.20,    272.05,    197.82,    191.26,    121.02,     58.67,     27.01
196703,    877.93,    408.56,    282.98,    100.37,     34.80,   1054.76,    701.10,    511.80,    305.32,    300.36,    266.06,    124.69,     80.64,     54.85,     25.87
196704,   1033.93,    366.78,    245.96,    116.58,     37.85,   1080.51,    987.01,    425.30,    310.17,    283.21,    209.47,    150.13,     88.93,     65.45,     26.59
196705,    880.00,    540.39,    280.45,    123.80,     41.32,    955.01,    803.88,    670.36,    412.14,    330.04,    232.82,    153.65,    100.42,     65.43,     31.59
196706,    841.45,    495.68,    280.52,    111.69,     41.49,    638.42,   1045.92,    528.31,    460.75,    284.87,    276.72,    130.02,     97.19,     66.45,     31.30
196707,    812.15,    484.31,    342.01,    121.35,     44.28,    636.94,    992.36,    505.83,    463.66,    396.04,    288.68,    131.70,    111.29,     74.58,     32.45
196708,    796.68,    581.75,    338.25,    143.97,     45.50,    647.44,    943.81,    808.04,    347.43,    319.11,    356.28,    178.07,    113.16,     73.15,     33.44
196709,    950.08,    468.54,    291.58,    154.71,     43.35,   1031.32,    867.66,    627.19,    313.20,    279.75,    302.95,    217.06,    105.15,     71.78,     31.14
196710,    959.31,    522.23,    287.76,    158.90,     47.17,    708.93,   1215.61,    592.29,    451.16,    357.04,    227.02,    198.49,    125.46,     74.02,     35.45
196711,    951.19,    493.59,    258.56,    152.49,     48.31,    852.66,   1045.00,    624.11,    369.61,    250.45,    266.62,    176.81,    127.88,     77.30,     36.93
196712,    960.90,    451.59,    259.26,    134.98,     60.12,    832.03,   1092.50,    482.44,    423.30,    253.60,    264.35,    161.46,    112.21,    103.52,     40.89
196801,    993.66,    458.68,    279.51,    157.61,     58.47,    982.48,    998.19,    442.66,    474.71,    285.07,    274.18,    170.53,    147.13,     84.88,     46.60
196802,   1017.62,    419.35,    252.19,    162.47,     56.10,   1168.28,    853.87,    489.06,    351.17,    318.39,    189.11,    206.08,    125.44,     81.59,     44.46
196803,   1011.62,    418.99,    237.74,    123.84,     55.66,   1104.66,    910.37,    435.14,    403.08,    249.94,    226.03,    161.51,     91.09,     90.97,     40.78
196804,    899.54,    474.04,    240.73,    153.82,     60.74,   1164.85,    599.54,    651.37,    307.49,    289.69,    191.15,    200.12,    114.39,     87.46,     49.25
196805,   1026.86,    405.68,    306.98,    151.52,     75.10,    874.28,   1171.19,    523.37,    296.61,    365.68,    258.64,    185.49,    122.96,    121.40,     54.03
196806,   1111.15,    418.35,    323.06,    168.26,     66.17,    965.35,   1265.73,    529.47,    309.06,    418.70,    233.56,    191.10,    150.19,    108.93,     48.16
196807,   1051.21,    610.72,    286.60,    177.63,     59.90,   1100.94,   1000.33,    795.78,    427.99,    354.94,    227.85,    227.14,    139.19,     93.78,     46.20
196808,   1090.40,    580.44,    269.29,    144.00,     60.98,   1349.31,    827.47,    773.31,    390.43,    328.68,    218.01,    177.15,    116.88,     87.20,     50.06
196809,   1060.95,    597.01,    255.75,    167.50,     61.65,   1191.97,    926.91,    811.07,    390.77,    285.19,    229.34,    203.69,    139.05,     76.30,     55.30
196810,   1198.00,    499.74,    262.14,    192.96,     66.35,   1055.01,   1349.98,    605.34,    395.08,    264.58,    258.17,    227.02,    164.10,     78.87,     60.45
196811,   1181.74,    533.14,    282.90,    169.16,     71.90,   1341.41,   1017.08,    685.06,    382.33,    306.58,    259.87,    229.40,    122.50,     91.21,     62.31
196812,   1354.73,    495.75,    298.89,    161.71,     76.13,   1814.85,    869.05,    563.65,    430.34,    353.65,    243.00,    175.67,    149.79,    111.94,     59.82
196901,   1294.81,    482.85,    310.46,    157.31,     79.07,   1825.49,    743.39,    551.39,    417.20,    301.50,    318.85,    167.41,    148.68,    103.69,     65.71
196902,   1189.37,    503.64,    294.44,    174.02,     82.48,   1543.85,    816.23,    682.28,    342.02,    348.51,    242.63,    219.68,    136.60,    108.97,     68.00
196903,   1161.27,    462.48,    238.46,    174.64,     72.27,   1293.60,   1013.55,    509.37,    415.26,    296.84,    178.22,    214.55,    144.66,    109.15,     53.16
196904,   1170.21,    441.00,    261.03,    208.64,     67.12,   1102.68,   1246.95,    422.78,    460.14,    303.19,    216.38,    199.15,    216.32,     89.25,     54.81
196905,   1059.04,    552.84,    296.43,    194.03,     71.46,   1354.27,    757.57,    691.69,    416.92,    311.56,    280.78,    249.07,    144.16,    104.79,     54.95
196906,   1073.37,    501.22,    353.59,    195.76,     66.25,   1409.33,    689.41,    629.13,    369.65,    410.02,    297.53,    201.00,    191.44,     96.63,     51.72
196907,    990.59,    500.48,    330.30,    157.73,     58.30,   1440.57,    511.69,    540.59,    460.37,    381.56,    284.71,    195.72,    127.48,     83.34,     47.35
196908,    962.32,    371.16,    305.27,    153.77,     59.71,   1103.53,    805.39,    364.28,    377.89,    280.80,    329.74,    158.09,    149.56,     96.13,     43.86
196909,    969.79,    376.92,    316.75,    159.34,     65.93,   1127.81,    800.87,    410.36,    344.57,    408.25,    228.40,    190.28,    133.33,    105.70,     48.77
196910,    870.11,    434.81,    300.27,    157.45,     64.64,    711.01,   1033.46,    480.80,    391.83,    403.53,    203.50,    195.58,    120.92,     94.11,     49.36
196911,    974.96,    501.56,    290.09,    146.76,     61.10,   1335.49,    561.86,    516.59,    487.86,    325.84,    253.88,    151.40,    142.86,     90.99,     46.62
196912,    976.88,    469.08,    281.46,    146.04,     53.35,   1199.32,    745.31,    506.39,    433.99,    336.96,    225.63,    153.93,    138.60,     78.49,     41.50
197001,   1006.72,    482.20,    251.76,    138.49,     47.49,   1157.80,    852.57,    585.59,    385.01,    261.89,    241.93,    174.54,    107.18,     69.90,     38.06
197002,    930.75,    387.14,    267.06,    127.90,     43.83,    997.97,    849.97,    437.10,    337.83,    329.46,    204.18,    162.59,     96.91,     71.66,     32.44
197003,    822.21,    441.41,    288.55,    163.99,     51.36,    804.08,    841.75,    517.40,    363.43,    381.73,    199.23,    203.01,    132.92,     77.87,     37.78
197004,    750.80,    486.58,    258.05,    169.29,     56.43,    792.51,    706.72,    571.14,    411.91,    301.97,    215.40,    213.19,    131.83,     83.65,     43.02
197005,    806.50,    371.34,    240.11,    115.87,     45.26,    737.80,    867.07,    434.92,    301.49,    261.69,    219.86,    142.15,     93.92,     74.60,     31.59
197006,    596.96,    488.70,    231.80,    116.41,     38.97,    667.09,    521.69,    651.69,    310.69,    324.79,    152.25,    141.10,     89.81,     61.36,     27.57
197007,    591.76,    468.02,    207.04,     98.41,     33.40,    551.20,    634.69,    596.59,    329.50,    241.46,    172.62,    107.44,     89.50,     48.23,     25.07
197008,    622.37,    467.40,    226.27,    106.74,     37.68,    560.11,    686.21,    558.11,    377.26,    292.86,    166.21,    131.76,     82.74,     57.97,     25.16
197009,    653.39,    528.09,    198.83,    107.69,     37.43,    829.08,    448.17,    648.93,    407.97,    232.91,    168.58,    122.04,     96.05,     52.11,     28.45
197010,    783.81,    463.24,    244.48,    114.11,     39.71,    854.28,    697.46,    553.36,    377.62,    313.71,    184.07,    122.23,    106.25,     56.25,     29.40
197011,    810.00,    523.15,    210.94,     99.46,     33.78,    805.98,    808.80,    670.81,    381.28,    282.96,    146.35,    120.17,     79.51,     47.96,     25.38
197012,   1037.31,    416.54,    220.25,     97.01,     30.74,    983.45,   1087.61,    505.58,    333.71,    285.82,    164.10,    119.08,     76.79,     42.07,     24.53
197101,   1192.04,    409.85,    214.08,     96.50,     32.07,   1719.45,    622.51,    433.74,    387.34,    252.16,    178.32,    126.43,     71.46,     47.06,     23.55
197102,   1255.19,    460.43,    224.97,     97.10,     35.47,   1783.84,    744.63,    460.17,    460.64,    259.48,    194.21,    120.28,     76.38,     58.99,     24.44
197103,   1226.86,    484.37,    261.23,    113.76,     33.83,   1760.83,    681.54,    568.97,    404.65,    307.73,    219.01,    133.57,     96.32,     54.55,     23.45
197104,   1192.79,    581.38,    293.41,    120.16,     36.63,   1753.60,    583.40,    737.22,    429.94,    315.29,    270.72,    160.12,     87.60,     58.28,     27.07
197105,   1279.17,    505.79,    304.11,    140.70,     42.24,   1721.10,    788.50,    521.59,    490.64,    366.29,    247.32,    194.60,     96.58,     75.37,     29.47
197106,   1147.04,    547.70,    281.24,    134.45,     41.95,   1513.47,    744.33,    572.60,    523.82,    330.04,    239.61,    157.41,    115.31,     79.33,     27.16
197107,   1079.48,    577.89,    261.63,    133.36,     46.81,   1359.38,    773.01,    608.68,    546.03,    284.89,    237.08,    167.70,    101.25,     76.35,     33.79
197108,   1046.01,    517.92,    251.15,    125.84,     38.17,   1127.58,    942.03,    558.36,    481.29,    255.73,    247.16,    176.09,     84.91,     51.89,     31.82
197109,    776.74,    632.08,    398.79,    113.40,     45.76,    922.91,    618.24,    738.75,    516.35,    533.90,    274.74,    133.51,     94.69,     68.49,     33.10
197110,    745.60,    706.93,    365.23,    123.07,     41.52,    900.17,    570.44,    861.65,    544.17,    541.15,    215.12,    138.38,    108.14,     67.66,     28.17
197111,    773.84,    656.33,    292.92,    127.30,     38.19,    825.36,    706.28,    778.40,    538.03,    414.75,    182.63,    164.62,     96.34,     58.11,     28.02
197112,   1004.98,    488.48,    251.17,    125.80,     40.65,   1077.02,    917.95,    679.18,    308.42,    282.08,    221.42,    176.07,     85.03,     67.81,     28.41
197201,    917.90,    724.25,    301.31,    126.89,     46.87,   1044.23,    788.10,   1058.97,    389.54,    385.89,    222.21,    173.95,     88.87,     77.00,     31.44
197202,   1040.75,    722.39,    291.76,    137.78,     46.06,   1142.29,    939.21,    987.56,    443.36,    345.13,    243.03,    158.22,    120.56,     77.59,     30.49
197203,   1254.18,    590.87,    325.47,    121.42,     48.95,   1333.12,   1166.24,    760.54,    435.95,    384.86,    268.80,    149.50,     98.56,     84.47,     31.62
197204,   1230.93,    616.40,    308.40,    144.83,     45.66,   1547.08,    887.64,    620.03,    612.57,    413.69,    212.08,    169.29,    126.33,     77.75,     32.16
197205,   1173.02,    637.98,    332.78,    146.12,     45.67,   1399.68,    915.20,    663.58,    613.04,    447.16,    227.79,    164.56,    130.82,     73.36,     33.48
197206,   1170.94,    632.30,    296.00,    155.70,     46.77,   1473.82,    815.76,    679.46,    589.55,    351.90,    239.45,    196.42,    119.29,     70.42,     35.99
197207,   1153.76,    578.51,    281.46,    155.31,     47.19,   1469.75,    822.37,    722.33,    448.07,    342.62,    228.89,    194.24,    122.56,     75.81,     34.03
197208,   1116.82,    588.63,    251.73,    148.82,     54.58,   1132.43,   1093.79,    582.63,    594.38,    297.73,    205.72,    180.23,    120.78,     80.25,     39.57
197209,   1006.54,    622.81,    352.37,    158.58,     51.86,    902.23,   1116.75,    615.39,    629.83,    499.77,    216.54,    173.26,    145.85,     70.16,     41.36
197210,    964.36,    682.56,    306.25,    166.53,     50.67,    898.76,   1021.96,    822.87,    549.76,    297.87,    314.80,    184.69,    150.15,     72.04,     38.47
197211,    993.36,    696.28,    282.66,    168.74,     44.95,    931.49,   1038.71,    660.00,    728.38,    330.95,    233.85,    191.46,    145.53,     67.01,     34.29
197212,   1127.29,    628.35,    334.13,    131.39,     50.16,   1135.41,   1118.98,    761.01,    509.03,    437.49,    247.92,    147.70,    118.20,     76.30,     37.33
197301,   1147.05,    754.98,    327.83,    120.00,     46.25,   1321.21,    972.29,   1058.78,    456.68,    406.69,    257.54,    150.21,     95.66,     75.88,     30.68
197302,    512.59,    351.43,    162.84,     80.77,     27.38,    502.60,    529.17,    379.06,    326.36,    189.53,    136.92,     80.75,     80.78,     44.01,     20.98
197303,    498.23,    346.96,    175.45,     87.17,     25.58,    443.40,    594.50,    438.95,    262.56,    201.00,    150.89,    116.85,     61.46,     39.35,     19.72
197304,    444.16,    376.21,    176.45,     79.91,     29.38,    317.65,    648.67,    378.29,    373.31,    210.47,    142.99,     99.89,     63.54,     46.09,     20.90
197305,    354.66,    430.92,    148.05,     81.65,     29.29,    343.93,    370.86,    491.07,    379.43,    184.42,    115.80,    117.34,     52.72,     46.68,     20.72
197306,    372.78,    393.01,    135.39,     78.23,     24.79,    321.12,    450.88,    416.00,    370.52,    167.80,    104.69,     96.62,     62.09,     36.46,     18.88
197307,    356.91,    363.71,    135.41,     68.55,     27.05,    215.72,    612.01,    468.61,    260.99,    139.26,    131.51,     78.68,     57.39,     42.83,     18.03
197308,    390.62,    337.31,    161.01,     78.22,     25.33,    284.12,    558.36,    401.58,    264.78,    177.79,    143.40,    100.38,     58.65,     35.86,     19.58
197309,    366.02,    326.45,    157.56,     76.15,     24.34,    296.73,    482.62,    391.74,    266.16,    201.30,    124.64,    104.00,     54.83,     34.71,     18.56
197310,    375.52,    407.61,    161.98,     68.86,     26.79,    334.45,    463.40,    406.70,    408.53,    189.95,    134.90,     84.71,     54.10,     42.95,     19.38
197311,    358.36,    376.69,    219.39,     63.55,     25.11,    299.26,    469.98,    435.83,    316.29,    309.58,    129.94,     66.08,     61.09,     37.47,     19.44
197312,    370.05,    320.76,    135.86,     59.37,     20.44,    300.94,    494.06,    297.51,    341.12,    167.42,    105.84,     72.18,     47.14,     30.32,     15.57
197401,    369.25,    308.13,    156.67,     64.97,     23.31,    289.39,    505.44,    355.97,    266.21,    211.31,    104.41,     81.05,     52.50,     35.57,     16.90
197402,    345.60,    322.72,    156.50,     74.71,     23.14,    281.99,    450.00,    438.42,    212.50,    206.36,    108.07,     98.44,     51.08,     34.90,     16.57
197403,    323.23,    322.69,    173.08,     69.79,     25.82,    210.62,    508.98,    422.11,    222.05,    206.61,    140.35,     77.95,     62.18,     51.18,     14.30
197404,    308.86,    324.27,    173.36,     73.93,     26.79,    200.67,    502.66,    369.70,    283.95,    214.92,    138.00,     75.87,     72.02,     44.99,     16.33
197405,    331.97,    294.79,    141.00,     57.89,     25.08,    333.35,    326.29,    325.35,    265.52,    158.93,    124.46,     70.35,     47.53,     39.94,     17.06
197406,    313.10,    256.80,    130.27,     74.86,     22.77,    333.41,    272.52,    350.45,    169.04,    158.25,    106.56,     95.68,     54.45,     31.78,     17.35
197407,    316.17,    193.30,    126.16,     63.16,     24.85,    280.54,    375.87,    218.15,    168.63,    143.01,    106.88,     85.72,     45.83,     38.59,     16.23
197408,    222.35,    274.63,    104.48,     71.53,     26.77,    179.36,    307.11,    380.32,    170.34,    119.38,     88.25,     90.45,     55.52,     41.13,     18.61
197409,    159.43,    297.66,    113.85,     65.37,     22.94,    134.92,    214.55,    382.74,    212.84,    133.18,     91.80,     74.60,     57.80,     33.54,     17.06
197410,    134.91,    233.04,    133.25,     63.15,     21.03,    118.48,    172.64,    250.66,    215.00,    160.92,    107.69,     68.00,     58.14,     32.54,     13.58
197411,    119.81,    256.21,    193.53,     98.74,     30.28,     85.20,    203.86,    293.36,    216.63,    212.12,    177.09,    145.03,     59.10,     54.72,     14.83
197412,    135.71,    237.89,    207.64,     75.39,     24.19,    100.85,    205.24,    303.76,    171.89,    198.39,    216.49,     87.61,     65.83,     43.02,     12.33
197501,    153.44,    266.22,    169.49,     81.28,     17.82,    118.12,    224.88,    310.48,    222.49,    174.08,    165.20,    103.72,     62.35,     32.40,      8.89
197502,    246.81,    348.20,    120.24,     69.48,     15.04,    236.12,    265.14,    493.12,    223.00,    121.52,    118.65,     83.45,     56.48,     23.52,      9.58
197503,    295.87,    342.50,    125.87,     65.39,     15.40,    256.42,    372.34,    448.01,    235.71,    147.70,    105.47,     75.31,     56.58,     24.73,      9.47
197504,    307.96,    379.95,    122.18,     59.65,     17.57,    241.42,    440.75,    296.10,    465.75,    143.10,    101.56,     75.36,     45.65,     27.38,     11.48
197505,    298.01,    375.65,    154.53,     57.87,     20.14,    206.96,    468.62,    464.66,    291.02,    178.77,    133.45,     68.39,     47.38,     31.45,     12.36
197506,    328.93,    393.39,    153.04,     64.98,     20.20,    257.29,    475.49,    499.50,    298.72,    191.62,    118.77,     85.85,     47.98,     30.68,     13.63
197507,    370.34,    357.02,    155.13,     71.84,     21.34,    275.83,    553.28,    408.02,    301.38,    217.36,    104.71,     96.41,     53.35,     33.64,     14.46
197508,    405.78,    283.31,    145.68,     59.36,     19.20,    329.64,    556.49,    373.99,    202.64,    189.05,    108.13,     65.03,     53.70,     28.60,     13.61
197509,    375.13,    255.57,    141.92,     63.33,     18.86,    288.49,    561.16,    315.85,    204.30,    182.10,    105.99,     74.43,     51.57,     30.55,     12.31
197510,    289.52,    299.71,    147.05,     68.00,     20.23,    220.51,    435.71,    305.44,    293.89,    185.02,    112.26,     82.75,     56.71,     33.37,     12.96
197511,    247.61,    309.92,    195.39,     87.40,     24.48,    219.16,    302.82,    401.81,    219.62,    231.98,    161.15,    115.58,     64.62,     42.61,     14.25
197512,    318.98,    308.46,    165.74,     86.63,     18.74,    239.09,    459.46,    317.42,    299.18,    200.79,    131.67,    116.14,     63.17,     32.28,     11.95
197601,    409.17,    256.73,    153.13,     65.66,     16.50,    363.50,    494.73,    271.94,    240.67,    156.73,    149.69,     73.20,     58.81,     30.42,     10.00
197602,    518.94,    300.26,    158.71,     68.06,     19.07,    469.49,    609.30,    350.69,    255.55,    204.33,    120.75,     83.80,     54.95,     32.93,     12.07
197603,    525.55,    325.84,    141.04,     67.59,     19.50,    504.37,    556.59,    377.32,    272.81,    186.75,     99.22,     78.53,     58.26,     31.30,     13.59
197604,    544.85,    335.81,    157.95,     65.59,     20.36,    479.81,    653.33,    410.35,    256.04,    193.44,    124.69,     82.09,     52.72,     29.89,     15.73
197605,    514.45,    329.52,    159.83,     60.54,     21.63,    485.84,    561.11,    435.99,    227.10,    196.19,    126.80,     73.02,     48.22,     36.69,     14.64
197606,    444.30,    386.45,    136.59,     75.62,     22.59,    435.94,    460.06,    512.40,    244.32,    143.27,    129.57,     86.60,     65.57,     38.86,     15.05
197607,    434.31,    360.42,    156.89,     74.70,     25.23,    389.07,    520.96,    467.22,    262.36,    184.55,    130.70,     96.40,     55.20,     48.07,     15.70
197608,    447.30,    324.99,    180.70,     69.28,     23.56,    391.08,    573.42,    401.13,    258.88,    189.63,    170.34,     86.62,     54.30,     42.29,     15.55
197609,    436.72,    392.73,    184.66,     80.23,     22.54,    425.35,    457.19,    472.08,    307.51,    186.06,    183.12,     96.90,     65.43,     38.23,     15.85
197610,    455.29,    418.69,    162.60,     84.73,     22.24,    412.53,    531.05,    484.10,    360.24,    210.74,    115.64,    115.82,     58.21,     41.92,     14.00
197611,    408.43,    424.37,    185.94,     76.27,     21.70,    352.52,    512.42,    451.95,    394.05,    217.82,    154.17,     98.17,     58.17,     39.01,     14.36
197612,    404.25,    366.84,    222.26,     74.72,     22.38,    301.81,    635.19,    493.17,    235.19,    275.13,    171.10,     83.95,     64.94,     37.98,     15.33
197701,    503.24,    371.72,    191.06,     86.57,     22.69,    413.60,    674.70,    456.01,    280.35,    214.86,    166.54,    100.45,     73.41,     40.25,     15.67
197702,    523.67,    399.70,    172.29,     76.36,     21.95,    547.94,    478.21,    427.85,    370.32,    230.64,    125.38,     86.67,     64.79,     37.30,     15.38
197703,    536.41,    396.97,    153.68,     72.30,     20.08,    583.80,    448.28,    404.31,    387.59,    195.44,    120.53,     94.79,     52.57,     31.19,     15.40
197704,    468.80,    352.53,    216.03,     69.32,     21.17,    477.52,    452.34,    425.26,    284.53,    292.21,    149.79,     90.62,     52.86,     30.46,     16.92
197705,    428.13,    362.64,    195.68,     92.34,     22.35,    404.33,    465.56,    435.82,    285.55,    226.22,    166.78,    124.14,     66.79,     37.80,     15.16
197706,    426.83,    321.97,    214.99,     85.98,     22.55,    378.86,    514.29,    364.59,    274.16,    243.38,    186.41,    116.68,     62.19,     36.55,     15.48
197707,    434.80,    374.30,    181.67,    102.91,     25.04,    425.87,    448.51,    367.36,    382.13,    229.75,    136.37,    156.90,     56.02,     39.59,     17.47
197708,    435.19,    412.23,    195.30,     83.04,     23.88,    452.88,    398.95,    420.53,    404.11,    205.94,    183.99,    117.85,     57.26,     39.09,     16.94
