This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The total return variance is measured over 60 days up to formation month-end requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
198310,   -0.70,   -2.73,   -3.98,   -6.07,   -9.47,    0.04,   -1.88,   -2.07,   -3.36,   -3.01,   -4.94,   -6.17,   -5.99,   -8.68,   -9.78
198311,    2.14,    3.21,    4.54,    4.14,    2.22,    1.84,    2.71,    3.32,    3.09,    4.49,    4.60,    3.88,    4.33,    3.62,    1.72
198312,    0.57,   -0.14,   -0.96,   -1.55,   -4.30,    0.90,   -0.08,   -0.28,   -0.01,   -0.89,   -1.03,   -1.18,   -1.84,   -3.88,   -4.47
198401,    1.30,   -0.45,    0.06,   -0.62,    0.55,    1.74,    0.32,   -0.17,   -0.75,   -0.34,    0.42,   -0.53,   -0.69,   -0.78,    1.00
198402,   -3.12,   -5.07,   -5.96,   -5.82,   -6.93,   -2.65,   -4.19,   -4.59,   -5.56,   -5.22,   -6.70,   -5.47,   -6.17,   -7.20,   -6.85
198403,    1.03,    1.03,    1.80,    1.44,   -0.26,    1.24,    0.50,    1.05,    1.01,    1.83,    1.78,    1.61,    1.33,   -0.24,   -0.27
198404,   -0.01,   -0.47,   -1.02,   -1.05,   -4.05,   -0.01,    0.00,   -0.40,   -0.53,   -0.98,   -1.07,   -0.59,   -1.44,   -2.13,   -4.76
198405,   -2.69,   -4.30,   -4.53,   -4.63,   -7.02,   -2.11,   -4.01,   -3.99,   -4.59,   -4.78,   -4.33,   -4.16,   -4.99,   -7.04,   -7.01
198406,    1.70,    1.79,    2.42,    1.89,    0.94,    1.47,    2.17,    1.40,    2.20,    2.57,    2.30,    1.81,    1.96,    2.64,    0.34
198407,   -0.57,   -2.63,   -3.76,   -4.66,   -7.65,   -0.14,   -1.40,   -2.55,   -2.71,   -3.49,   -3.98,   -3.72,   -5.43,   -6.53,   -8.17
198408,    5.46,    9.51,   10.06,   10.82,    9.55,    4.11,    8.34,    8.56,   10.53,    9.90,   10.22,   10.35,   11.19,   11.60,    8.75
198409,    2.75,    0.48,    0.56,   -0.34,   -2.00,    2.58,    3.06,    0.97,   -0.09,    0.80,    0.35,    0.06,   -0.66,   -1.53,   -2.17
198410,    1.45,   -0.38,   -1.01,   -2.40,   -5.00,    1.52,    1.31,   -0.07,   -0.67,   -0.58,   -1.40,   -1.41,   -3.21,   -2.70,   -5.94
198411,    0.95,   -1.77,   -1.08,   -3.11,   -6.18,    1.30,    0.09,   -1.25,   -2.33,   -0.51,   -1.65,   -2.71,   -3.50,   -4.41,   -6.82
198412,    1.88,    1.94,    1.25,    0.87,   -0.48,    1.92,    1.78,    1.86,    2.03,    1.48,    1.05,    0.91,    0.84,    0.47,   -0.80
198501,    6.59,   10.05,   11.54,   13.98,   15.31,    6.10,    7.72,    9.54,   10.55,    9.65,   13.33,   13.87,   14.08,   15.32,   15.31
198502,    3.57,    2.85,    3.27,    3.98,    6.53,    3.73,    3.26,    2.44,    3.26,    3.66,    2.92,    3.85,    4.10,    3.11,    7.73
198503,    2.38,    0.76,   -1.03,   -1.42,   -2.81,    3.01,    1.25,    1.20,    0.35,   -1.07,   -0.99,   -0.94,   -1.80,   -1.90,   -3.15
198504,    1.64,    0.72,    0.20,   -0.59,   -3.03,    2.02,    1.14,    0.40,    1.02,    0.03,    0.35,   -0.82,   -0.40,   -1.48,   -3.68
198505,    3.61,    3.91,    3.77,    2.93,    0.95,    3.24,    4.18,    3.86,    3.96,    4.10,    3.45,    3.31,    2.68,    2.53,    0.34
198506,    2.50,    1.77,    1.93,    1.46,   -1.32,    2.75,    2.10,    2.58,    1.04,    2.07,    1.80,    1.44,    1.48,    0.49,   -2.07
198507,    1.34,    1.96,    2.24,    2.36,    1.82,    1.37,    1.29,    2.53,    1.46,    1.94,    2.53,    2.41,    2.32,    2.40,    1.58
198508,    0.99,    0.00,   -0.10,   -0.29,   -0.93,    1.34,    0.45,   -0.03,    0.02,   -0.25,    0.04,   -0.02,   -0.48,   -1.72,   -0.61
198509,   -2.28,   -3.24,   -4.74,   -5.20,   -7.75,   -1.98,   -2.83,   -2.86,   -3.60,   -4.04,   -5.39,   -4.78,   -5.51,   -6.47,   -8.24
198510,    3.33,    3.91,    3.86,    2.95,    0.17,    2.59,    4.75,    3.91,    3.91,    4.19,    3.63,    3.66,    2.40,    2.07,   -0.78
198511,    5.29,    6.50,    6.46,    5.95,    4.62,    5.09,    5.60,    6.38,    6.60,    7.00,    6.01,    5.22,    6.54,    6.10,    3.93
198512,    3.55,    4.53,    4.61,    4.11,    1.92,    2.71,    4.86,    4.85,    4.21,    3.98,    5.25,    4.09,    4.12,    3.82,    1.15
198601,    2.96,    2.16,    2.96,    3.88,    5.92,    3.07,    2.78,    1.85,    2.43,    2.47,    3.37,    4.20,    3.62,    3.33,    6.92
198602,    6.74,    7.45,    7.22,    7.60,    5.40,    6.32,    7.50,    7.77,    7.15,    7.50,    6.98,    8.56,    6.92,    6.14,    5.12
198603,    5.43,    4.82,    5.09,    4.69,    4.76,    5.08,    5.92,    5.63,    4.07,    5.16,    5.03,    5.33,    4.25,    4.93,    4.67
198604,    1.65,    0.12,    1.84,    1.94,    1.55,    1.69,    1.60,    0.22,    0.04,    2.34,    1.45,    1.35,    2.37,    1.32,    1.67
198605,    3.38,    4.23,    4.07,    4.04,    3.77,    3.30,    3.48,    4.61,    3.86,    3.94,    4.19,    3.74,    4.27,    3.35,    3.95
198606,    2.58,    2.16,    0.94,    0.78,    0.14,    3.07,    1.87,    1.73,    2.56,    0.83,    1.05,    0.76,    0.80,    0.68,   -0.09
198607,   -1.93,   -5.29,   -6.77,   -8.18,   -9.47,   -0.48,   -4.11,   -4.92,   -5.61,   -6.62,   -6.94,   -7.13,   -9.12,   -9.55,   -9.43
198608,    2.62,    3.54,    2.84,    2.79,    0.65,    2.13,    3.40,    3.51,    3.57,    3.59,    2.15,    2.83,    2.76,    1.71,    0.16
198609,   -4.79,   -5.75,   -5.78,   -6.05,   -7.54,   -4.28,   -5.86,   -5.10,   -6.40,   -5.82,   -5.74,   -6.08,   -6.03,   -7.61,   -7.51
198610,    1.65,    3.50,    3.35,    3.64,    1.68,    1.05,    2.91,    2.68,    4.27,    3.47,    3.22,    3.63,    3.65,    3.65,    0.78
198611,    0.20,   -0.11,   -0.03,    0.31,   -1.61,   -0.05,    0.66,   -0.36,    0.19,    0.70,   -0.70,    0.42,    0.22,   -0.58,   -2.11
198612,   -1.96,   -2.10,   -2.61,   -3.31,   -4.88,   -1.56,   -2.72,   -2.03,   -2.18,   -2.72,   -2.51,   -2.75,   -3.68,   -3.91,   -5.35
198701,    8.57,   11.10,   11.39,   12.34,   12.79,    7.72,    9.94,   10.27,   11.92,   10.83,   11.82,   12.10,   12.51,   12.11,   13.13
198702,    3.60,    6.93,    7.38,    8.41,    8.91,    2.73,    4.95,    6.46,    7.39,    6.96,    7.72,    7.68,    9.05,    8.18,    9.21
198703,    2.09,    2.49,    1.99,    2.77,    3.97,    1.62,    2.80,    1.29,    3.80,    2.05,    1.95,    3.63,    1.99,    3.07,    4.36
198704,   -2.01,   -2.50,   -2.80,   -3.11,   -1.59,   -1.96,   -2.07,   -2.26,   -2.78,   -2.53,   -3.06,   -2.63,   -3.45,   -2.32,   -1.30
198705,    0.43,   -0.07,   -0.34,   -0.52,    0.15,    0.55,    0.23,   -0.01,   -0.14,   -0.27,   -0.40,    0.14,   -1.06,   -0.67,    0.46
198706,    3.02,    4.27,    3.45,    2.48,    1.06,    2.42,    4.02,    3.79,    4.77,    3.76,    3.19,    3.10,    1.95,    1.49,    0.90
198707,    2.53,    3.65,    4.31,    2.88,    3.47,    2.29,    2.94,    3.57,    3.72,    4.70,    3.88,    3.08,    2.74,    2.84,    3.73
198708,    2.50,    3.58,    3.70,    2.95,    0.23,    1.58,    3.95,    4.00,    3.15,    3.79,    3.63,    3.60,    2.39,    2.12,   -0.56
198709,   -0.90,   -1.44,   -1.67,   -1.33,   -1.89,   -0.91,   -0.88,   -1.49,   -1.40,   -1.66,   -1.68,   -1.92,   -1.01,   -1.97,   -1.86
198710,  -18.15,  -24.71,  -26.96,  -28.83,  -30.28,  -16.78,  -20.51,  -24.33,  -25.06,  -26.48,  -27.42,  -28.29,  -29.19,  -30.44,  -30.21
198711,   -2.65,   -3.40,   -4.21,   -4.89,   -8.88,   -2.03,   -3.53,   -3.51,   -3.28,   -4.37,   -4.08,   -4.48,   -5.19,   -6.96,   -9.91
198712,    0.67,    3.59,    4.40,    4.84,    2.38,   -0.57,    2.58,    3.56,    3.62,    3.45,    5.35,    4.27,    5.33,    3.80,    1.67
198801,    5.32,    6.11,    7.16,    7.25,   10.35,    4.33,    6.67,    6.81,    5.36,    6.84,    7.50,    7.43,    7.10,    8.30,   11.37
198802,    3.34,    6.69,    7.46,    7.72,    6.60,    2.54,    4.55,    5.97,    7.42,    7.38,    7.56,    8.27,    7.29,    8.13,    5.94
198803,    2.03,    3.03,    3.13,    3.79,    4.49,    1.68,    2.53,    2.34,    3.72,    3.19,    3.08,    3.00,    4.40,    5.65,    4.01
198804,    0.71,    1.58,    1.99,    1.84,    1.50,    0.75,    0.66,    1.17,    2.02,    1.99,    2.00,    2.40,    1.44,    1.67,    1.44
198805,    0.51,   -0.41,   -1.31,   -0.99,   -2.86,    0.47,    0.56,    0.38,   -1.09,   -1.52,   -1.15,   -0.15,   -1.74,   -1.63,   -3.37
198806,    3.78,    5.55,    6.16,    7.10,    4.41,    3.52,    4.21,    5.07,    6.07,    6.32,    6.00,    6.29,    7.80,    5.85,    3.69
198807,    0.06,   -0.50,   -0.03,   -0.42,    0.20,    0.34,   -0.43,   -0.71,   -0.29,   -0.27,    0.20,   -0.52,   -0.34,   -0.07,    0.33
198808,   -0.55,   -1.61,   -1.89,   -2.28,   -2.89,   -0.32,   -0.90,   -0.72,   -2.40,   -1.53,   -2.25,   -2.77,   -1.99,   -2.39,   -3.15
198809,    1.81,    2.49,    2.89,    2.22,    1.74,    1.24,    2.88,    2.83,    2.18,    3.06,    2.73,    2.75,    1.92,    2.83,    1.14
198810,    0.71,    0.67,    0.00,   -0.11,   -2.98,    0.47,    1.15,    0.70,    0.65,   -0.38,    0.40,    0.49,   -0.44,   -0.65,   -4.29
198811,   -1.81,   -2.35,   -3.49,   -3.18,   -5.05,   -1.60,   -2.17,   -2.67,   -2.00,   -4.06,   -2.96,   -3.00,   -3.30,   -4.43,   -5.42
198812,    0.62,    2.66,    2.90,    3.33,    1.78,    0.46,    0.86,    2.26,    2.96,    3.55,    2.28,    2.79,    3.67,    3.07,    1.02
198901,    3.22,    5.19,    5.17,    5.79,    7.44,    2.41,    4.45,    5.12,    5.25,    4.31,    5.94,    5.66,    5.88,    5.73,    8.26
198902,    0.46,    0.12,    0.70,    0.84,    0.20,    0.29,    0.70,    0.05,    0.19,    1.07,    0.41,    0.89,    0.81,    0.62,    0.01
198903,    1.97,    2.02,    2.04,    2.40,    1.29,    1.24,    3.01,    2.22,    1.86,    1.99,    2.08,    2.27,    2.48,    1.78,    1.06
198904,    3.75,    4.97,    3.58,    4.02,    2.33,    3.63,    3.92,    5.24,    4.79,    3.63,    3.55,    3.10,    4.66,    3.57,    1.67
198905,    2.84,    3.20,    4.10,    3.22,    2.44,    2.78,    2.95,    3.37,    3.04,    3.20,    4.78,    3.50,    3.03,    3.26,    1.95
198906,    1.00,   -0.05,   -0.51,   -0.82,   -1.82,    0.90,    1.15,    0.31,   -0.41,   -0.69,   -0.37,   -0.23,   -1.18,   -1.69,   -1.88
198907,    3.16,    6.17,    4.84,    3.64,    1.73,    2.30,    4.54,    6.37,    6.00,    5.36,    4.48,    3.63,    3.64,    3.18,    0.87
198908,    2.04,    3.13,    3.41,    2.62,    1.32,    1.75,    2.46,    3.18,    3.08,    2.21,    4.31,    2.86,    2.48,    2.69,    0.53
198909,    0.00,   -0.34,    0.00,    0.52,    0.36,    0.08,   -0.13,    0.04,   -0.71,   -0.39,    0.41,    0.41,    0.59,    0.35,    0.37
198910,   -2.71,   -3.70,   -4.86,   -5.65,   -6.13,   -2.13,   -3.62,   -2.69,   -4.60,   -5.04,   -4.70,   -5.14,   -5.98,   -4.84,   -6.81
198911,    0.46,    0.29,    0.27,   -0.08,   -2.31,    0.63,    0.24,    0.34,    0.25,    0.97,   -0.48,   -0.57,    0.35,   -1.31,   -2.82
198912,    0.25,    0.02,   -0.17,   -0.46,   -2.98,    0.18,    0.34,   -0.19,    0.21,   -0.23,   -0.11,   -0.56,   -0.38,   -1.10,   -3.99
199001,   -3.58,   -6.11,   -6.49,   -6.64,   -4.23,   -2.67,   -4.78,   -5.52,   -6.61,   -7.45,   -5.76,   -5.56,   -7.49,   -6.39,   -2.87
199002,    0.57,    1.19,    2.27,    2.01,    2.43,    0.48,    0.71,    1.20,    1.18,    2.23,    2.31,    1.91,    2.08,    2.94,    2.09
199003,    1.49,    2.70,    2.20,    3.23,    2.62,    1.44,    1.58,    3.28,    2.19,    1.67,    2.68,    2.79,    3.48,    3.40,    2.05
199004,   -2.24,   -2.94,   -2.62,   -3.39,   -2.20,   -1.91,   -2.79,   -2.86,   -3.02,   -2.73,   -2.49,   -2.91,   -3.72,   -2.40,   -2.07
199005,    3.91,    5.45,    5.51,    6.31,    3.99,    3.14,    5.19,    5.56,    5.35,    5.51,    5.51,    6.03,    6.51,    5.51,    2.94
199006,   -0.32,    0.08,    0.41,    1.12,    0.54,   -0.57,    0.10,    0.17,   -0.01,    0.69,    0.18,    0.34,    1.58,    0.77,    0.40
199007,   -0.78,   -1.72,   -2.81,   -2.77,   -4.02,   -0.54,   -1.20,   -0.92,   -2.42,   -2.05,   -3.44,   -2.60,   -2.88,   -3.81,   -4.14
199008,   -6.48,  -10.46,  -10.26,  -11.20,  -13.13,   -5.07,   -8.88,  -10.08,  -10.81,   -9.37,  -11.02,  -10.22,  -11.83,  -13.11,  -13.14
199009,   -3.69,   -6.10,   -7.24,   -8.22,   -9.68,   -2.95,   -4.82,   -6.16,   -6.05,   -7.37,   -7.14,   -8.05,   -8.36,   -9.46,   -9.79
199010,   -3.36,   -5.13,   -5.09,   -5.68,   -7.27,   -2.74,   -4.26,   -4.26,   -5.90,   -5.28,   -4.96,   -6.24,   -5.33,   -6.12,   -7.82
199011,    1.00,    5.29,    5.22,    5.48,    2.81,    0.15,    2.29,    5.63,    4.95,    5.27,    5.18,    6.83,    4.56,    4.83,    1.65
199012,    1.06,    1.77,    3.75,    3.18,   -3.62,    0.44,    1.87,    1.71,    1.82,    3.38,    4.07,    2.95,    3.39,    0.72,   -6.58
199101,    1.33,    3.44,    6.16,    7.78,   13.11,    0.47,    2.56,    2.66,    4.25,    4.42,    7.66,    7.21,    8.17,    9.43,   15.84
199102,    6.10,    8.41,    9.61,   11.66,   18.50,    4.97,    7.68,    7.94,    8.86,    9.53,    9.67,   11.43,   11.81,   15.04,   21.31
199103,    3.48,    4.71,    4.89,    6.81,   11.92,    2.98,    4.17,    4.63,    4.79,    4.38,    5.37,    5.80,    7.59,    9.92,   13.62
199104,    4.27,    2.10,    2.88,    2.48,    3.61,    6.00,    1.58,    2.16,    2.05,    3.25,    2.60,    2.30,    2.60,    3.08,    4.06
199105,    1.54,    3.32,    4.99,    3.89,    2.51,    1.14,    2.11,    3.60,    3.05,    5.04,    4.94,    3.61,    4.08,    4.52,    1.06
199106,   -1.52,   -2.98,   -3.12,   -3.57,   -4.34,   -1.24,   -1.91,   -2.91,   -3.04,   -2.82,   -3.38,   -3.40,   -3.69,   -4.41,   -4.30
199107,    3.86,    1.69,    3.03,    4.08,    3.57,    3.85,    3.88,    1.38,    1.99,    3.27,    2.84,    3.71,    4.32,    3.38,    3.68
199108,    1.08,    2.59,    2.47,    2.71,    3.85,    0.98,    1.23,    2.37,    2.80,    3.46,    1.79,    2.78,    2.67,    3.95,    3.78
199109,    1.69,   -0.27,   -0.51,    1.07,    1.09,    2.25,    0.86,   -0.47,   -0.09,   -1.04,   -0.02,   -0.03,    1.92,    0.91,    1.22
199110,    2.69,    1.06,    1.62,    2.30,    3.10,    2.89,    2.40,    1.04,    1.07,    2.05,    1.26,    1.57,    2.82,    2.65,    3.41
199111,   -0.72,   -2.63,   -3.09,   -3.52,   -2.38,   -0.35,   -1.23,   -2.34,   -2.91,   -2.59,   -3.59,   -3.05,   -3.87,   -2.84,   -2.12
199112,    4.19,    8.03,    7.74,    6.33,    1.30,    2.91,    6.07,    7.64,    8.40,    7.75,    7.73,    6.33,    6.33,    5.28,   -0.60
199201,    8.72,    4.37,    6.44,   10.33,   24.57,   10.59,    6.26,    3.63,    4.97,    5.33,    7.33,    9.57,   10.86,   14.04,   29.91
199202,    2.03,    3.18,    4.01,    4.63,    7.38,    1.29,    2.97,    3.05,    3.30,    3.36,    4.59,    5.60,    3.92,    4.68,    8.93
199203,    0.82,    1.54,   -0.66,   -2.47,   -2.15,    1.34,    0.15,    3.18,    0.10,   -0.40,   -0.89,   -0.71,   -3.54,   -3.11,   -1.68
199204,    1.06,    1.69,   -1.09,   -3.09,   -6.45,    1.48,    0.52,    1.15,    2.23,   -0.78,   -1.32,   -1.83,   -3.95,   -5.87,   -6.70
199205,    1.30,    0.46,    0.88,    0.21,   -0.05,    1.19,    1.43,    0.68,    0.24,    0.74,    1.02,    0.54,   -0.02,   -0.24,    0.03
199206,   -0.48,   -2.36,   -3.28,   -3.73,   -5.72,   -0.27,   -0.72,   -1.50,   -3.19,   -2.81,   -3.78,   -3.78,   -3.68,   -5.44,   -5.85
199207,    3.87,    3.19,    3.36,    3.92,    2.01,    4.10,    3.66,    3.31,    3.07,    3.12,    3.57,    4.37,    3.59,    3.58,    1.38
199208,   -0.33,   -1.80,   -1.46,   -2.02,   -3.38,   -0.36,   -0.30,   -1.32,   -2.27,   -1.94,   -1.07,   -1.47,   -2.39,   -2.64,   -3.68
199209,    1.27,    1.54,    1.87,    2.35,    1.07,    1.22,    1.31,    1.40,    1.67,    2.32,    1.45,    2.10,    2.56,    2.29,    0.64
199210,    0.44,    1.65,    2.00,    3.58,    1.98,   -0.38,    1.22,    1.99,    1.30,    2.52,    1.53,    3.72,    3.47,    4.27,    1.26
199211,    3.19,    5.01,    6.41,    8.14,    8.34,    1.50,    4.76,    4.14,    5.82,    5.91,    6.85,    6.79,    9.15,    8.93,    8.12
199212,    2.97,    3.26,    4.18,    3.86,    3.94,    2.68,    3.24,    3.18,    3.33,    4.00,    4.32,    3.52,    4.06,    4.31,    3.80
199301,    2.42,    2.33,    3.80,    4.69,    9.26,    2.52,    2.31,    2.12,    2.51,    3.56,    4.03,    5.22,    4.33,    4.94,   10.97
199302,    2.79,    0.70,   -0.12,   -1.61,   -2.46,    3.47,    2.15,    0.76,    0.64,    0.24,   -0.41,   -1.41,   -1.76,   -3.39,   -2.12
199303,    2.80,    3.50,    3.66,    3.66,    2.50,    2.46,    3.10,    3.44,    3.55,    3.33,    3.92,    3.66,    3.67,    3.29,    2.21
199304,   -1.46,   -2.61,   -2.54,   -2.74,   -1.53,   -0.95,   -1.92,   -2.29,   -2.89,   -2.49,   -2.58,   -2.93,   -2.60,   -2.89,   -1.06
199305,    0.76,    1.99,    1.94,    4.37,    5.01,    0.27,    1.18,    1.72,    2.24,    1.87,    2.01,    3.64,    4.93,    4.31,    5.25
199306,    1.49,    0.67,    0.70,    0.70,    1.55,    1.69,    1.31,    0.32,    1.01,    1.11,    0.37,    0.19,    1.15,    0.80,    1.82
199307,    1.66,    1.76,    1.74,    1.16,    1.20,    1.95,    1.40,    1.87,    1.66,    1.38,    2.05,    1.71,    0.76,    1.61,    1.04
199308,    3.02,    3.42,    4.86,    4.58,    3.89,    2.36,    3.65,    3.98,    2.97,    5.46,    4.24,    4.70,    4.49,    4.95,    3.52
199309,    0.59,    0.94,    1.53,    2.78,    3.50,    0.54,    0.65,    0.92,    0.96,    0.98,    2.13,    2.69,    2.84,    3.95,    3.34
199310,   -0.18,    1.08,    2.50,    3.17,    5.49,   -0.65,    0.27,    0.77,    1.39,    2.55,    2.44,    2.78,    3.44,    4.72,    5.77
199311,   -2.68,   -1.36,   -1.81,   -1.76,   -2.79,   -3.26,   -2.18,   -2.01,   -0.68,   -1.84,   -1.79,   -1.52,   -1.94,   -2.34,   -2.94
199312,    2.22,    3.20,    3.53,    3.48,   -0.16,    2.57,    1.85,    2.69,    3.66,    4.10,    2.98,    3.55,    3.42,    2.42,   -0.90
199401,    1.97,    3.11,    3.74,    3.72,    6.07,    1.90,    2.04,    2.48,    3.65,    3.27,    4.15,    3.94,    3.56,    4.76,    6.43
199402,   -1.60,   -0.76,   -0.76,   -0.41,   -0.65,   -1.41,   -1.80,   -1.00,   -0.54,   -0.54,   -0.95,   -0.43,   -0.40,   -0.73,   -0.63
199403,   -2.81,   -3.24,   -3.93,   -4.96,   -4.66,   -2.31,   -3.33,   -3.20,   -3.27,   -3.59,   -4.23,   -4.42,   -5.33,   -4.87,   -4.60
199404,    1.32,    0.70,    0.84,    0.34,   -2.84,    1.56,    1.06,    0.85,    0.55,    1.05,    0.66,    0.45,    0.26,   -0.64,   -3.40
199405,    0.26,    0.84,    1.14,    0.02,   -0.68,    0.09,    0.43,    0.79,    0.88,    1.21,    1.09,    0.15,   -0.07,   -0.30,   -0.77
199406,   -0.73,   -0.60,   -0.49,   -0.36,   -4.19,   -0.61,   -0.86,   -1.03,   -0.17,   -0.04,   -0.85,   -0.35,   -0.37,   -2.65,   -4.61
199407,    2.12,    2.75,    2.36,    1.89,    0.88,    2.13,    2.11,    3.01,    2.53,    2.68,    2.14,    2.09,    1.75,    1.87,    0.57
199408,    3.11,    3.18,    4.16,    4.66,    3.89,    3.37,    2.83,    2.59,    3.73,    3.14,    4.93,    4.13,    5.00,    4.97,    3.58
199409,   -2.00,   -1.16,   -0.94,   -0.06,    1.66,   -1.75,   -2.27,   -1.52,   -0.78,   -1.08,   -0.84,   -0.11,   -0.02,    1.65,    1.67
199410,    0.23,   -0.21,   -0.24,   -0.30,    0.27,    0.30,    0.16,    0.06,   -0.48,    0.42,   -0.77,   -0.71,    0.00,    0.75,    0.13
199411,   -2.91,   -4.09,   -4.86,   -4.07,   -4.49,   -2.52,   -3.33,   -3.94,   -4.21,   -4.66,   -5.04,   -4.30,   -3.87,   -3.44,   -4.77
199412,    1.35,    1.69,    2.23,    1.26,   -2.92,    1.10,    1.62,    1.61,    1.77,    1.38,    2.99,    1.40,    1.16,   -0.18,   -3.65
199501,    2.88,    1.89,    1.16,    1.29,    4.14,    3.23,    2.50,    1.47,    2.26,    1.72,    0.59,    0.79,    1.64,    1.13,    5.06
199502,    3.18,    4.64,    4.26,    3.78,    2.60,    2.96,    3.39,    4.69,    4.58,    3.54,    4.84,    3.93,    3.69,    3.83,    2.24
199503,    1.00,    2.38,    2.12,    2.16,    1.73,    0.73,    1.25,    1.91,    2.85,    2.61,    1.69,    2.31,    2.04,    2.46,    1.51
199504,    1.89,    2.36,    2.49,    2.44,    2.51,    1.44,    2.33,    2.14,    2.53,    2.89,    2.19,    2.57,    2.36,    2.84,    2.42
199505,    3.13,    2.48,    2.59,    2.13,    1.54,    3.56,    2.71,    2.27,    2.65,    3.06,    2.18,    1.79,    2.39,    2.24,    1.37
199506,    2.08,    2.61,    2.98,    4.26,    6.87,    1.76,    2.40,    2.34,    2.85,    3.01,    2.95,    3.87,    4.55,    6.32,    7.03
199507,    2.36,    3.62,    4.85,    4.97,    7.15,    1.69,    3.04,    3.42,    3.79,    4.75,    4.94,    5.75,    4.42,    6.23,    7.40
199508,    2.65,    2.93,    3.24,    2.94,    3.93,    2.38,    2.91,    3.18,    2.70,    2.81,    3.63,    3.09,    2.84,    2.94,    4.20
199509,    3.48,    2.58,    1.89,    1.97,    3.27,    3.02,    3.97,    2.65,    2.52,    2.03,    1.77,    2.35,    1.66,    2.24,    3.54
199510,   -0.19,   -1.48,   -2.75,   -3.35,   -5.69,    0.16,   -0.55,   -1.90,   -1.12,   -2.11,   -3.30,   -4.06,   -2.85,   -3.13,   -6.33
199511,    3.57,    4.04,    3.56,    3.30,    0.44,    2.60,    4.53,    4.05,    4.03,    3.38,    3.71,    3.67,    3.02,    3.59,   -0.40
199512,    2.93,    2.41,    2.11,    2.88,   -0.46,    3.56,    2.34,    2.73,    2.10,    2.00,    2.21,    3.08,    2.74,    0.99,   -0.84
199601,    1.30,    2.19,    1.68,    0.46,    3.95,    1.38,    1.21,    2.35,    2.04,    1.95,    1.42,    0.12,    0.72,    1.68,    4.65
199602,    1.46,    1.95,    2.49,    2.96,    4.62,    1.01,    1.86,    1.85,    2.03,    3.20,    1.84,    2.44,    3.33,    3.73,    4.86
199603,    1.33,    1.78,    2.56,    2.79,    2.98,    1.33,    1.34,    1.62,    1.92,    2.28,    2.83,    2.48,    3.03,    3.83,    2.75
199604,    0.29,    2.01,    3.21,    5.45,    8.29,   -0.41,    0.99,    1.92,    2.10,    2.80,    3.59,    4.77,    6.13,    6.80,    8.71
199605,    1.42,    2.36,    2.62,    4.04,    9.82,    1.16,    1.71,    2.24,    2.47,    2.74,    2.52,    3.64,    4.38,    6.14,   10.89
199606,    1.20,   -0.24,   -0.60,   -1.57,   -5.32,    1.10,    1.29,    0.21,   -0.64,   -0.56,   -0.64,   -0.91,   -2.04,   -3.54,   -5.76
199607,   -2.84,   -3.71,   -4.85,   -5.17,  -11.71,   -2.59,   -3.08,   -3.15,   -4.19,   -4.88,   -4.82,   -5.01,   -5.28,   -8.24,  -12.52
199608,    3.61,    4.10,    4.42,    4.36,    4.76,    3.45,    3.80,    3.90,    4.29,    4.41,    4.44,    4.34,    4.38,    5.27,    4.63
199609,    2.82,    4.08,    3.55,    2.89,    3.04,    2.47,    3.19,    4.06,    4.10,    3.79,    3.33,    2.91,    2.87,    3.34,    2.96
199610,    2.37,    2.11,    1.63,    0.95,   -5.11,    2.57,    2.19,    2.17,    2.05,    1.58,    1.66,    1.32,    0.67,   -1.38,   -6.06
199611,    4.83,    5.58,    4.33,    3.85,    1.08,    4.13,    5.52,    5.65,    5.51,    4.52,    4.14,    4.33,    3.53,    3.33,    0.44
199612,    0.73,    1.15,    2.44,    1.73,   -1.77,    0.87,    0.59,    0.63,    1.62,    2.19,    2.68,    1.27,    2.06,    1.55,   -2.82
199701,    2.33,    3.54,    3.44,    3.62,    8.48,    2.10,    2.55,    3.71,    3.39,    2.65,    4.14,    2.56,    4.38,    4.88,    9.62
199702,    2.63,    2.45,    2.23,    0.40,   -3.59,    2.70,    2.56,    2.65,    2.28,    2.15,    2.30,    1.54,   -0.35,   -2.59,   -3.84
199703,   -1.33,   -2.58,   -2.31,   -2.94,   -7.09,   -0.90,   -1.71,   -2.27,   -2.86,   -2.68,   -1.98,   -3.24,   -2.70,   -4.42,   -7.83
199704,    0.85,    1.37,    0.69,   -0.60,   -4.48,    0.37,    1.34,    1.91,    0.88,    1.07,    0.37,   -0.18,   -0.94,   -2.61,   -5.05
199705,    5.63,    6.74,    6.93,    8.93,   10.37,    4.48,    6.79,    6.64,    6.82,    6.80,    7.04,    8.24,    9.46,   11.26,   10.12
199706,    5.56,    5.36,    5.97,    6.17,    3.54,    4.81,    6.35,    5.44,    5.28,    5.49,    6.45,    6.63,    5.79,    5.84,    2.82
