This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and
administrative expenses, minus interest expense) divided by book equity
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

Please be aware that some of the value-weight averages of operating profitability for
deciles 1 and 10 are extreme. These are driven by extraordinary values of OP for
individual firms. We have spot checked the accounting data that produce the
extraordinary values and all the numbers we examined accurately reflect the
data in the firm's accounting statements.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
198107,   -2.06,   -2.12,   -2.45,   -2.33,   -1.81,   -2.11,   -2.04,   -2.51,   -2.90,   -1.01,   -1.08,   -2.48,   -1.83,   -2.41,   -1.72,   -2.31,   -2.26,   -2.67
198108,   -8.03,   -6.15,   -8.62,   -8.47,   -6.65,   -5.65,   -7.07,   -9.01,   -9.28,   -6.57,   -6.45,   -6.83,   -5.57,   -5.74,   -6.45,   -7.61,   -7.83,   -9.79
198109,   -9.79,   -6.98,   -8.64,  -10.37,   -7.55,   -6.73,   -7.29,   -9.08,  -11.54,   -7.63,   -7.72,   -7.39,   -6.77,   -6.70,   -7.04,   -7.50,   -8.13,   -9.70
198110,    6.34,    6.87,    9.49,    6.46,    6.03,    6.89,    8.36,    9.71,    6.23,    6.99,    5.95,    6.10,    6.65,    7.15,    7.72,    8.91,    9.32,    9.98
198111,   -0.07,    3.35,    2.63,   -0.90,    3.37,    3.37,    2.94,    2.45,   -2.43,    2.66,    2.88,    3.83,    3.20,    3.55,    2.76,    3.10,    2.91,    2.13
198112,   -2.76,   -1.65,   -1.73,   -3.09,   -1.82,   -1.19,   -2.04,   -1.69,   -3.53,   -2.07,   -1.61,   -2.02,   -0.59,   -1.82,   -2.28,   -1.84,   -0.75,   -2.32
198201,   -1.23,   -1.60,   -2.87,   -1.18,   -0.87,   -1.59,   -3.44,   -2.53,   -1.42,   -0.63,   -1.41,   -0.38,   -1.16,   -2.06,   -3.05,   -3.78,   -3.00,   -2.20
198202,   -3.77,   -3.20,   -5.68,   -4.37,   -2.31,   -3.09,   -4.53,   -5.85,   -5.18,   -2.50,   -1.63,   -2.95,   -3.11,   -3.07,   -3.72,   -5.24,   -4.67,   -6.64
198203,   -0.80,   -0.47,   -1.21,   -1.15,    0.15,   -0.37,   -0.64,   -1.58,   -1.41,   -0.53,    0.44,   -0.12,   -0.31,   -0.43,   -1.09,   -0.25,   -1.22,   -1.82
198204,    4.25,    5.72,    6.38,    3.93,    5.19,    5.93,    5.55,    6.88,    3.50,    4.90,    5.41,    4.99,    5.61,    6.26,    6.09,    5.07,    6.42,    7.19
198205,   -2.13,   -2.44,   -2.49,   -2.03,   -2.62,   -2.29,   -1.95,   -2.86,   -2.24,   -1.54,   -2.49,   -2.74,   -1.96,   -2.64,   -2.45,   -1.52,   -2.90,   -2.83
198206,   -3.74,   -2.39,   -3.30,   -3.99,   -3.08,   -1.89,   -2.54,   -3.57,   -4.79,   -2.20,   -2.86,   -3.28,   -1.68,   -2.12,   -2.48,   -2.60,   -2.62,   -4.21
198207,   -2.15,   -1.54,   -1.51,   -2.36,   -1.58,   -1.27,   -1.41,   -1.72,   -3.14,   -0.30,   -1.38,   -1.80,   -1.29,   -1.25,   -1.87,   -0.96,   -2.02,   -1.53
198208,    5.39,    7.55,    6.94,    4.94,    7.05,    7.59,    7.91,    6.62,    4.81,    5.28,    7.08,    7.02,    7.03,    8.06,    8.03,    7.79,    7.54,    6.02
198209,    2.55,    3.77,    3.49,    2.27,    3.64,    3.99,    4.12,    2.97,    2.11,    2.70,    3.59,    3.69,    3.97,    4.02,    3.37,    4.85,    3.87,    2.40
198210,   11.88,   12.61,   16.17,   12.04,   11.90,   12.47,   13.69,   16.85,   11.88,   12.45,   11.27,   12.59,   12.36,   12.57,   12.95,   14.41,   15.71,   17.57
198211,    9.74,    8.64,    9.23,    9.85,    9.09,    8.82,    8.12,    9.62,    9.99,    9.49,    9.33,    8.82,    9.00,    8.67,    8.04,    8.20,    8.01,   10.65
198212,    2.42,    2.39,    1.67,    2.49,    2.02,    2.59,    2.23,    1.56,    2.78,    1.75,    2.19,    1.82,    3.35,    1.95,    2.52,    1.95,    1.48,    1.61
198301,   14.97,    7.76,    7.65,   16.88,    8.00,    7.28,    7.18,    8.32,   19.42,   10.48,    7.94,    8.06,    8.09,    6.59,    8.51,    5.89,    7.24,    9.02
198302,    5.80,    5.44,    5.13,    5.75,    5.88,    5.60,    5.56,    4.66,    5.72,    5.84,    5.98,    5.76,    5.42,    5.76,    4.72,    6.37,    4.47,    4.78
198303,    5.63,    5.04,    3.79,    5.69,    5.66,    4.82,    4.81,    3.32,    5.52,    6.11,    5.41,    5.93,    4.94,    4.71,    4.59,    5.02,    4.04,    2.85
198304,    8.32,    7.16,    7.23,    8.62,    6.61,    7.46,    7.27,    7.42,    8.91,    7.89,    7.25,    5.89,    7.42,    7.49,    7.83,    6.73,    7.37,    7.45
198305,   11.50,    7.46,    7.84,   12.36,    8.48,    7.69,    5.41,    8.89,   12.93,   10.92,    8.39,    8.57,    7.81,    7.59,    5.76,    5.06,    8.69,    9.02
198306,    5.61,    4.51,    4.54,    6.20,    4.06,    4.03,    5.02,    4.50,    6.86,    4.56,    3.48,    4.70,    4.38,    3.73,    5.39,    4.65,    4.29,    4.63
198307,   -1.97,   -1.50,   -2.75,   -2.25,   -1.24,   -1.51,   -2.07,   -2.67,   -1.90,   -2.93,   -0.76,   -1.75,   -0.61,   -2.50,   -1.25,   -2.95,   -2.09,   -3.03
198308,   -4.61,   -2.14,   -2.69,   -5.11,   -1.99,   -2.77,   -1.58,   -3.07,   -5.66,   -4.01,   -2.42,   -1.55,   -2.61,   -2.93,   -1.48,   -1.69,   -2.67,   -3.31
198309,   -1.22,    2.16,    1.29,   -1.69,    1.55,    2.06,    2.30,    0.87,   -2.77,    0.46,    0.79,    2.33,    1.97,    2.16,    2.19,    2.41,    1.96,    0.21
198310,   -6.42,   -4.14,   -6.64,   -6.78,   -4.40,   -4.65,   -4.48,   -7.00,   -7.47,   -5.39,   -4.88,   -3.90,   -4.97,   -4.31,   -3.35,   -5.68,   -5.43,   -7.95
198311,    1.86,    4.36,    4.25,    1.52,    3.38,    4.72,    4.69,    4.03,    0.85,    2.86,    3.33,    3.43,    4.02,    5.49,    4.54,    4.85,    3.94,    4.08
198312,   -2.77,   -1.17,   -1.89,   -3.11,   -1.29,   -1.07,   -1.03,   -2.32,   -3.73,   -1.87,   -1.32,   -1.26,   -0.12,   -2.11,   -1.28,   -0.76,   -1.25,   -2.97
198401,    1.57,   -0.27,   -1.48,    1.98,   -0.05,   -0.71,   -0.56,   -1.51,    2.25,    1.44,   -0.17,    0.09,   -0.72,   -0.70,    0.24,   -1.41,   -1.34,   -1.61
198402,   -5.64,   -5.19,   -6.29,   -5.70,   -5.13,   -5.54,   -5.04,   -6.69,   -6.17,   -4.77,   -5.41,   -4.84,   -5.05,   -6.07,   -4.82,   -5.26,   -6.02,   -7.08
198403,    0.89,    1.04,    0.50,    0.76,    1.28,    1.20,    0.68,    0.41,    0.36,    1.54,    1.41,    1.14,    1.80,    0.55,    0.62,    0.74,    0.80,    0.17
198404,   -3.26,   -0.71,   -0.82,   -3.56,   -1.56,   -0.39,   -0.89,   -0.83,   -4.50,   -1.77,   -2.02,   -1.08,   -0.53,   -0.24,   -0.98,   -0.79,    0.02,   -1.35
198405,   -5.36,   -4.26,   -4.32,   -5.48,   -4.12,   -4.56,   -4.21,   -4.49,   -6.06,   -4.37,   -4.84,   -3.38,   -4.56,   -4.57,   -4.53,   -3.87,   -4.31,   -4.60
198406,    0.63,    2.40,    3.17,    0.40,    1.80,    2.16,    3.43,    3.00,    0.02,    1.12,    1.60,    2.02,    1.53,    2.85,    3.26,    3.62,    3.64,    2.62
198407,   -6.32,   -3.14,   -3.34,   -7.04,   -3.32,   -3.34,   -2.82,   -3.59,   -7.36,   -6.31,   -3.69,   -2.82,   -3.47,   -3.22,   -2.98,   -2.66,   -2.81,   -4.01
198408,    8.11,   10.97,   11.12,    7.63,   10.38,   10.96,   10.50,   11.51,    7.27,    8.43,    9.85,   11.10,   10.70,   11.23,   10.89,   10.11,   11.14,   11.70
198409,   -0.63,    0.30,   -0.54,   -1.12,    0.87,    0.59,   -0.02,   -0.91,   -1.57,   -0.12,    1.14,    0.50,    0.74,    0.43,   -0.49,    0.44,   -0.28,   -1.25
198410,   -4.16,   -1.17,   -0.73,   -5.03,   -1.31,   -0.79,   -0.70,   -1.04,   -5.72,   -3.54,   -1.01,   -1.73,   -1.22,   -0.34,   -1.47,    0.07,   -0.64,   -1.25
198411,   -5.25,   -2.01,   -2.51,   -6.05,   -2.05,   -2.11,   -2.02,   -2.75,   -7.05,   -3.93,   -2.35,   -1.65,   -2.00,   -2.22,   -2.14,   -1.89,   -1.64,   -3.35
198412,   -0.83,    1.56,    1.96,   -1.14,    0.90,    1.42,    2.24,    1.66,   -1.64,   -0.11,    0.30,    1.72,    0.96,    1.90,    1.74,    2.75,    2.12,    1.42
198501,   12.98,   11.64,   13.03,   13.30,   11.68,   11.99,   10.69,   14.07,   13.88,   12.11,   11.85,   11.45,   12.65,   11.30,   11.08,   10.30,   12.70,   14.79
198502,    5.91,    3.19,    4.61,    6.38,    4.11,    3.26,    3.46,    4.63,    7.24,    4.61,    4.24,    3.94,    3.26,    3.26,    2.39,    4.55,    3.28,    5.35
198503,   -1.75,   -0.83,   -1.50,   -1.80,   -1.78,   -0.66,   -1.05,   -1.32,   -1.12,   -3.19,   -1.60,   -2.02,   -0.65,   -0.67,   -0.13,   -1.97,   -1.30,   -1.34
198504,   -2.32,   -1.21,   -0.58,   -2.76,   -1.15,   -0.71,   -0.85,   -0.88,   -3.26,   -1.74,   -0.81,   -1.60,   -0.72,   -0.70,   -1.92,    0.24,    0.25,   -1.49
198505,    0.84,    3.69,    4.14,    0.19,    3.18,    3.68,    4.00,    4.21,   -0.14,    0.87,    3.09,    3.30,    3.58,    3.78,    4.05,    3.96,    4.37,    4.12
198506,   -1.24,    1.06,    1.53,   -1.46,   -0.30,    1.00,    2.28,    1.21,   -2.29,    0.22,   -0.47,   -0.08,    0.26,    1.76,    2.20,    2.38,    2.44,    0.55
198507,    1.89,    1.62,    1.68,    1.96,    1.81,    1.53,    1.60,    1.59,    2.04,    1.76,    1.51,    2.07,    1.87,    1.15,    1.27,    1.90,    1.93,    1.38
198508,   -0.86,   -0.42,   -0.89,   -0.95,   -0.36,   -0.58,   -0.76,   -0.70,   -0.89,   -1.11,   -0.33,   -0.38,   -0.55,   -0.62,   -0.10,   -1.37,   -0.44,   -0.87
198509,   -6.74,   -4.55,   -5.85,   -7.06,   -5.30,   -4.46,   -4.55,   -6.02,   -7.48,   -6.07,   -5.04,   -5.53,   -4.65,   -4.24,   -3.59,   -5.43,   -4.70,   -6.85
198510,   -0.03,    3.37,    3.32,   -0.34,    2.76,    3.36,    3.21,    3.27,   -1.22,    1.74,    1.60,    3.76,    4.03,    2.61,    2.95,    3.45,    5.10,    2.13
198511,    4.12,    6.06,    6.94,    3.78,    5.21,    6.63,    6.24,    7.31,    3.01,    5.60,    5.89,    4.62,    6.76,    6.48,    6.52,    5.98,    6.58,    7.76
198512,    2.06,    3.73,    3.96,    1.73,    3.96,    3.49,    4.14,    3.79,    1.19,    2.96,    3.82,    4.08,    3.35,    3.64,    3.86,    4.41,    3.51,    3.96
198601,    5.21,    2.17,    2.95,    5.88,    1.55,    2.55,    2.45,    3.07,    7.02,    3.30,    1.70,    1.42,    2.09,    3.08,    2.22,    2.66,    2.40,    3.48
198602,    5.32,    6.67,    7.40,    5.27,    5.93,    6.70,    7.22,    7.46,    5.78,    4.13,    5.60,    6.21,    6.85,    6.54,    7.17,    7.27,    6.99,    7.75
198603,    4.48,    4.87,    5.51,    4.73,    3.85,    4.73,    5.54,    5.58,    4.84,    4.47,    3.20,    4.41,    3.84,    5.73,    5.75,    5.35,    5.21,    5.81
198604,    1.07,    1.01,    2.04,    1.17,    0.41,    1.12,    1.50,    2.32,    1.85,   -0.33,    0.61,    0.23,    1.13,    1.10,    1.71,    1.30,    1.66,    2.74
198605,    3.16,    4.36,    4.47,    3.18,    4.27,    3.73,    4.54,    4.44,    3.22,    3.11,    3.02,    5.35,    4.52,    2.85,    4.56,    4.53,    4.03,    4.70
198606,    0.42,    0.92,    0.70,    0.60,    0.08,    0.97,    0.55,    1.03,    0.76,    0.24,   -0.44,    0.53,    1.66,    0.18,    1.29,   -0.12,    0.91,    1.10
198607,   -7.99,   -7.12,   -8.53,   -8.00,   -7.67,   -6.93,   -7.00,   -9.15,   -8.49,   -6.71,   -7.94,   -7.32,   -6.81,   -7.08,   -7.30,   -6.70,   -7.40,  -10.41
198608,    1.19,    3.75,    2.20,    0.82,    3.43,    3.52,    3.16,    2.07,   -0.02,    3.05,    2.80,    4.27,    3.64,    3.37,    3.73,    2.59,    2.70,    1.62
198609,   -5.76,   -6.01,   -7.45,   -5.75,   -5.35,   -5.86,   -7.38,   -7.48,   -5.96,   -5.21,   -5.76,   -4.82,   -5.98,   -5.71,   -7.39,   -7.36,   -7.17,   -7.70
198610,    2.24,    3.10,    3.96,    2.15,    2.65,    3.01,    4.00,    3.83,    1.96,    2.65,    2.64,    2.66,    2.50,    3.63,    3.67,    4.34,    3.76,    3.88
198611,   -1.30,    0.27,   -0.11,   -1.51,   -0.32,    0.32,    0.76,   -0.46,   -2.03,   -0.16,   -0.41,   -0.20,    0.31,    0.34,    0.59,    0.93,    0.36,   -1.06
198612,   -4.45,   -2.53,   -3.49,   -4.74,   -2.96,   -2.61,   -2.78,   -3.58,   -5.12,   -3.76,   -3.28,   -2.55,   -2.43,   -2.83,   -2.35,   -3.21,   -3.21,   -3.85
198701,   11.27,   11.35,   12.20,   11.24,   11.30,   11.30,   11.78,   12.30,   11.37,   10.90,   11.42,   11.13,   11.85,   10.61,   11.64,   11.92,   11.58,   12.82
198702,    9.31,    5.68,    7.77,    9.75,    6.50,    5.39,    7.13,    7.84,   10.60,    7.53,    7.51,    5.16,    4.84,    6.08,    6.70,    7.57,    7.16,    8.32
198703,    4.76,    2.71,    1.88,    5.38,    2.42,    2.61,    2.66,    1.69,    6.40,    2.75,    2.21,    2.70,    2.91,    2.24,    2.92,    2.40,    1.98,    1.49
198704,   -0.60,   -2.72,   -3.19,   -0.24,   -2.27,   -2.81,   -3.35,   -2.92,    0.16,   -1.26,   -2.08,   -2.52,   -2.62,   -3.03,   -2.74,   -3.97,   -3.57,   -2.46
198705,    0.82,    0.50,   -0.16,    0.66,    1.01,    0.78,   -0.09,   -0.14,    0.64,    0.69,    1.46,    0.41,    0.47,    1.16,    0.04,   -0.22,   -0.41,    0.05
198706,    2.14,    3.35,    3.38,    1.83,    3.20,    3.17,    4.11,    3.10,    1.48,    2.74,    3.38,    2.95,    3.58,    2.66,    4.05,    4.18,    3.89,    2.54
198707,    4.14,    3.64,    3.01,    4.11,    4.26,    3.59,    3.35,    2.81,    4.33,    3.50,    4.29,    4.22,    3.68,    3.48,    3.15,    3.50,    2.00,    3.35
198708,    0.23,    2.56,    3.21,    0.09,    0.99,    2.98,    3.43,    3.05,   -0.52,    1.78,    0.91,    1.09,    3.13,    2.80,    3.18,    3.62,    4.90,    1.80
198709,   -1.40,   -1.31,   -1.52,   -1.59,   -1.28,   -0.74,   -1.59,   -1.49,   -1.99,   -0.50,   -0.49,   -2.27,   -0.45,   -1.07,   -1.57,   -1.61,   -1.35,   -1.59
198710,  -29.68,  -25.99,  -28.52,  -30.24,  -26.93,  -25.74,  -26.57,  -29.06,  -30.66,  -29.06,  -27.07,  -26.76,  -25.82,  -25.65,  -25.73,  -27.19,  -28.04,  -29.75
198711,   -5.88,   -4.47,   -6.47,   -6.20,   -4.82,   -3.64,   -4.71,   -7.41,   -6.38,   -5.71,   -4.37,   -5.37,   -3.46,   -3.84,   -5.44,   -4.17,   -6.23,   -8.21
198712,    0.66,    6.56,    5.55,   -0.12,    4.98,    6.32,    6.91,    5.33,   -1.16,    2.67,    4.33,    5.77,    6.17,    6.50,    7.98,    6.13,    6.48,    4.55
198801,    9.35,    5.97,    6.03,    9.64,    6.99,    5.84,    5.83,    6.32,   10.36,    7.71,    8.01,    5.73,    6.27,    5.35,    6.54,    5.30,    5.65,    6.77
198802,    5.52,    8.32,    7.96,    5.40,    6.19,    9.23,    7.55,    8.34,    5.43,    5.32,    6.04,    6.38,    8.85,    9.68,    8.26,    7.03,    7.46,    8.92
198803,    4.27,    3.09,    3.83,    4.30,    4.05,    3.13,    3.04,    3.86,    4.18,    4.63,    4.14,    3.94,    2.94,    3.34,    2.09,    3.73,    3.62,    4.03
198804,    1.83,    1.64,    1.00,    1.85,    1.81,    1.76,    1.21,    0.87,    1.96,    1.55,    1.74,    1.88,    1.48,    2.08,    1.07,    1.31,    1.17,    0.66
198805,   -1.82,   -1.16,   -1.60,   -1.91,   -1.37,   -1.10,   -1.27,   -1.69,   -2.17,   -1.23,   -1.40,   -1.34,   -0.88,   -1.35,   -1.10,   -1.39,   -1.45,   -1.85
198806,    4.32,    6.41,    6.18,    4.04,    5.81,    6.26,    6.24,    6.44,    3.47,    5.51,    5.60,    6.06,    6.64,    5.82,    7.17,    5.56,    6.83,    6.17
198807,   -0.15,   -0.67,   -0.43,    0.01,   -0.67,   -0.67,   -0.38,   -0.66,    0.43,   -1.11,   -0.91,   -0.41,    0.12,   -1.45,   -0.98,    0.10,   -0.45,   -0.84
198808,   -2.78,   -1.63,   -2.16,   -3.07,   -1.24,   -1.76,   -1.79,   -2.37,   -3.64,   -1.54,   -1.35,   -1.13,   -1.36,   -2.16,   -1.93,   -1.68,   -2.15,   -2.55
198809,    1.28,    3.25,    3.37,    1.18,    2.85,    2.40,    3.79,    3.25,    0.91,    1.91,    1.74,    4.06,    2.74,    2.06,    3.98,    3.63,    3.73,    2.85
198810,   -2.95,   -0.07,   -0.27,   -3.26,   -0.82,    0.13,   -0.13,   -0.42,   -3.71,   -2.03,   -1.48,   -0.11,    0.23,    0.03,   -0.40,    0.08,    0.73,   -1.39
198811,   -4.64,   -3.20,   -3.37,   -4.71,   -3.58,   -3.52,   -3.13,   -3.46,   -5.41,   -2.82,   -4.33,   -2.76,   -3.92,   -3.13,   -3.11,   -3.15,   -3.43,   -3.49
198812,    1.81,    2.96,    3.37,    1.45,    3.38,    2.78,    2.97,    3.56,    0.75,    3.33,    3.52,    3.22,    2.42,    3.13,    3.01,    2.94,    3.03,    4.00
198901,    8.00,    5.09,    5.25,    8.42,    5.63,    5.09,    5.13,    5.23,    8.62,    7.90,    5.98,    5.26,    4.93,    5.25,    4.91,    5.31,    5.20,    5.26
198902,    0.61,    0.42,    0.66,    0.60,    0.38,    0.27,    0.96,    0.58,    0.94,   -0.29,    0.67,    0.06,    0.48,    0.06,    1.11,    0.84,   -0.54,    1.52
198903,    1.70,    2.33,    2.40,    1.64,    2.07,    2.50,    2.77,    2.02,    1.38,    2.32,    1.97,    2.18,    3.12,    1.89,    2.17,    3.25,    1.83,    2.19
198904,    2.92,    3.81,    4.47,    2.91,    2.95,    3.82,    4.77,    4.33,    2.97,    2.78,    2.94,    2.96,    3.61,    4.04,    4.75,    4.79,    5.04,    3.73
198905,    2.87,    3.83,    3.79,    2.58,    3.99,    3.79,    3.46,    4.14,    2.75,    2.13,    4.26,    3.69,    3.46,    4.12,    4.04,    2.99,    3.39,    4.78
198906,   -1.47,   -0.63,   -1.41,   -1.44,   -0.95,   -0.40,   -1.23,   -1.57,   -1.87,   -0.35,   -1.58,   -0.27,   -0.28,   -0.53,   -1.49,   -1.02,   -1.30,   -1.80
198907,    1.67,    4.37,    4.91,    1.22,    3.91,    4.19,    4.74,    5.02,    0.78,    2.54,    3.62,    4.29,    3.52,    4.95,    4.80,    4.68,    4.67,    5.34
198908,    1.06,    2.06,    3.20,    0.99,    1.37,    2.14,    2.96,    3.15,    0.65,    2.02,    1.38,    1.35,    2.46,    1.80,    2.60,    3.31,    3.75,    2.59
198909,    0.62,   -0.20,    0.35,    0.69,   -0.10,   -0.26,   -0.13,    0.77,    1.16,   -0.69,    0.29,   -0.60,   -0.44,   -0.05,    0.28,   -0.53,   -0.18,    1.64
198910,   -5.19,   -4.67,   -5.16,   -5.26,   -4.51,   -4.68,   -4.82,   -5.51,   -5.59,   -4.29,   -4.88,   -4.03,   -4.13,   -5.29,   -5.28,   -4.39,   -5.18,   -5.82
198911,   -1.81,    0.27,    0.09,   -1.99,   -0.27,    0.52,   -0.01,   -0.16,   -2.40,   -0.78,   -1.05,    0.74,    0.77,    0.24,   -0.66,    0.60,   -0.61,    0.27
198912,   -1.82,    0.33,   -0.02,   -2.15,   -0.32,    0.64,    0.18,   -0.09,   -2.78,   -0.29,   -0.43,   -0.18,    1.23,   -0.01,    0.21,    0.15,   -0.10,   -0.08
199001,   -4.02,   -6.70,   -7.94,   -3.51,   -6.47,   -6.55,   -7.35,   -8.02,   -3.64,   -3.16,   -6.19,   -6.83,   -6.44,   -6.66,   -6.89,   -7.79,   -8.29,   -7.75
199002,    2.00,    2.29,    2.29,    2.10,    1.88,    2.33,    1.58,    2.91,    2.39,    1.27,    1.58,    2.26,    2.57,    2.08,    2.23,    0.97,    1.72,    4.03
199003,    2.94,    3.30,    3.39,    2.85,    2.91,    3.57,    3.65,    3.27,    2.91,    2.67,    3.29,    2.43,    2.83,    4.37,    3.65,    3.65,    2.66,    3.84
199004,   -2.04,   -2.77,   -2.05,   -1.68,   -3.05,   -2.72,   -2.65,   -2.03,   -1.20,   -3.05,   -3.56,   -2.40,   -3.06,   -2.36,   -3.21,   -2.11,   -2.23,   -1.84
199005,    4.68,    5.87,    7.22,    4.56,    5.43,    5.58,    7.07,    7.03,    4.50,    4.73,    5.15,    5.79,    4.05,    7.28,    6.49,    7.61,    6.25,    7.79
199006,    1.44,    0.70,   -0.43,    1.42,    0.73,    0.99,    0.39,   -0.51,    1.92,    0.03,    1.50,   -0.26,    0.10,    1.96,    1.08,   -0.28,   -1.31,    0.28
199007,   -2.54,   -2.93,   -3.36,   -2.67,   -2.06,   -3.20,   -2.42,   -3.99,   -2.37,   -3.54,   -1.95,   -2.23,   -3.38,   -3.05,   -2.95,   -1.93,   -4.56,   -3.57
199008,  -11.36,  -11.24,  -13.66,  -11.87,   -9.98,  -10.99,  -12.49,  -13.91,  -12.06,  -11.34,   -9.18,  -11.14,  -10.93,  -11.04,  -11.86,  -13.08,  -13.64,  -14.12
199009,   -7.66,   -7.02,   -9.48,   -7.76,   -6.57,   -7.40,   -8.46,   -9.52,   -7.82,   -7.59,   -7.25,   -5.58,   -6.23,   -8.42,   -7.46,   -9.40,   -8.75,  -10.10
199010,   -6.34,   -4.55,   -5.24,   -6.64,   -5.12,   -4.19,   -4.76,   -5.43,   -6.70,   -6.49,   -5.04,   -5.24,   -4.27,   -4.13,   -4.70,   -4.81,   -5.33,   -5.50
199011,    1.97,    6.02,    7.13,    1.59,    4.28,    5.85,    7.26,    7.00,    1.33,    2.33,    3.59,    5.27,    5.08,    6.51,    7.08,    7.43,    7.47,    6.64
199012,   -2.01,    2.09,    3.44,   -2.61,    0.04,    3.13,    3.08,    3.25,   -3.53,   -0.04,    0.49,   -0.61,    2.72,    3.48,    2.22,    3.88,    4.45,    2.34
199101,    9.52,    8.77,    9.28,    9.99,    6.68,    9.94,    8.68,    9.75,   10.79,    7.80,    7.54,    5.45,    9.24,   10.55,    9.17,    8.22,   10.63,    9.08
199102,   14.95,   10.50,   12.55,   15.67,   11.74,   10.21,   11.50,   12.52,   16.94,   12.22,   11.95,   11.45,   10.58,    9.89,   10.30,   12.62,   11.52,   13.27
199103,    9.95,    6.12,    7.90,   10.58,    6.65,    6.84,    5.89,    8.43,   11.60,    7.84,    7.35,    5.64,    6.69,    6.97,    4.99,    6.72,    6.87,    9.60
199104,    4.42,    1.54,    2.02,    4.73,    2.36,    1.41,    1.62,    2.41,    5.80,    1.90,    3.16,    1.21,    2.63,    0.36,    2.14,    1.13,    3.19,    1.82
199105,    3.13,    3.31,    4.56,    3.04,    3.47,    3.19,    3.85,    4.70,    3.32,    2.30,    3.49,    3.44,    3.39,    3.02,    3.44,    4.23,    4.74,    4.68
199106,   -3.56,   -3.96,   -3.92,   -3.57,   -3.56,   -4.36,   -3.50,   -4.09,   -3.33,   -4.18,   -3.56,   -3.56,   -4.28,   -4.43,   -3.44,   -3.55,   -3.80,   -4.31
199107,    3.73,    3.24,    4.07,    3.68,    3.56,    3.13,    3.54,    4.31,    2.86,    5.66,    3.95,    3.09,    2.89,    3.34,    3.61,    3.49,    4.18,    4.41
199108,    3.46,    2.83,    3.46,    3.52,    3.17,    2.78,    2.52,    3.90,    3.73,    3.03,    3.17,    3.16,    1.93,    3.56,    2.63,    2.41,    3.90,    3.90
199109,    1.24,    0.75,    0.04,    1.61,    0.12,    0.82,   -0.25,    0.50,    2.19,    0.26,   -0.41,    0.76,    0.67,    0.95,    0.60,   -1.06,    0.79,    0.29
199110,    3.28,    2.40,    2.10,    3.36,    2.89,    2.32,    2.34,    1.90,    3.82,    2.30,    2.89,    2.89,    2.22,    2.41,    2.09,    2.58,    2.71,    1.28
199111,   -1.81,   -2.99,   -3.71,   -1.51,   -2.41,   -3.30,   -3.81,   -3.65,   -1.27,   -2.06,   -3.16,   -1.50,   -2.87,   -3.70,   -3.77,   -3.85,   -5.18,   -2.48
199112,    1.58,    6.13,    7.52,    0.83,    5.42,    5.88,    7.52,    7.21,   -0.47,    3.84,    4.91,    6.03,    5.70,    6.04,    6.76,    8.24,    8.15,    6.50
199201,   22.92,    8.87,   10.40,   25.69,    9.30,    9.08,    9.29,   11.06,   30.40,   14.99,   10.81,    7.48,    7.66,   10.36,    9.79,    8.83,    8.17,   13.26
199202,    6.58,    3.84,    4.51,    6.75,    4.58,    4.19,    3.56,    5.04,    7.21,    5.71,    5.86,    3.03,    3.80,    4.54,    3.88,    3.26,    3.54,    6.18
199203,   -0.41,   -1.47,   -2.51,   -0.14,   -1.18,   -1.47,   -2.33,   -2.53,    0.31,   -1.13,   -1.56,   -0.73,   -1.13,   -1.78,   -2.19,   -2.46,   -2.62,   -2.47
199204,   -5.31,   -1.95,   -3.09,   -5.75,   -2.67,   -1.98,   -1.51,   -3.99,   -6.76,   -3.52,   -3.44,   -1.74,   -1.55,   -2.38,   -2.07,   -0.98,   -2.06,   -5.44
199205,    0.19,    0.59,   -0.12,    0.00,    1.20,    0.16,    0.65,   -0.43,   -0.41,    0.87,    0.99,    1.46,   -0.03,    0.33,    0.67,    0.63,    0.39,   -1.05
199206,   -5.32,   -2.97,   -4.80,   -5.44,   -3.60,   -3.06,   -4.35,   -4.69,   -5.59,   -5.11,   -4.86,   -2.08,   -3.42,   -2.74,   -3.60,   -5.06,   -4.15,   -5.10
199207,    1.28,    2.74,    3.98,    0.79,    3.03,    2.62,    3.43,    4.08,    0.72,    0.93,    3.44,    2.63,    2.13,    3.07,    3.10,    3.74,    3.94,    4.18
199208,   -3.78,   -2.08,   -1.76,   -3.90,   -2.88,   -1.50,   -1.47,   -2.39,   -4.71,   -2.36,   -3.26,   -2.51,   -0.85,   -2.10,   -2.77,   -0.26,   -1.71,   -2.91
199209,    0.72,    2.36,    1.98,    0.77,    1.58,    2.34,    1.47,    2.44,    0.74,    0.82,    0.51,    2.64,    1.46,    3.15,    2.10,    0.88,    1.84,    2.90
