This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and
administrative expenses, minus interest expense) divided by book equity
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

Please be aware that some of the value-weight averages of operating profitability for
deciles 1 and 10 are extreme. These are driven by extraordinary values of OP for
individual firms. We have spot checked the accounting data that produce the
extraordinary values and all the numbers we examined accurately reflect the
data in the firm's accounting statements.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
197509,     82.95,    205.36,    247.87,     60.91,    136.40,    208.74,    221.20,    277.36,     33.34,    107.80,    143.52,    128.58,    269.81,    157.51,    271.99,    173.31,    301.09,    260.93
197510,     79.32,    197.56,    239.00,     58.49,    130.53,    203.38,    207.85,    269.53,     31.79,    103.74,    136.45,    124.04,    264.93,    151.76,    256.48,    162.00,    288.21,    256.55
197511,     84.26,    211.15,    251.28,     61.58,    139.49,    216.66,    223.50,    281.99,     33.28,    109.39,    146.32,    131.99,    285.51,    158.74,    276.21,    173.96,    301.06,    268.70
197512,     87.65,    216.88,    256.86,     63.85,    144.98,    222.35,    228.56,    288.43,     34.80,    112.77,    152.81,    136.37,    294.01,    161.89,    283.09,    177.15,    311.24,    272.53
197601,     86.62,    215.44,    253.83,     63.27,    142.57,    222.85,    225.29,    285.47,     34.62,    111.43,    150.89,    133.48,    296.15,    161.08,    279.62,    174.23,    306.66,    270.61
197602,     98.12,    243.19,    285.93,     72.04,    161.85,    249.47,    255.81,    320.90,     40.15,    125.36,    170.07,    152.90,    326.91,    183.82,    317.21,    197.93,    342.69,    305.55
197603,    101.27,    244.52,    283.60,     74.46,    164.85,    253.15,    254.71,    317.55,     43.19,    126.82,    175.30,    153.46,    337.33,    182.29,    314.62,    198.24,    336.12,    304.45
197604,    105.03,    248.73,    293.83,     77.12,    170.68,    258.81,    258.40,    329.34,     44.70,    131.54,    181.99,    158.35,    344.35,    186.81,    315.20,    204.86,    352.35,    313.08
197605,    102.59,    249.00,    290.13,     75.88,    167.22,    260.31,    257.05,    324.98,     43.46,    130.61,    176.09,    157.55,    347.90,    186.85,    314.20,    203.03,    344.57,    311.08
197606,     99.42,    243.81,    290.46,     73.69,    162.64,    254.46,    253.79,    325.66,     41.33,    128.27,    170.00,    154.59,    337.39,    184.70,    308.27,    202.60,    338.81,    316.31
197607,     99.01,    228.15,    315.80,     77.16,    188.65,    233.59,    314.09,    291.26,     40.30,    137.96,    169.75,    207.19,    251.16,    216.94,    238.54,    377.90,    206.27,    355.88
197608,     99.28,    227.03,    312.79,     77.73,    187.72,    232.43,    312.38,    288.11,     41.71,    136.97,    168.93,    206.16,    251.97,    213.86,    237.50,    375.21,    205.29,    350.91
197609,     99.14,    227.02,    310.02,     78.07,    188.03,    232.54,    310.20,    284.80,     41.26,    138.39,    167.11,    208.69,    255.20,    210.95,    234.41,    373.58,    200.37,    348.92
197610,    101.34,    233.55,    318.71,     79.42,    192.91,    239.21,    318.53,    293.65,     42.01,    140.34,    171.76,    213.80,    264.36,    215.39,    242.29,    381.86,    205.60,    360.51
197611,     99.22,    230.41,    310.82,     77.88,    189.14,    236.32,    313.11,    285.39,     41.13,    137.78,    167.65,    210.42,    261.84,    212.15,    238.79,    374.83,    200.36,    349.79
197612,    101.46,    232.15,    308.99,     80.34,    191.77,    236.71,    312.07,    284.36,     42.34,    142.25,    168.98,    214.41,    267.13,    207.91,    241.06,    370.84,    203.70,    345.13
197701,    108.05,    248.85,    326.55,     85.09,    205.05,    256.06,    329.63,    300.56,     44.98,    150.22,    181.32,    228.63,    280.13,    233.41,    254.57,    391.90,    216.24,    364.01
197702,    103.84,    242.32,    312.81,     81.22,    200.29,    250.16,    310.31,    291.97,     42.47,    143.63,    175.90,    224.46,    275.93,    225.92,    244.11,    364.84,    209.35,    353.73
197703,    102.12,    237.88,    305.53,     79.86,    194.77,    247.30,    303.38,    285.43,     41.52,    141.43,    172.85,    216.49,    274.21,    221.91,    239.99,    355.42,    202.47,    346.91
197704,    102.16,    236.23,    302.30,     79.96,    193.18,    247.83,    295.91,    284.77,     41.58,    141.39,    172.59,    213.57,    276.22,    221.12,    234.98,    345.77,    202.86,    345.59
197705,    104.72,    238.10,    301.21,     82.09,    195.65,    250.26,    295.53,    283.95,     43.24,    144.16,    176.44,    214.69,    276.79,    225.31,    236.43,    344.03,    206.28,    341.32
197706,    102.71,    236.16,    296.99,     80.79,    192.37,    250.11,    289.29,    280.50,     42.74,    141.69,    171.91,    212.71,    276.12,    225.57,    230.48,    337.83,    207.18,    334.38
197707,    116.79,    230.87,    293.43,     99.36,    181.80,    232.23,    290.16,    289.81,     47.75,    188.65,    176.54,    186.35,    282.80,    178.77,    276.25,    301.44,    292.79,    287.66
197708,    114.75,    229.15,    290.65,     96.60,    182.27,    231.92,    286.08,    286.58,     46.32,    183.69,    177.07,    186.76,    283.26,    177.61,    269.42,    299.65,    287.95,    285.60
197709,    112.18,    225.03,    286.98,     94.80,    176.63,    227.26,    285.88,    281.07,     44.68,    181.69,    171.93,    180.69,    276.84,    174.98,    268.49,    300.11,    282.39,    280.12
197710,    111.23,    226.57,    288.20,     93.23,    178.21,    229.83,    286.36,    282.15,     44.37,    178.04,    173.20,    182.55,    282.55,    174.25,    267.63,    301.67,    284.73,    280.30
197711,    107.39,    216.82,    277.48,     89.88,    170.99,    220.42,    274.04,    272.32,     41.91,    172.87,    167.57,    173.95,    269.27,    168.58,    255.83,    288.96,    272.29,    272.34
197712,    112.61,    226.21,    286.01,     94.65,    179.05,    228.82,    284.96,    280.02,     44.39,    181.45,    174.51,    182.99,    278.08,    176.70,    267.46,    299.31,    281.49,    278.97
197801,    113.48,    229.66,    289.78,     94.98,    181.27,    233.73,    286.72,    284.92,     44.73,    181.70,    177.50,    184.54,    285.30,    178.79,    269.79,    300.55,    285.18,    284.73
197802,    108.21,    217.55,    272.26,     90.81,    172.87,    221.78,    267.50,    268.99,     42.94,    173.92,    168.41,    176.70,    272.44,    168.48,    252.84,    279.50,    269.69,    268.50
197803,    106.59,    215.80,    266.14,     89.28,    170.89,    221.65,    262.25,    262.78,     42.39,    171.11,    166.40,    174.74,    273.35,    167.07,    248.31,    273.61,    263.60,    262.20
197804,    110.23,    224.59,    273.22,     92.04,    177.57,    230.17,    272.98,    268.42,     44.83,    175.13,    173.07,    181.45,    281.82,    175.28,    259.63,    283.92,    270.12,    267.23
197805,    117.90,    241.33,    301.85,     99.53,    188.31,    243.93,    302.04,    296.09,     48.68,    188.97,    181.45,    194.22,    297.76,    186.17,    286.57,    314.68,    296.07,    296.10
197806,    120.37,    245.39,    307.37,    102.06,    192.02,    245.57,    309.64,    300.82,     49.98,    193.80,    183.76,    199.18,    297.34,    189.97,    294.55,    321.88,    301.51,    300.33
197807,    113.56,    260.78,    283.85,     96.67,    233.89,    213.49,    278.64,    290.03,     47.10,    195.82,    159.51,    324.99,    213.46,    213.51,    288.41,    269.12,    328.87,    264.32
197808,    119.40,    276.02,    301.61,    101.41,    244.07,    226.79,    296.18,    309.35,     50.23,    203.33,    168.21,    336.97,    226.63,    226.95,    309.62,    283.08,    348.20,    283.58
197809,    123.38,    286.05,    316.79,    105.16,    253.28,    235.10,    309.10,    323.99,     52.92,    208.12,    172.99,    351.20,    233.64,    236.60,    318.89,    299.54,    364.18,    297.33
197810,    122.89,    284.05,    314.82,    105.12,    253.31,    233.13,    306.99,    320.69,     54.10,    205.06,    171.36,    353.05,    229.72,    236.64,    313.38,    300.74,    364.33,    291.71
197811,    107.37,    253.69,    280.41,     91.54,    228.17,    205.51,    272.07,    286.07,     45.18,    181.81,    150.23,    323.34,    202.22,    208.91,    277.35,    266.89,    324.59,    260.34
197812,    110.89,    261.13,    288.12,     93.83,    235.38,    211.61,    280.35,    294.15,     46.34,    186.83,    156.97,    330.88,    207.53,    215.85,    287.15,    273.73,    333.59,    267.78
197901,    111.92,    265.66,    298.20,     94.47,    238.48,    215.73,    285.13,    306.75,     47.13,    186.75,    158.93,    335.42,    210.44,    221.24,    292.55,    277.92,    341.45,    283.26
197902,    120.59,    278.45,    310.78,    103.12,    250.88,    227.88,    296.48,    319.46,     52.23,    202.62,    167.68,    352.44,    221.60,    234.37,    302.93,    290.21,    351.65,    297.67
197903,    116.54,    268.77,    299.66,    100.33,    242.07,    219.69,    286.17,    307.70,     51.08,    197.06,    160.32,    342.04,    211.73,    227.92,    291.89,    280.59,    338.17,    286.90
197904,    124.47,    283.25,    320.00,    107.40,    253.61,    232.31,    304.65,    329.13,     55.89,    208.85,    170.65,    354.85,    224.45,    240.49,    311.05,    298.39,    360.36,    307.83
197905,    123.19,    286.32,    324.57,    106.41,    250.50,    237.48,    309.30,    333.83,     55.73,    205.76,    168.59,    350.18,    230.29,    244.87,    316.08,    302.65,    363.01,    313.96
197906,    122.27,    280.07,    316.63,    105.69,    247.08,    232.64,    301.14,    325.50,     55.38,    204.59,    166.95,    345.26,    225.76,    239.71,    306.83,    295.60,    353.60,    306.40
197907,    130.06,    282.47,    308.67,    104.96,    258.10,    267.88,    321.37,    293.45,     69.06,    164.97,    214.56,    298.47,    284.62,    254.16,    293.99,    349.34,    330.74,    266.80
197908,    133.36,    287.64,    312.96,    107.38,    262.02,    272.60,    331.20,    295.61,     71.06,    168.21,    220.81,    300.21,    289.19,    259.01,    303.84,    359.16,    339.43,    264.40
197909,    140.19,    306.58,    333.04,    113.04,    272.47,    294.28,    355.19,    313.66,     75.87,    174.80,    231.17,    311.20,    308.75,    282.39,    326.10,    384.75,    359.90,    280.45
197910,    139.75,    305.37,    335.51,    111.38,    271.24,    295.15,    355.78,    315.96,     74.65,    173.14,    233.80,    306.57,    309.74,    283.13,    324.45,    387.52,    365.74,    280.07
197911,    128.01,    283.00,    313.52,    101.87,    250.27,    274.79,    331.35,    294.18,     66.93,    160.33,    214.44,    284.08,    288.96,    263.15,    298.19,    365.03,    344.66,    257.82
197912,    136.51,    299.34,    331.10,    108.81,    264.68,    292.45,    347.37,    312.23,     71.19,    171.85,    228.34,    298.74,    307.16,    280.33,    313.78,    381.29,    365.54,    273.50
198001,    141.47,    310.70,    340.54,    112.86,    272.27,    304.35,    359.32,    321.80,     75.66,    175.16,    236.07,    306.29,    319.22,    292.12,    328.29,    390.35,    375.96,    282.61
198002,    151.09,    329.45,    363.47,    120.52,    282.21,    329.19,    384.51,    342.93,     82.97,    183.58,    252.27,    310.35,    339.29,    320.85,    350.65,    418.16,    399.39,    301.92
198003,    151.24,    321.34,    362.82,    118.21,    280.79,    326.19,    375.03,    342.92,     81.78,    179.00,    259.77,    300.61,    333.96,    319.74,    334.01,    415.52,    411.92,    292.89
198004,    131.15,    289.53,    320.50,    102.73,    251.85,    287.41,    340.20,    300.90,     67.66,    160.84,    224.50,    277.46,    298.10,    278.52,    307.18,    372.36,    363.51,    255.62
198005,    140.43,    304.83,    333.42,    109.81,    270.19,    302.67,    354.81,    311.00,     70.95,    174.00,    239.99,    298.82,    315.95,    291.64,    315.82,    392.67,    380.75,    260.46
198006,    148.40,    322.85,    352.15,    116.41,    284.65,    321.08,    376.36,    327.46,     75.87,    182.96,    251.84,    315.73,    335.76,    308.97,    334.26,    417.22,    403.29,    272.76
198007,    136.54,    330.43,    355.73,    109.78,    271.17,    323.70,    399.61,    321.19,     65.83,    202.77,    227.21,    313.92,    273.15,    371.97,    358.36,    441.85,    209.94,    404.69
198008,    143.22,    351.70,    385.45,    114.06,    286.00,    343.12,    432.59,    348.90,     69.01,    209.37,    242.40,    328.15,    289.65,    394.18,    389.73,    476.49,    231.82,    436.52
198009,    144.41,    360.46,    393.74,    114.93,    290.27,    353.76,    438.99,    358.47,     70.08,    209.96,    244.54,    334.32,    300.99,    404.13,    397.54,    481.68,    238.73,    447.97
198010,    148.75,    370.89,    411.52,    118.27,    296.27,    364.02,    458.38,    373.91,     71.12,    217.37,    251.39,    339.77,    306.51,    418.71,    413.10,    504.91,    249.01,    467.52
198011,    149.84,    375.66,    425.01,    118.82,    297.00,    369.83,    467.99,    389.00,     72.88,    215.26,    254.89,    337.55,    312.28,    424.37,    422.76,    514.32,    249.60,    493.18
198012,    156.65,    417.48,    473.81,    122.41,    312.66,    423.55,    524.99,    430.36,     73.82,    224.32,    271.85,    351.96,    351.77,    491.12,    469.94,    581.71,    270.22,    550.47
198101,    157.57,    408.89,    457.75,    123.93,    310.10,    412.53,    508.16,    417.55,     73.42,    229.73,    269.98,    348.98,    340.02,    481.01,    460.02,    557.93,    274.56,    524.71
198102,    156.58,    393.93,    434.09,    123.54,    310.61,    388.38,    486.57,    394.76,     75.08,    224.35,    266.50,    353.35,    326.72,    446.80,    442.93,    531.55,    265.76,    490.95
198103,    157.58,    403.46,    440.15,    124.29,    313.28,    395.24,    504.14,    396.74,     75.61,    225.28,    267.86,    357.29,    331.13,    455.78,    462.59,    546.98,    275.95,    486.55
198104,    170.09,    422.37,    455.73,    134.91,    334.26,    410.76,    528.30,    407.59,     81.78,    244.83,    286.80,    380.24,    343.25,    474.71,    483.49,    574.64,    292.18,    493.33
198105,    169.58,    417.83,    446.72,    134.88,    336.61,    402.39,    515.60,    401.39,     81.86,    243.62,    283.70,    388.03,    335.24,    466.40,    473.96,    558.41,    292.26,    482.40
198106,    172.42,    419.30,    447.82,    137.04,    342.29,    403.73,    513.89,    402.69,     83.62,    247.29,    288.19,    394.85,    338.44,    465.96,    470.43,    558.58,    299.69,    479.26
198107,    158.46,    381.17,    417.36,    127.99,    269.50,    377.03,    516.92,    379.46,     64.91,    276.57,    268.08,    270.82,    378.44,    375.56,    517.71,    516.23,    381.69,    377.98
198108,    155.84,    378.38,    422.40,    126.11,    264.97,    375.29,    518.64,    383.92,     63.75,    272.52,    262.20,    267.54,    375.61,    374.96,    513.24,    523.34,    381.66,    385.42
198109,    144.43,    358.61,    394.18,    117.94,    243.32,    359.61,    485.60,    359.46,     58.60,    256.59,    239.17,    247.18,    360.54,    358.65,    485.44,    485.73,    360.27,    358.93
198110,    137.27,    338.87,    367.38,    112.08,    231.78,    343.65,    451.33,    334.02,     54.17,    247.30,    227.14,    236.09,    349.78,    337.22,    447.30,    454.85,    336.14,    332.60
198111,    142.82,    359.46,    389.61,    115.28,    246.43,    362.70,    482.98,    351.94,     56.02,    253.03,    241.04,    251.40,    368.69,    356.41,    477.16,    488.06,    364.79,    343.32
198112,    149.62,    375.50,    404.27,    121.18,    257.13,    378.59,    504.56,    364.37,     58.16,    266.93,    250.98,    262.83,    380.69,    376.38,    498.92,    509.49,    374.79,    357.37
198201,    146.72,    368.78,    393.39,    119.19,    253.29,    372.74,    490.27,    354.77,     57.20,    262.61,    245.54,    260.47,    376.10,    369.22,    484.17,    495.66,    360.60,    350.87
198202,    144.44,    359.27,    384.11,    118.03,    247.88,    362.35,    474.68,    348.80,     56.62,    259.82,    239.42,    255.67,    370.91,    353.39,    471.60,    477.39,    349.91,    348.05
198203,    141.43,    338.98,    359.06,    115.66,    240.76,    339.51,    442.12,    328.09,     54.95,    256.15,    233.74,    247.20,    345.48,    333.25,    443.40,    440.99,    333.18,    324.65
198204,    142.11,    335.05,    350.63,    116.82,    238.12,    336.30,    437.13,    317.64,     55.25,    258.04,    232.14,    243.65,    344.51,    327.68,    436.81,    437.41,    334.30,    306.49
198205,    145.63,    348.17,    369.32,    120.32,    245.79,    346.10,    456.27,    336.83,     57.64,    263.63,    235.58,    255.23,    351.25,    340.67,    458.39,    454.39,    352.68,    326.30
198206,    140.33,    336.38,    359.35,    116.77,    234.51,    337.28,    442.52,    326.43,     56.15,    255.03,    224.22,    243.99,    342.99,    331.29,    439.15,    445.50,    338.13,    318.65
198207,    108.97,    366.13,    332.68,     80.12,    262.46,    357.72,    423.26,    305.63,     41.96,    181.28,    218.65,    311.58,    416.72,    308.71,    443.08,    403.96,    341.65,    282.67
198208,    106.19,    358.44,    325.77,     77.84,    257.85,    348.00,    412.42,    301.40,     40.95,    174.85,    213.67,    307.58,    408.92,    297.13,    435.62,    389.83,    331.23,    282.31
198209,    120.38,    399.18,    357.48,     87.74,    294.77,    384.23,    458.65,    328.26,     46.24,    196.60,    244.62,    350.90,    450.48,    328.60,    483.54,    434.33,    362.09,    306.64
198210,    122.45,    405.92,    370.23,     88.84,    298.08,    392.89,    470.11,    340.16,     47.29,    197.98,    249.52,    352.29,    461.05,    335.90,    491.69,    449.02,    373.61,    318.74
198211,    138.14,    452.00,    414.91,    101.64,    333.50,    432.54,    522.23,    384.58,     56.03,    220.10,    274.99,    399.22,    499.56,    376.35,    550.78,    494.24,    424.72,    358.81
198212,    147.26,    470.42,    435.73,    108.43,    351.52,    445.90,    544.81,    406.87,     61.67,    228.68,    291.82,    418.61,    515.18,    387.66,    579.56,    510.86,    441.78,    384.51
198301,    151.67,    476.64,    446.61,    112.45,    357.53,    448.57,    553.53,    421.38,     63.88,    236.73,    298.80,    423.21,    528.00,    381.64,    596.00,    512.31,    447.91,    404.32
198302,    157.72,    502.00,    462.32,    118.31,    370.19,    476.72,    575.96,    435.70,     67.69,    248.14,    304.60,    443.55,    573.43,    394.36,    620.89,    532.22,    462.87,    418.17
198303,    164.19,    512.06,    477.19,    122.93,    380.81,    487.10,    589.77,    450.18,     70.51,    257.14,    318.29,    450.79,    582.26,    406.37,    632.54,    548.00,    478.70,    431.82
198304,    170.78,    529.67,    496.76,    128.64,    392.99,    506.09,    606.24,    471.32,     75.58,    264.66,    328.34,    465.41,    600.35,    425.90,    649.67,    563.54,    503.66,    450.55
198305,    184.39,    567.07,    534.77,    140.07,    419.54,    544.06,    646.55,    508.83,     84.74,    280.84,    349.72,    497.78,    637.00,    464.77,    690.78,    602.92,    535.82,    491.52
198306,    189.78,    565.26,    540.78,    145.40,    422.26,    546.64,    640.80,    516.77,     87.75,    291.12,    355.06,    496.90,    631.93,    473.91,    678.46,    603.77,    550.37,    495.17
198307,    178.17,    545.59,    560.61,    121.47,    412.56,    565.26,    628.25,    542.31,     67.32,    231.55,    422.04,    402.75,    603.05,    523.94,    646.07,    609.07,    572.71,    523.57
198308,    173.91,    529.80,    538.68,    117.25,    404.78,    551.32,    603.85,    521.17,     64.67,    224.60,    416.50,    392.71,    584.97,    514.30,    621.40,    585.02,    548.99,    504.03
198309,    173.82,    535.62,    537.92,    117.88,    405.46,    559.06,    606.62,    519.06,     64.23,    226.76,    412.78,    397.96,    599.36,    514.84,    624.17,    587.72,    553.95,    497.80
198310,    177.68,    549.14,    548.30,    119.88,    417.10,    573.26,    618.52,    529.26,     64.53,    231.62,    423.23,    410.80,    616.41,    526.03,    637.35,    598.37,    567.15,    506.27
198311,    173.81,    538.52,    532.44,    115.04,    417.07,    557.37,    604.25,    513.91,     60.14,    225.77,    422.72,    411.20,    595.94,    515.16,    625.69,    581.31,    559.26,    486.37
198312,    182.28,    549.34,    544.36,    122.27,    425.31,    568.59,    623.90,    521.57,     64.50,    237.93,    434.72,    415.55,    607.02,    526.77,    642.17,    604.34,    572.86,    490.45
198401,    177.88,    545.41,    549.07,    119.53,    418.59,    567.53,    619.42,    526.32,     64.36,    229.53,    423.01,    414.00,    610.36,    521.05,    629.35,    608.78,    572.48,    498.32
198402,    174.96,    548.25,    536.69,    118.41,    410.20,    572.33,    616.32,    514.28,     64.94,    223.30,    410.77,    409.61,    624.90,    515.60,    635.47,    595.69,    566.40,    482.87
198403,    165.54,    493.03,    506.86,    112.67,    390.16,    476.01,    597.32,    482.58,     61.05,    213.40,    385.58,    394.92,    467.55,    485.13,    622.09,    570.70,    546.87,    443.72
198404,    169.88,    497.93,    513.90,    115.82,    395.52,    482.26,    600.46,    491.79,     62.68,    219.04,    394.44,    396.65,    471.02,    494.28,    627.21,    571.71,    552.09,    455.26
198405,    165.23,    505.85,    517.87,    111.64,    392.90,    492.66,    605.12,    497.12,     59.83,    212.37,    387.36,    398.64,    478.37,    507.99,    635.59,    572.26,    561.06,    458.29
198406,    153.90,    477.25,    495.19,    103.30,    371.52,    458.93,    581.29,    472.46,     54.05,    198.52,    362.12,    381.24,    442.60,    476.52,    605.82,    554.74,    534.14,    434.79
198407,    133.22,    435.28,    486.65,     86.64,    372.83,    373.25,    549.95,    459.06,     51.67,    165.52,    304.86,    466.33,    375.09,    371.35,    540.34,    559.53,    581.22,    393.63
198408,    127.85,    426.00,    482.18,     81.78,    365.81,    363.32,    537.59,    458.29,     47.32,    158.79,    297.31,    459.58,    368.93,    357.56,    529.74,    545.44,    573.58,    396.53
198409,    142.84,    470.94,    533.30,     92.63,    405.24,    400.57,    594.05,    507.57,     53.90,    178.79,    328.35,    509.50,    408.68,    392.22,    586.77,    601.33,    636.42,    438.75
198410,    142.69,    471.02,    535.78,     92.39,    403.97,    403.98,    594.04,    508.35,     53.64,    176.85,    326.39,    509.35,    415.00,    392.56,    579.98,    608.04,    628.80,    443.98
198411,    143.34,    466.47,    539.10,     91.05,    406.82,    393.80,    599.99,    510.73,     51.94,    175.01,    333.67,    506.11,    397.57,    389.88,    586.37,    613.48,    625.65,    449.19
198412,    140.98,    461.79,    528.08,     89.34,    400.28,    393.57,    587.88,    499.52,     50.60,    171.38,    326.62,    500.76,    398.45,    388.50,    572.07,    603.74,    614.99,    437.88
198501,    145.40,    472.83,    541.35,     91.14,    413.37,    402.14,    601.81,    512.14,     51.65,    174.38,    339.09,    515.14,    415.35,    388.48,    585.18,    618.54,    628.72,    449.99
198502,    160.62,    511.95,    588.58,    101.74,    449.40,    431.08,    648.78,    562.52,     58.78,    191.52,    368.19,    561.04,    445.91,    415.70,    639.96,    657.66,    681.49,    499.18
198503,    162.08,    519.98,    599.70,    103.16,    454.05,    437.87,    662.96,    571.86,     59.40,    194.83,    371.40,    566.77,    447.66,    427.74,    652.53,    673.38,    701.38,    503.00
198504,    160.56,    523.51,    595.31,    101.90,    452.06,    443.49,    668.01,    562.70,     58.88,    191.48,    367.77,    567.49,    453.46,    433.17,    653.85,    682.26,    708.72,    484.95
198505,    160.04,    523.03,    594.27,    101.18,    450.97,    447.33,    664.95,    559.82,     57.22,    192.35,    366.55,    566.29,    456.84,    437.61,    643.90,    686.20,    706.56,    481.40
198506,    169.27,    549.50,    630.13,    106.99,    473.62,    475.85,    690.91,    597.67,     58.78,    206.26,    386.84,    591.98,    486.40,    465.18,    665.45,    716.84,    751.50,    514.83
198507,    165.65,    545.55,    631.25,    108.62,    434.68,    588.86,    721.69,    561.18,     62.02,    221.36,    477.01,    397.78,    500.96,    688.63,    623.75,    809.90,    626.66,    520.74
198508,    166.87,    542.22,    630.02,    110.23,    432.76,    583.72,    716.89,    562.50,     63.44,    222.69,    474.14,    396.69,    490.84,    688.61,    622.66,    801.97,    618.93,    527.43
198509,    167.33,    538.37,    624.13,    110.24,    432.88,    578.63,    709.76,    556.98,     63.87,    220.97,    473.55,    397.44,    487.96,    680.78,    616.00,    794.68,    611.42,    522.98
198510,    158.28,    515.34,    599.60,    102.54,    413.57,    553.84,    677.98,    538.31,     59.93,    204.50,    454.09,    378.26,    467.80,    650.54,    592.72,    755.64,    592.36,    504.70
198511,    166.40,    536.63,    631.05,    107.64,    434.89,    574.97,    705.74,    569.47,     63.66,    212.40,    476.71,    398.56,    481.11,    679.58,    616.01,    787.19,    632.38,    530.10
198512,    179.30,    568.84,    672.08,    116.27,    457.68,    616.22,    737.94,    614.88,     69.31,    226.71,    510.67,    411.56,    518.70,    725.36,    650.75,    817.30,    679.82,    574.32
198601,    189.20,    595.37,    710.41,    122.33,    481.30,    645.35,    764.29,    658.25,     72.35,    238.54,    536.50,    433.00,    539.43,    763.97,    678.00,    842.28,    712.08,    624.75
198602,    197.99,    596.54,    713.39,    129.66,    492.16,    640.97,    765.29,    664.60,     77.18,    249.99,    552.79,    439.61,    539.08,    755.16,    686.21,    836.30,    712.24,    634.93
198603,    214.74,    639.31,    766.88,    139.63,    530.59,    688.25,    817.70,    717.46,     82.54,    269.41,    602.82,    468.02,    580.40,    809.87,    735.96,    891.55,    783.00,    676.95
198604,    224.10,    671.43,    822.54,    149.11,    543.62,    721.28,    876.45,    766.69,     89.25,    284.19,    607.77,    488.08,    605.45,    852.76,    780.59,    963.27,    836.42,    723.08
198605,    215.13,    668.93,    820.47,    142.98,    526.44,    719.18,    875.40,    766.61,     87.35,    267.20,    582.48,    478.10,    612.96,    840.24,    786.82,    955.60,    826.65,    729.19
198606,    225.96,    701.58,    866.71,    149.81,    550.71,    757.52,    917.20,    810.91,     91.25,    278.93,    608.71,    500.24,    648.48,    881.12,    818.59,   1006.46,    889.83,    762.10
198607,    197.08,    679.62,    872.03,    135.20,    488.77,    678.62,    944.32,    805.85,     76.79,    292.62,    463.18,    522.47,    452.47,    953.97,    825.50,   1064.96,   1148.31,    557.63
198608,    186.53,    648.49,    817.83,    126.41,    464.55,    651.07,    894.34,    754.17,     69.06,    281.76,    444.55,    490.92,    433.64,    915.21,    787.49,   1003.15,   1084.82,    514.57
198609,    201.71,    694.01,    869.79,    136.16,    502.39,    695.33,    959.73,    798.35,     73.89,    303.45,    483.57,    526.97,    456.63,    985.66,    844.46,   1077.48,   1146.25,    544.12
198610,    185.30,    635.85,    802.15,    126.06,    462.88,    638.20,    873.25,    737.83,     68.43,    279.99,    438.63,    494.50,    425.87,    896.45,    760.39,    988.56,   1073.77,    493.91
198611,    196.85,    673.30,    838.41,    132.60,    490.25,    674.35,    919.72,    772.14,     72.07,    293.25,    468.09,    519.38,    450.33,    946.39,    811.21,   1030.24,   1108.23,    527.37
198612,    199.53,    690.19,    847.90,    134.77,    496.96,    694.57,    930.52,    781.85,     72.55,    298.70,    470.54,    531.66,    453.58,    987.75,    825.13,   1037.87,   1120.75,    536.64
198701,    195.12,    675.84,    836.87,    132.62,    481.05,    681.48,    916.23,    772.82,     71.34,    295.01,    456.49,    513.14,    440.45,    976.57,    813.78,   1019.97,   1110.25,    530.43
198702,    221.20,    760.28,    954.60,    148.87,    548.96,    771.60,   1038.13,    876.33,     79.57,    332.52,    523.99,    581.65,    496.23,   1110.22,    900.56,   1179.21,   1255.82,    605.77
198703,    235.07,    787.67,    997.90,    161.40,    569.03,    806.56,   1067.36,    920.68,     89.06,    352.59,    543.72,    602.44,    523.96,   1153.25,    918.59,   1219.93,   1312.82,    640.58
198704,    238.74,    798.61,   1034.79,    162.32,    584.76,    812.57,   1096.09,    954.53,     91.19,    348.91,    556.52,    622.32,    517.12,   1171.96,    930.10,   1265.80,   1375.90,    655.16
198705,    235.35,    781.52,   1024.22,    158.16,    576.54,    795.97,   1087.02,    942.10,     88.68,    340.13,    556.16,    603.50,    501.60,   1154.52,    915.50,   1261.30,   1362.96,    642.75
198706,    233.97,    788.17,   1030.48,    157.57,    572.58,    808.15,   1086.32,    951.88,     90.36,    332.85,    550.76,    601.40,    503.97,   1177.50,    919.19,   1256.15,   1378.52,    649.71
198707,    195.01,    942.82,    824.46,    118.54,    614.66,    940.08,   1140.47,    723.43,     61.27,    281.45,    559.30,    682.81,    724.71,   1186.79,   1228.64,   1075.01,   1007.29,    534.02
198708,    206.00,    969.63,    868.63,    126.38,    639.45,    965.78,   1188.88,    760.57,     64.71,    300.98,    584.33,    707.18,    734.26,   1231.95,   1260.65,   1135.65,   1046.78,    567.63
198709,    211.89,   1009.94,    910.25,    129.68,    659.41,   1008.50,   1243.69,    797.37,     64.74,    313.19,    602.63,    729.08,    760.56,   1295.51,   1317.48,   1189.44,   1094.07,    596.84
